platform,ad_id,timestamp_utc,impressions,clicks,spend,currency,pipeline_status,ad_lifecycle_status,video_views,device_type
linkedin,li_cre_1735,2026-01-10 21:00:00+00:00,504,5,0.394359,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2652,2025-12-18 07:00:00+00:00,155,7,0.051251,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2027,2025-10-03 03:00:00+00:00,646,67,0.538919,USD,VALIDATED,PAUSED,349,unknown
linkedin,li_cre_218,2025-12-25 03:00:00+00:00,406,14,0.65133,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1,2025-11-18 10:00:00+00:00,207,11,0.124706,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_190,2025-10-07 02:00:00+00:00,270,19,0.095591,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2749,2025-09-28 02:00:00+00:00,304,7,0.176561,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1329,2025-09-26 09:00:00+00:00,163,4,0.050803,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_517,2025-10-06 16:00:00+00:00,99,4,0.172715,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_928,2025-10-27 02:00:00+00:00,119,4,0.121184,USD,RECEIVED,ACTIVE,46,unknown
linkedin,li_cre_784,2025-11-17 05:00:00+00:00,27,2,0.004583,USD,ENRICHED,ARCHIVED,1,unknown
linkedin,li_cre_1375,2025-12-09 22:00:00+00:00,236,7,0.325143,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1121,2026-01-04 20:00:00+00:00,86,0,0.046836,USD,VALIDATED,ACTIVE,21,unknown
linkedin,li_cre_1527,2025-09-29 17:00:00+00:00,273,5,0.100967,USD,PUBLISHED,ARCHIVED,0,unknown
linkedin,li_cre_404,2025-11-05 23:00:00+00:00,67,0,0.069535,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_789,2025-10-15 10:00:00+00:00,90,6,0.013936,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2374,2025-10-09 08:00:00+00:00,273,17,0.35086,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2753,2025-10-08 11:00:00+00:00,124,11,0.199049,USD,VALIDATED,ACTIVE,4,unknown
linkedin,li_cre_1483,2025-10-20 03:00:00+00:00,211,8,0.139416,USD,ENRICHED,DRAFT,0,unknown
linkedin,li_cre_1310,2025-09-19 22:00:00+00:00,336,5,0.193415,USD,ENRICHED,ACTIVE,30,unknown
linkedin,li_cre_1403,2025-11-19 10:00:00+00:00,110,1,0.05598,USD,VALIDATED,ACTIVE,13,unknown
linkedin,li_cre_442,2025-11-23 23:00:00+00:00,98,2,0.044871,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_717,2025-10-14 19:00:00+00:00,189,7,0.047124,USD,PUBLISHED,ARCHIVED,58,unknown
linkedin,li_cre_1726,2026-01-01 14:00:00+00:00,133,1,0.037512,USD,ENRICHED,DRAFT,0,unknown
linkedin,li_cre_1101,2025-12-09 07:00:00+00:00,130,1,0.037832,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1549,2026-01-14 05:00:00+00:00,301,14,0.054448,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_482,2025-10-20 18:00:00+00:00,117,8,0.004749,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1931,2025-09-25 04:00:00+00:00,134,0,0.069233,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_872,2025-12-03 18:00:00+00:00,32,1,0.010554,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_941,2025-10-09 12:00:00+00:00,89,1,0.13083,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_798,2025-12-02 20:00:00+00:00,104,7,0.109109,USD,PUBLISHED,ACTIVE,22,unknown
linkedin,li_cre_2542,2025-11-28 22:00:00+00:00,336,32,0.075182,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1742,2025-12-05 21:00:00+00:00,49,0,0.0186,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2020,2025-11-08 01:00:00+00:00,666,16,0.036917,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_659,2025-12-25 00:00:00+00:00,810,4,0.244686,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_425,2025-10-15 06:00:00+00:00,172,5,0.04432914051499761,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1208,2025-12-18 00:00:00+00:00,201,0,0.0006241532614819818,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1073,2025-10-16 05:00:00+00:00,80,0,0.031482,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_378,2025-12-04 17:00:00+00:00,41,1,0.02519,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1994,2025-12-24 07:00:00+00:00,48,2,0.01522,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_1322,2025-12-28 23:00:00+00:00,238,4,0.059247,USD,ENRICHED,ACTIVE,22,unknown
linkedin,li_cre_2568,2025-12-09 16:00:00+00:00,112,5,0.056886,USD,VALIDATED,ACTIVE,19,unknown
linkedin,li_cre_556,2025-10-14 22:00:00+00:00,96,2,0.01594,USD,PUBLISHED,LIMITED,20,unknown
linkedin,li_cre_718,2025-10-18 19:00:00+00:00,303,7,0.005896,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_592,2025-10-28 18:00:00+00:00,91,19,0.012885,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1317,2025-12-24 00:00:00+00:00,519,63,0.896908,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_839,2025-11-16 04:00:00+00:00,64,0,0.063311,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_1461,2025-12-24 10:00:00+00:00,189,6,0.103447,USD,PUBLISHED,LIMITED,57,unknown
linkedin,li_cre_64,2025-12-10 19:00:00+00:00,102,11,0.089235,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_2258,2025-09-23 09:00:00+00:00,333,2,0.123507,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1362,2025-10-06 02:00:00+00:00,321,13,0.239614,USD,PUBLISHED,DISAPPROVED,0,unknown
linkedin,li_cre_1961,2026-01-02 23:00:00+00:00,150,2,0.127741,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_121,2025-11-30 16:00:00+00:00,123,5,0.044641,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_792,2025-11-22 11:00:00+00:00,93,0,0.141135,USD,PUBLISHED,PAUSED,13,unknown
linkedin,li_cre_284,2025-11-07 03:00:00+00:00,187,7,0.313503,USD,VALIDATED,LIMITED,55,unknown
linkedin,li_cre_1835,2025-11-13 18:00:00+00:00,37,1,0.009855,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2413,2025-11-30 21:00:00+00:00,50,1,0.047491,USD,RECEIVED,ACTIVE,16,unknown
linkedin,li_cre_2352,2025-12-05 01:00:00+00:00,117,0,0.041948,USD,PUBLISHED,ACTIVE,15,unknown
linkedin,li_cre_1106,2025-10-13 04:00:00+00:00,90,1,0.111185,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2254,2026-01-13 17:00:00+00:00,273,5,0.500524,USD,PUBLISHED,LIMITED,0,unknown
linkedin,li_cre_2479,2025-10-21 10:00:00+00:00,292,415,0.204222,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2335,2025-12-30 03:00:00+00:00,153,0,0.084783,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_269,2025-10-09 03:00:00+00:00,579,3,0.463378,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1631,2026-01-12 13:00:00+00:00,222,17,0.215661,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2263,2025-12-25 17:00:00+00:00,26,0,0.000344,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1030,2025-10-02 08:00:00+00:00,93,6,0.023292,USD,ENRICHED,PAUSED,0,unknown
linkedin,li_cre_902,2025-12-07 08:00:00+00:00,249,8,0.319337,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_2578,2025-11-26 01:00:00+00:00,227,29,0.451152,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_941,2025-11-13 07:00:00+00:00,194,30,0.068682,USD,ENRICHED,ARCHIVED,0,unknown
linkedin,li_cre_2503,2025-11-30 07:00:00+00:00,104,1,0.036144,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_265,2025-10-03 19:00:00+00:00,288,21,0.157502,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_1791,2025-09-21 19:00:00+00:00,132,1,0.168476,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2738,2025-11-10 00:00:00+00:00,225,1,0.036488,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2643,2025-11-23 13:00:00+00:00,156,3,0.138416,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_488,2025-12-27 02:00:00+00:00,180,10,0.061072,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_44,2025-12-27 21:00:00+00:00,396,16,0.479412,USD,ENRICHED,LIMITED,0,unknown
linkedin,li_cre_59,2025-12-23 09:00:00+00:00,109,2,0.042426,USD,PUBLISHED,PAUSED,6,unknown
linkedin,li_cre_1241,2025-12-25 13:00:00+00:00,327,4,0.158938,USD,VALIDATED,DISAPPROVED,80,unknown
linkedin,li_cre_2162,2025-10-10 16:00:00+00:00,94,2,0.120211,USD,ENRICHED,ACTIVE,33,unknown
linkedin,li_cre_2034,2025-11-05 11:00:00+00:00,265,8,0.025847,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_1255,2025-09-21 23:00:00+00:00,294,5,0.291598,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2381,2026-01-13 21:00:00+00:00,143,0,0.044459,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_558,2025-10-29 10:00:00+00:00,888,39,1.423939,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1918,2025-11-10 17:00:00+00:00,128,3,0.039652,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1420,2025-09-20 18:00:00+00:00,100,0,0.043289,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1423,2026-01-03 19:00:00+00:00,270,4,0.206771,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_793,2025-10-16 10:00:00+00:00,1330,90,1.420013,USD,VALIDATED,DRAFT,0,unknown
linkedin,li_cre_2628,2025-11-29 00:00:00+00:00,373,11,0.161793,USD,ENRICHED,ACTIVE,112,unknown
linkedin,li_cre_932,2025-11-05 10:00:00+00:00,83,4,0.044788,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_356,2026-01-03 00:00:00+00:00,74,3,0.160065,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2389,2025-11-04 02:00:00+00:00,121,2,0.010991,USD,VALIDATED,ACTIVE,19,unknown
linkedin,li_cre_1350,2025-12-06 18:00:00+00:00,88,1,0.147306,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_736,2025-12-21 03:00:00+00:00,111,3,0.077623,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1808,2025-12-01 11:00:00+00:00,83,2,0.098583,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_30,2025-12-06 22:00:00+00:00,63,8,0.031702,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_2401,2026-01-13 23:00:00+00:00,359,27,0.060444,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_886,2025-12-26 12:00:00+00:00,291,14,0.451786,USD,ENRICHED,PAUSED,0,unknown
linkedin,li_cre_1540,2025-09-26 08:00:00+00:00,369,22,0.104795,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1380,2025-09-19 09:00:00+00:00,143,4,0.070533,USD,PUBLISHED,LIMITED,0,unknown
linkedin,li_cre_1874,2025-11-10 04:00:00+00:00,148,7,0.100103,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2640,2025-12-12 23:00:00+00:00,91,3,0.047821,USD,VALIDATED,DRAFT,0,unknown
linkedin,li_cre_1281,2025-10-20 03:00:00+00:00,54,1,0.002992,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1234,2025-10-31 12:00:00+00:00,145,4,0.068181,USD,PUBLISHED,DRAFT,0,unknown
linkedin,li_cre_2402,2025-12-03 01:00:00+00:00,140,3,0.007073,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1449,2025-10-31 01:00:00+00:00,278,30,0.082256,USD,PUBLISHED,ACTIVE,29,unknown
linkedin,li_cre_2191,2025-09-21 14:00:00+00:00,195,2,0.062605,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_718,2026-01-09 12:00:00+00:00,1315,217,0.263186,USD,VALIDATED,DISAPPROVED,0,unknown
linkedin,li_cre_1760,2025-11-12 12:00:00+00:00,190,3,0.126794,USD,ENRICHED,PAUSED,0,unknown
linkedin,li_cre_1832,2026-01-06 13:00:00+00:00,119,3,0.070217,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_268,2025-11-29 23:00:00+00:00,235,7,0.044051,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2022,2025-12-03 05:00:00+00:00,257,11,0.129405,USD,VALIDATED,ACTIVE,40,unknown
linkedin,li_cre_2148,2025-10-13 22:00:00+00:00,130,3,0.085202,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_2019,2025-10-09 01:00:00+00:00,157,13,0.12007,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_661,2025-10-31 07:00:00+00:00,215,6,0.225271,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_471,2026-01-16 11:00:00+00:00,58,3,0.111299,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1253,2026-01-07 16:00:00+00:00,139,0,0.205462,USD,PUBLISHED,PAUSED,0,unknown
linkedin,li_cre_1142,2025-12-20 09:00:00+00:00,61,2,0.019151,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_1714,2025-10-10 05:00:00+00:00,188,7,0.029895,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_711,2025-10-13 10:00:00+00:00,361,16,0.244758,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_360,2025-11-01 23:00:00+00:00,101,0,0.058636,USD,VALIDATED,ACTIVE,43,unknown
linkedin,li_cre_957,2025-11-30 09:00:00+00:00,78,2,0.008759,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_365,2025-10-04 02:00:00+00:00,95,3,0.053215,USD,ENRICHED,PAUSED,11,unknown
linkedin,li_cre_818,2026-01-02 21:00:00+00:00,71,6,0.046957,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_136,2025-11-21 17:00:00+00:00,223,11,0.172813,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_501,2025-10-28 01:00:00+00:00,84,2,0.045835,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_310,2025-10-03 10:00:00+00:00,232,26,0.265413,USD,ENRICHED,PAUSED,0,unknown
linkedin,li_cre_1361,2026-01-05 20:00:00+00:00,1132,62,0.173217,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2640,2026-01-08 04:00:00+00:00,218,3,0.174106,USD,RECEIVED,ACTIVE,48,unknown
linkedin,li_cre_1037,2025-12-24 23:00:00+00:00,220,8,0.140183,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_713,2025-12-10 09:00:00+00:00,89,0,0.05924343191565208,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1439,2026-01-13 23:00:00+00:00,182,12,0.092955,USD,VALIDATED,ARCHIVED,0,unknown
linkedin,li_cre_2233,2025-10-07 14:00:00+00:00,95,2,0.041671,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2001,2025-10-17 11:00:00+00:00,94,0,0.031226,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1164,2025-12-22 12:00:00+00:00,114,3,0.022831,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_480,2025-09-26 05:00:00+00:00,191,3,0.106146,USD,VALIDATED,LIMITED,0,unknown
linkedin,li_cre_1007,2025-12-08 11:00:00+00:00,91,1,0.006866,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2397,2025-11-25 05:00:00+00:00,105,3,0.027404,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1116,2026-01-06 03:00:00+00:00,246,284,0.32731,USD,RECEIVED,LIMITED,38,unknown
linkedin,li_cre_498,2025-11-01 03:00:00+00:00,292,6,0.454352,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2478,2025-10-28 18:00:00+00:00,80,4,0.038469,USD,RECEIVED,PAUSED,0,unknown
linkedin,li_cre_198,2025-12-11 15:00:00+00:00,375,11,0.273625,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1402,2025-09-24 02:00:00+00:00,60,7,0.020739,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1976,2026-01-16 00:00:00+00:00,45,2,0.027016,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1667,2026-01-12 16:00:00+00:00,39,1,0.004891,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2464,2025-11-11 09:00:00+00:00,130,2,0.037376,USD,ENRICHED,PAUSED,0,unknown
linkedin,li_cre_257,2025-11-20 15:00:00+00:00,107,6,0.09719995189609557,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_2146,2025-12-20 13:00:00+00:00,67,1,0.063282,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1160,2025-11-01 14:00:00+00:00,98,3,0.106336,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_2720,2025-12-18 14:00:00+00:00,105,1,0.022187,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1973,2025-12-30 00:00:00+00:00,45,2,0.011754,USD,PUBLISHED,ACTIVE,7,unknown
linkedin,li_cre_2093,2025-12-16 12:00:00+00:00,161,5,0.031712,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_145,2025-12-31 12:00:00+00:00,313,12,0.175808,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_2531,2025-12-19 09:00:00+00:00,128,1,0.02235,USD,VALIDATED,ACTIVE,50,unknown
linkedin,li_cre_944,2025-10-19 21:00:00+00:00,279,5,0.276506,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1952,2026-01-13 08:00:00+00:00,126,3,0.033391,USD,ENRICHED,DISAPPROVED,0,unknown
linkedin,li_cre_1304,2025-11-15 00:00:00+00:00,56,1,0.011993,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1936,2025-12-22 17:00:00+00:00,73,3,0.059112,USD,VALIDATED,ACTIVE,23,unknown
linkedin,li_cre_1685,2025-09-26 05:00:00+00:00,256,17,0.17629,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1604,2025-09-26 08:00:00+00:00,135,4,0.069606,USD,ENRICHED,ACTIVE,26,unknown
linkedin,li_cre_1882,2026-01-07 01:00:00+00:00,440,16,0.558455,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_388,2025-10-16 20:00:00+00:00,76,8,0.138815,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_847,2025-10-17 17:00:00+00:00,155,10,0.323056,USD,ENRICHED,LIMITED,24,unknown
linkedin,li_cre_1600,2025-10-19 11:00:00+00:00,482,16,0.328931,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2276,2025-10-07 09:00:00+00:00,131,4,0.037656,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2584,2025-12-02 20:00:00+00:00,156,2,0.100492,USD,VALIDATED,DRAFT,0,unknown
linkedin,li_cre_2089,2025-09-21 02:00:00+00:00,371,11,0.251674,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2692,2025-10-11 22:00:00+00:00,106,10,0.145155,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_685,2025-09-25 10:00:00+00:00,203,7,0.300678,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_523,2026-01-09 07:00:00+00:00,140,5,0.178675,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1182,2025-10-21 07:00:00+00:00,114,2,0.07408,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1293,2025-10-28 19:00:00+00:00,89,1,0.016211,USD,PUBLISHED,ACTIVE,18,unknown
linkedin,li_cre_2277,2025-11-09 12:00:00+00:00,128,1,0.032837,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1492,2025-12-04 18:00:00+00:00,76,0,0.036279,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1555,2025-10-11 10:00:00+00:00,159,9,0.031696,USD,PUBLISHED,LIMITED,0,unknown
linkedin,li_cre_1410,2025-12-18 13:00:00+00:00,108,3,0.015533,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1821,2026-01-04 13:00:00+00:00,276,2,0.147105,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_1000,2025-11-16 17:00:00+00:00,234,4,0.225705,USD,PUBLISHED,ACTIVE,12,unknown
linkedin,li_cre_2143,2026-01-10 17:00:00+00:00,218,14,0.368631,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1713,2026-01-02 10:00:00+00:00,251,17,0.200781,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_474,2025-10-26 09:00:00+00:00,102,0,0.117807,USD,ENRICHED,LIMITED,0,unknown
linkedin,li_cre_533,2026-01-16 09:00:00+00:00,45,1,0.035071,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1258,2026-01-15 09:00:00+00:00,51,0,0.019647,USD,VALIDATED,ACTIVE,3,unknown
linkedin,li_cre_2574,2025-11-21 06:00:00+00:00,111,9,0.001793635908224406,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2507,2025-10-05 11:00:00+00:00,78,3,0.09775,USD,ENRICHED,DRAFT,19,unknown
linkedin,li_cre_2395,2025-12-23 16:00:00+00:00,64,1,0.028933,USD,VALIDATED,LIMITED,0,unknown
linkedin,li_cre_884,2025-12-21 11:00:00+00:00,366,0,0.362057,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2519,2025-11-04 15:00:00+00:00,201,6,0.067641,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2560,2025-11-11 15:00:00+00:00,174,2,0.125801,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_801,2025-10-26 16:00:00+00:00,75,6,0.007869,USD,VALIDATED,DISAPPROVED,0,unknown
linkedin,li_cre_235,2025-11-20 19:00:00+00:00,368,24,0.118731,USD,ENRICHED,ACTIVE,201,unknown
linkedin,li_cre_2409,2025-09-25 03:00:00+00:00,564,13,0.403947,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_2796,2026-01-10 02:00:00+00:00,391,12,0.245638,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2084,2025-10-15 22:00:00+00:00,291,12,0.284432,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_35,2025-10-06 21:00:00+00:00,802,20,0.280908,USD,RECEIVED,DISAPPROVED,0,unknown
linkedin,li_cre_116,2025-10-15 21:00:00+00:00,522,38,0.04611,USD,RECEIVED,ACTIVE,194,unknown
linkedin,li_cre_1919,2025-10-01 03:00:00+00:00,222,15,0.086656,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_517,2025-09-30 08:00:00+00:00,154,6,0.03412,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2290,2025-12-02 16:00:00+00:00,408,2,0.200877,USD,ENRICHED,ACTIVE,139,unknown
linkedin,li_cre_11,2025-09-27 22:00:00+00:00,77,6,0.019073,USD,PUBLISHED,ACTIVE,9,unknown
linkedin,li_cre_2215,2025-12-31 17:00:00+00:00,161,23,0.070132,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1929,2025-11-08 23:00:00+00:00,155,8,0.037074,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_2571,2026-01-12 12:00:00+00:00,57,2,0.019594,USD,VALIDATED,DRAFT,0,unknown
linkedin,li_cre_1624,2025-11-25 00:00:00+00:00,142,14,0.175108,USD,VALIDATED,ARCHIVED,0,unknown
linkedin,li_cre_2796,2025-12-25 22:00:00+00:00,130,0,0.082509,USD,VALIDATED,ACTIVE,58,unknown
linkedin,li_cre_2014,2025-10-23 13:00:00+00:00,561,36,0.733775,USD,PUBLISHED,ACTIVE,279,unknown
linkedin,li_cre_1080,2025-11-15 11:00:00+00:00,77,3,0.126965,USD,ENRICHED,LIMITED,0,unknown
linkedin,li_cre_1886,2025-10-23 03:00:00+00:00,337,15,0.005080852678426385,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_64,2025-09-23 04:00:00+00:00,328,23,0.650817,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1266,2025-11-13 18:00:00+00:00,165,0,0.29351,USD,PUBLISHED,PAUSED,0,unknown
linkedin,li_cre_2341,2025-10-03 22:00:00+00:00,348,10,0.106529,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1953,2025-12-12 11:00:00+00:00,129,3,0.089695,USD,VALIDATED,PAUSED,0,unknown
linkedin,li_cre_1203,2025-11-30 20:00:00+00:00,356,11,0.234904,USD,PUBLISHED,ACTIVE,62,unknown
linkedin,li_cre_2468,2025-12-22 08:00:00+00:00,396,28,0.133969,USD,ENRICHED,ACTIVE,48,unknown
linkedin,li_cre_778,2025-12-06 05:00:00+00:00,128,2,0.032809,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1771,2025-12-11 13:00:00+00:00,290,21,0.173684,USD,PUBLISHED,ACTIVE,124,unknown
linkedin,li_cre_953,2026-01-07 05:00:00+00:00,165,4,0.202735,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_2248,2025-12-07 11:00:00+00:00,87,3,0.046553,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_83,2025-09-23 11:00:00+00:00,126,5,0.075708,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_1109,2025-12-27 05:00:00+00:00,232,6,0.19642,USD,RECEIVED,ACTIVE,0,unknown
linkedin,li_cre_1900,2025-09-22 14:00:00+00:00,74,5,0.028159,USD,ENRICHED,ARCHIVED,20,unknown
linkedin,li_cre_1073,2025-12-27 22:00:00+00:00,67,2,0.069762,USD,VALIDATED,ACTIVE,0,unknown
linkedin,li_cre_643,2025-12-05 00:00:00+00:00,86,8,0.117322,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_397,2026-01-15 23:00:00+00:00,419,9,0.566043,USD,ENRICHED,ACTIVE,0,unknown
linkedin,li_cre_1755,2025-11-08 10:00:00+00:00,528,25,0.807026,USD,PUBLISHED,ACTIVE,0,unknown
linkedin,li_cre_1473,2025-12-17 00:00:00+00:00,106,2,0.052905,USD,ENRICHED,PAUSED,0,unknown
