advertiser_id,campaign_id,adgroup_id,ad_id,video_id,stat_time_hour,timezone_offset,device_type,inventory_type,creative_type,video_length_seconds,views_2s,views_6s,views_25p,views_50p,views_75p,views_100p,avg_watch_seconds,impressions,clicks,cost,currency_code,ad_status,pipe_state,quarantine_reason,row_id,row_hash,source_file,ingested_at_utc
tt_adv_15,tt_camp_72,tt_group_363,tt_ad_1545,tt_vid_210,2025-10-16 16:00:00,+0100,UNKNOWN,SEARCH,IMAGE,,,,,,,,,238,4,0.045093,AUD,DRAFT,VALID,,row_ifg89zw8xvxb,hash_5eugaazzl11cbj,tiktok_20251016_16.csv,2025-10-16T16:47:00+00:00
tt_adv_13,tt_camp_98,tt_group_278,tt_ad_1262,tt_vid_1284,2025-11-02 11:00:00,+8,ph0ne,TOPVIEW,IMAGE,,,,,,,,,74,0,0.021823,PHP,PAUSE,VALID,,row_6mw9s4n5z5yo,hash_8z0xhl8ayy9og9,tiktok_20251102_11.csv,2025-11-02T11:49:00+00:00
tt_adv_13,tt_camp_105,tt_group_233,tt_ad_354,tt_vid_2315,2025-09-26 02:00:00,,PHONE,IN_FEED,IMAGE,,,,,,,,,54,111,0.017066,USD,ENABLE,QUAR,CLICKS_GT_IMPRESSIONS,row_e9igdpf3r3yt,hash_jtnam20jpm5r59,tiktok_20250926_02.csv,2025-09-26T03:46:00+00:00
tt_adv_9,tt_camp_32,tt_group_486,tt_ad_1771,tt_vid_1458,2025-11-01 11:00:00,+0800,ph0ne,TOPVIEW,VIDEO,10.0,21.0,16.0,13.0,8.0,8.0,4.0,2.4,260,3,0.518073,USD,REJECT,PUB,,row_kfw6k6c76rdg,hash_3nrcs5dso6q6dm,tiktok_20251101_11.csv,2025-11-03T11:37:00+00:00
tt_adv_14,tt_camp_71,tt_group_350,tt_ad_565,tt_vid_768,2025-12-15 13:00:00,+0800,DESKTOP,SEARCH,SPARK_AD,30.0,71.0,107.0,51.0,38.0,64.0,13.0,7.76,629,43,0.213021,PHP,ENABLE,PUB,,row_x5afmbi8p843,hash_5vql3mr4xyqh5b,tiktok_20251215_13.csv,2025-12-16T01:05:00+00:00
tt_adv_5,tt_camp_90,tt_group_478,tt_ad_950,,2025-12-16 20:00:00,,ph0ne,SPARK,IMAGE,,,,,,,,,175,334,0.037751,USD,ENABLE,QUAR,CLICKS_GT_IMPRESSIONS,row_gs0ttkhup0uq,hash_2z7sca17ml4od0,tiktok_20251216_20.csv,2025-12-16T22:30:00+00:00
tt_adv_14,tt_camp_62,tt_group_419,tt_ad_541,tt_vid_915,2025-12-07 21:00:00,+0000,TABLET,TOPVIEW,IMAGE,,,,,,,,,150,9,0.040299,PHP,PAUSE,PUB,,row_8qnzmh19yqz1,hash_6m8s3ws9qxmtwu,tiktok_20251207_21.csv,2025-12-08T09:07:00+00:00
tt_adv_6,tt_camp_70,tt_group_495,tt_ad_1191,tt_vid_2701,2025-10-01 06:00:00,,PHONE,TOPVIEW,IMAGE,,,,,,,,,488,44,0.128855,USD,ENABLE,ENR,,row_9h5qov0dm7p0,hash_gimv0uia35kqj7,tiktok_20251001_06.csv,2025-10-01T18:55:00+00:00
tt_adv_13,tt_camp_62,tt_group_198,tt_ad_828,tt_vid_1960,2025-10-15 05:00:00,+0100,DESKTOP,IN_FEED,SPARK_AD,12.0,19.0,19.0,17.0,15.0,14.0,1.0,8.81,89,0,0.068694,USD,LIMITED,PUB,,row_itofgfu6hs2z,hash_bm1wfhbhn5do4e,tiktok_20251015_05.csv,2025-10-17T05:31:00+00:00
tt_adv_20,tt_camp_68,tt_group_354,tt_ad_627,tt_vid_1596,2025-12-11 08:00:00,+0800,UNKNOWN,IN_FEED,SPARK_AD,10.0,4.0,9.0,2.0,4.0,6.0,0.0,6.85,218,14,0.223486,SGD,DRAFT,ENR,,row_cwfieaz1rofg,hash_p112z85ggwfff2,tiktok_20251211_08.csv,2025-12-11T14:28:00+00:00
tt_adv_2,tt_camp_131,tt_group_243,tt_ad_1321,,2025-12-06 15:00:00,+8,PHONE,IN_FEED,IMAGE,,,,,,,,,158,1,0.123737,USD,ENABLE,ENR,,row_pdru176pd7m0,hash_og75l1ki3oo2bq,tiktok_20251206_15.csv,2025-12-08T15:17:00+00:00
tt_adv_12,tt_camp_103,tt_group_127,tt_ad_1002,tt_vid_1315,2025-10-18 02:00:00,,UNKNOWN,TOPVIEW,VIDEO_AD,20.0,22.0,20.0,26.0,10.0,8.0,13.0,7.17,100,0,0.056297,PHP,ENABLE,RECV,,row_ij7h65oqpgya,hash_c8s3s26eeou6jj,tiktok_20251018_02.csv,2025-10-20T02:39:00+00:00
tt_adv_5,tt_camp_26,tt_group_342,tt_ad_731,tt_vid_1117,2025-12-04 02:00:00,+0100,ph0ne,SPARK,VIDEO,8.0,11.0,3.0,2.0,5.0,4.0,4.0,3.72,122,7,0.084186,PHP,ENABLE,PUB,,row_4rokpnhyihw1,hash_0nt9f9xuo1teym,tiktok_20251204_02.csv,2025-12-04T03:52:00+00:00
tt_adv_10,tt_camp_70,tt_group_242,tt_ad_1352,tt_vid_1967,2025-12-03 05:00:00,+0100,TABLET,SEARCH,SPARK_AD,15.0,144.0,100.0,71.0,131.0,87.0,67.0,10.04,465,18,0.331008,PHP,REJECT,VALID,,row_gbrxvc3elm2f,hash_b58z1x8pdz2ymp,tiktok_20251203_05.csv,2025-12-03T11:40:00+00:00
tt_adv_18,tt_camp_64,tt_group_331,tt_ad_554,tt_vid_628,2025-10-30 06:00:00,+0000,DESKTOP,SEARCH,VIDEO_AD,10.0,84.0,78.0,44.0,32.0,68.0,,5.92,452,13,0.122508,PHP,PAUSE,PUB,,row_y1jegtz521mg,hash_d45ywftm8cfzk7,tiktok_20251030_06.csv,2025-10-30T18:47:00+00:00
tt_adv_19,tt_camp_144,tt_group_248,tt_ad_708,tt_vid_2863,2026-01-06 00:00:00,,TABLET,SEARCH,VIDEO,,4.0,9.0,11.0,5.0,5.0,0.0,,104,2,0.052084,USD,ENABLE,VALID,,row_pzaqjfjdad4r,hash_hag3pvmq4rflp5,tiktok_20260106_00.csv,2026-01-07T00:06:00+00:00
tt_adv_2,tt_camp_138,tt_group_307,tt_ad_297,,2025-11-23 23:00:00,+0800,DESKTOP,IN_FEED,IMAGE,,,,,,,,,194,4,0.181389,PHP,ENABLE,RECV,,row_ps2f9e3848kh,hash_7js9exsz1qnxj5,tiktok_20251123_23.csv,2025-11-24T11:33:00+00:00
tt_adv_15,tt_camp_57,tt_group_159,tt_ad_1283,tt_vid_106,2025-11-16 10:00:00,+0100,ph0ne,IN_FEED,VIDEO_AD,60.0,74.0,37.0,80.0,12.0,32.0,27.0,26.48,271,4,0.087969,USD,ENABLE,VALID,,row_5v6wundchivw,hash_8v96fsvq98ng53,tiktok_20251116_10.csv,2025-11-16T16:59:00+00:00
tt_adv_16,tt_camp_116,tt_group_267,tt_ad_1142,,2025-11-29 00:00:00,+0000,DESKTOP,IN_FEED,VIDEO_AD,45.0,15.0,11.0,7.0,8.0,1.0,1.0,8.39,83,2,0.092231,PHP,ENABLE,VALID,,row_6e7qr3p0gl92,hash_kp1rbd1u0woj2i,tiktok_20251129_00.csv,2025-11-29T06:21:00+00:00
tt_adv_15,tt_camp_127,tt_group_202,tt_ad_549,tt_vid_1687,2026-01-07 07:00:00,,DESKTOP,TOPVIEW,VIDEO,45.0,21.0,29.0,13.0,16.0,6.0,7.0,11.17,110,5,0.134079,USD,ENABLE,VALID,,row_avr31hehng76,hash_9397hehtnj5bu1,tiktok_20260107_07.csv,2026-01-08T07:58:00+00:00
tt_adv_12,tt_camp_117,tt_group_260,tt_ad_1029,tt_vid_2276,2025-12-15 12:00:00,+0800,TABLET,IN_FEED,IMAGE,,,,,,,,,87,168,0.045675,PHP,PAUSE,QUAR,CLICKS_GT_IMPRESSIONS,row_nspfyeba1wjc,hash_yd41axp6zz65te,tiktok_20251215_12.csv,2025-12-15T14:04:00+00:00
tt_adv_15,tt_camp_107,tt_group_199,tt_ad_1133,tt_vid_1724,2025-11-27 23:00:00,+0100,UNKNOWN,IN_FEED,VIDEO_AD,90.0,8.0,6.0,7.0,5.0,2.0,2.0,32.93,48,0,0.012349,PHP,ENABLE,ENR,,row_lqo1og7tf19y,hash_zjetg60itkzjnt,tiktok_20251127_23.csv,2025-11-27T23:03:00+00:00
tt_adv_16,tt_camp_97,tt_group_324,tt_ad_490,tt_vid_1243,2026-01-05 00:00:00,+8,PHONE,IN_FEED,VIDEO_AD,12.0,21.0,20.0,11.0,12.0,5.0,13.0,9.35,229,27,-0.060077,AUD,ENABLE,PUB,,row_v1xbvb7ikv32,hash_1kf8yu8ms121wh,tiktok_20260105_00.csv,2026-01-05T01:18:00+00:00
tt_adv_5,tt_camp_8,tt_group_196,tt_ad_31,tt_vid_2910,2025-12-01 12:00:00,+8,DESKTOP,TOPVIEW,VIDEO_AD,,1.0,2.0,0.0,0.0,0.0,0.0,,22,1,0.066265,PHP,ENABLE,QUAR,MISSING_VIDEO_DURATION,row_t4lylth8q1zw,hash_0q0o9dnqa475qw,tiktok_20251201_12.csv,2025-12-01T18:05:00+00:00
tt_adv_5,tt_camp_68,tt_group_149,tt_ad_806,tt_vid_1834,2026-01-15 07:00:00,+0100,UNKNOWN,IN_FEED,SPARK_AD,,12.0,9.0,5.0,5.0,6.0,8.0,3.21,194,4,0.286362,USD,ENABLE,QUAR,MISSING_VIDEO_DURATION,row_waioc9lscfm1,hash_5lkflqehjxpekg,tiktok_20260115_07.csv,2026-01-15T09:42:00+00:00
tt_adv_2,tt_camp_101,tt_group_452,tt_ad_1126,tt_vid_172,2025-09-23 10:00:00,+0800,ph0ne,SPARK,IMAGE,,,,,,,,,356,10,0.208121,SGD,ENABLE,VALID,,row_ymwu3zs4yzyq,hash_7h5y21ntm0ytxg,tiktok_20250923_10.csv,2025-09-23T10:31:00+00:00
tt_adv_10,tt_camp_160,tt_group_3,tt_ad_1015,tt_vid_807,2025-11-16 06:00:00,+0000,PHONE,SEARCH,IMAGE,,,,,,,,,553,23,0.259068,AUD,ENABLE,RECV,,row_ctxv8i038tqf,hash_51t6jvdw00az3j,tiktok_20251116_06.csv,2025-11-16T07:40:00+00:00
tt_adv_11,tt_camp_71,tt_group_56,tt_ad_1712,tt_vid_919,2025-11-13 23:00:00,+0100,PHONE,TOPVIEW,IMAGE,,,,,,,,,205,8,0.245113,PHP,ENABLE,RECV,,row_7mum2djkt5ov,hash_zzpj4xcav7dgr1,tiktok_20251113_23.csv,2025-11-13T23:53:00+00:00
tt_adv_1,tt_camp_72,tt_group_112,tt_ad_1678,tt_vid_2837,2025-10-04 21:00:00,+8,ph0ne,SPARK,VIDEO_AD,20.0,57.0,57.0,75.0,30.0,35.0,17.0,16.24,301,23,0.127669,USD,ENABLE,PUB,,row_onwoyb7end6k,hash_6cubla4rnzns1y,tiktok_20251004_21.csv,2025-10-04T23:44:00+00:00
tt_adv_15,tt_camp_133,tt_group_148,tt_ad_1295,tt_vid_1237,2025-12-11 18:00:00,,ph0ne,TOPVIEW,IMAGE,,,,,,,,,499,30,0.092368,USD,ENABLE,PUB,,row_6bcyjt8b78vm,hash_gmck74qgxp4gdq,tiktok_20251211_18.csv,2025-12-12T06:43:00+00:00
tt_adv_19,tt_camp_47,tt_group_458,tt_ad_36,tt_vid_582,2025-11-16 21:00:00,+8,DESKTOP,IN_FEED,SPARK_AD,,9.0,6.0,10.0,6.0,1.0,4.0,,127,174,0.062382,EUR,ENABLE,PUB,,row_9f3475gx67y3,hash_oscb7zfge13r8g,tiktok_20251116_21.csv,2025-11-16T21:28:00+00:00
tt_adv_9,tt_camp_80,tt_group_100,tt_ad_1137,tt_vid_801,2026-01-08 12:00:00,+8,TABLET,TOPVIEW,IMAGE,,,,,,,,,180,5,0.154291,PHP,ENABLE,PUB,,row_r3etr0dyv7mx,hash_w1cnz2l5kxh5ff,tiktok_20260108_12.csv,2026-01-08T13:12:00+00:00
tt_adv_15,tt_camp_69,tt_group_15,tt_ad_1841,tt_vid_1402,2025-11-08 18:00:00,+8,TABLET,TOPVIEW,IMAGE,,,,,,,,,198,9,0.12491,PHP,ENABLE,ENR,,row_9ev0pv6m4o3b,hash_gmyh4vlz6vv2gs,tiktok_20251108_18.csv,2025-11-09T18:13:00+00:00
tt_adv_20,tt_camp_146,tt_group_346,tt_ad_1615,,2026-01-08 17:00:00,+0000,UNKNOWN,IN_FEED,VIDEO_AD,,85.0,115.0,87.0,95.0,30.0,7.0,,323,10,0.136763,PHP,PAUSE,QUAR,MISSING_VIDEO_DURATION,row_jpl2m71dxgtc,hash_n4f1yjxgvdzsje,tiktok_20260108_17.csv,2026-01-08T23:36:00+00:00
tt_adv_11,tt_camp_74,tt_group_301,tt_ad_1967,tt_vid_2693,2026-01-04 11:00:00,+0100,PHONE,TOPVIEW,IMAGE,,,,,,,,,146,0,0.028149,PHP,ENABLE,PUB,,row_89yvgqhvg9ps,hash_sdu32nf7fobf3v,tiktok_20260104_11.csv,2026-01-05T11:48:00+00:00
tt_adv_14,tt_camp_71,tt_group_48,tt_ad_241,tt_vid_1677,2025-11-18 12:00:00,+0100,PHONE,SPARK,VIDEO_AD,12.0,9.0,2.0,4.0,3.0,5.0,3.0,6.23,92,1,0.139504,USD,ENABLE,VALID,,row_xqyo3bkbgzui,hash_lcixk6a7l4ybvd,tiktok_20251118_12.csv,2025-11-18T12:54:00+00:00
tt_adv_11,tt_camp_88,tt_group_450,tt_ad_512,tt_vid_1453,2026-01-07 04:00:00,+0100,ph0ne,SPARK,IMAGE,,,,,,,,,69,2,0.021553,USD,ENABLE,ENR,,row_9gqmqtr99mo1,hash_pozpgqjdeg46of,tiktok_20260107_04.csv,2026-01-09T04:10:00+00:00
tt_adv_4,tt_camp_110,tt_group_376,tt_ad_3,tt_vid_1952,2025-10-10 11:00:00,,PHONE,SPARK,SPARK_AD,60.0,18.0,11.0,10.0,10.0,12.0,2.0,26.41,240,11,0.149925,PHP,ENABLE,VALID,,row_6adehbda0y8v,hash_bnmpnaxhmz09ya,tiktok_20251010_11.csv,2025-10-10T11:28:00+00:00
tt_adv_16,tt_camp_150,tt_group_27,tt_ad_830,tt_vid_1198,2025-12-15 12:00:00,+0800,TABLET,IN_FEED,VIDEO_AD,45.0,12.0,17.0,14.0,15.0,11.0,2.0,21.58,238,7,0.298666,SGD,ENABLE,RECV,,row_a6k0x7l5104y,hash_ytyucwky4uia3x,tiktok_20251215_12.csv,2025-12-16T00:58:00+00:00
tt_adv_2,tt_camp_150,tt_group_188,tt_ad_1687,tt_vid_2742,2025-10-22 15:00:00,,PHONE,TOPVIEW,VIDEO,20.0,26.0,26.0,24.0,5.0,38.0,3.0,7.81,259,8,0.054923,USD,ENABLE,VALID,,row_3ouowsjhvpya,hash_m9cfkdh8vz9w9i,tiktok_20251022_15.csv,2025-10-22T15:45:00+00:00
tt_adv_8,tt_camp_143,tt_group_322,tt_ad_517,tt_vid_2126,2025-09-27 07:00:00,+8,DESKTOP,SPARK,IMAGE,,,,,,,,,35,1,0.020747,USD,ENABLE,PUB,,row_ugdl3d4xuqd2,hash_ravhm03huesegj,tiktok_20250927_07.csv,2025-09-27T07:42:00+00:00
tt_adv_16,tt_camp_61,tt_group_38,tt_ad_1591,tt_vid_2112,2025-12-02 10:00:00,+8,ph0ne,TOPVIEW,IMAGE,15.0,,,,,,,,163,9,0.320712,AUD,PAUSE,VALID,,row_u59g5rq0b9y0,hash_hjrqsbb4yg3to7,tiktok_20251202_10.csv,2025-12-02T22:49:00+00:00
tt_adv_5,tt_camp_123,tt_group_207,tt_ad_191,tt_vid_2976,2025-09-29 08:00:00,+0000,UNKNOWN,IN_FEED,VIDEO_AD,10.0,6.0,2.0,1.0,2.0,4.0,3.0,3.89,43,1,0.022892,PHP,ENABLE,PUB,,row_0zduf5gcc6wy,hash_8izu2gd1o8idju,tiktok_20250929_08.csv,2025-09-29T08:01:00+00:00
tt_adv_5,tt_camp_23,tt_group_60,tt_ad_1167,tt_vid_2194,2025-11-27 12:00:00,+0800,DESKTOP,IN_FEED,VIDEO_AD,12.0,34.0,33.0,24.0,18.0,8.0,,6.09,276,2,0.190642,PHP,LIMITED,RECV,,row_sb1xupnhrkn8,hash_h1crclziem7pyp,tiktok_20251127_12.csv,2025-11-27T12:50:00+00:00
tt_adv_19,tt_camp_64,tt_group_110,tt_ad_745,tt_vid_1789,2025-12-26 22:00:00,,ph0ne,SEARCH,SPARK_AD,90.0,16.0,16.0,12.0,18.0,12.0,11.0,28.17,442,4,0.403309,PHP,ENABLE,VALID,,row_j47phj935qgj,hash_r16hvyabbbutkb,tiktok_20251226_22.csv,2025-12-28T22:23:00+00:00
tt_adv_19,tt_camp_11,tt_group_464,tt_ad_1921,tt_vid_1001,2025-10-02 16:00:00,,UNKNOWN,SPARK,VIDEO,,33.0,45.0,10.0,24.0,5.0,6.0,,294,8,0.147946,PHP,ENABLE,QUAR,MISSING_VIDEO_DURATION,row_btasv5zn0nyi,hash_8d1ffz4yl49js4,tiktok_20251002_16.csv,2025-10-02T16:24:00+00:00
tt_adv_1,tt_camp_92,tt_group_482,tt_ad_1223,,2025-11-27 20:00:00,+8,DESKTOP,SPARK,SPARK_AD,,3.0,4.0,4.0,2.0,2.0,0.0,,111,6,0.021855,php,REJECT,QUAR,MISSING_VIDEO_DURATION,row_xx8cee7tdmxn,hash_dhnmil327gyw59,tiktok_20251127_20.csv,2025-11-27T22:10:00+00:00
tt_adv_11,tt_camp_117,tt_group_205,tt_ad_243,tt_vid_2784,2026-01-05 23:00:00,+8,DESKTOP,SEARCH,VIDEO,10.0,11.0,5.0,6.0,1.0,7.0,3.0,5.76,51,0,0.108878,SGD,ENABLE,RECV,,row_xqdf3o0fnizi,hash_0vmmvajyh7ya3o,tiktok_20260105_23.csv,2026-01-05T23:33:00+00:00
tt_adv_20,tt_camp_132,tt_group_262,tt_ad_1162,tt_vid_1846,2025-09-27 10:00:00,,UNKNOWN,SEARCH,VIDEO,30.0,6.0,8.0,3.0,2.0,2.0,0.0,6.77,634,13,0.428227,USD,ENABLE,ENR,,row_6u281ugzf9lj,hash_xkzxdb0f7te5ww,tiktok_20250927_10.csv,2025-09-27T22:47:00+00:00
tt_adv_10,tt_camp_81,tt_group_136,tt_ad_1716,tt_vid_2749,2025-10-04 23:00:00,+0100,TABLET,TOPVIEW,SPARK_AD,20.0,17.0,15.0,11.0,18.0,0.0,5.0,6.46,95,3,0.058432,PHP,ENABLE,ENR,,row_1q5bq54xfhbw,hash_wa9t1q9x9udnj1,tiktok_20251004_23.csv,2025-10-04T23:31:00+00:00
tt_adv_17,tt_camp_154,tt_group_491,tt_ad_1007,tt_vid_1208,2025-09-22 09:00:00,+0000,ph0ne,SEARCH,SPARK_AD,,20.0,17.0,25.0,33.0,21.0,19.0,0.87,141,13,0.116806,USD,ENABLE,QUAR,MISSING_VIDEO_DURATION,row_dlir77phixpf,hash_jmlizjj3hudm2v,tiktok_20250922_09.csv,2025-09-22T21:25:00+00:00
tt_adv_10,tt_camp_112,tt_group_41,tt_ad_1310,tt_vid_2064,2025-10-19 20:00:00,+8,TABLET,SEARCH,VIDEO_AD,60.0,12.0,17.0,14.0,13.0,7.0,3.0,13.27,614,22,0.970223,SGD,ENABLE,RECV,,row_stie69btcx88,hash_1olyd5tlyy9fmx,tiktok_20251019_20.csv,2025-10-19T21:37:00+00:00
tt_adv_3,tt_camp_26,tt_group_103,tt_ad_1948,tt_vid_2844,2025-10-05 00:00:00,+0000,PHONE,TOPVIEW,IMAGE,,,,,,,,,83,2,0.102533,USD,ENABLE,VALID,,row_wjuh9i7ofeo3,hash_xj5ccbakk9px2r,tiktok_20251005_00.csv,2025-10-05T01:47:00+00:00
tt_adv_19,tt_camp_156,tt_group_374,tt_ad_890,,2025-11-22 15:00:00,+0000,UNKNOWN,TOPVIEW,VIDEO_AD,8.0,10.0,6.0,5.0,6.0,6.0,2.0,2.24,127,0,0.113471,USD,ENABLE,RECV,,row_txh1sjivlqye,hash_q8kzf3fw1wpyi4,tiktok_20251122_15.csv,2025-11-23T15:08:00+00:00
tt_adv_4,tt_camp_75,tt_group_52,tt_ad_1547,tt_vid_662,2025-10-28 07:00:00,+8,DESKTOP,SEARCH,VIDEO,60.0,28.0,6.0,23.0,4.0,12.0,16.0,21.27,162,4,0.058219,PHP,PAUSE,ENR,,row_rs4ss6j1eamu,hash_ba3z0my0csdxrj,tiktok_20251028_07.csv,2025-10-29T07:22:00+00:00
tt_adv_13,tt_camp_136,tt_group_485,tt_ad_598,tt_vid_1430,2025-11-04 18:00:00,+0000,PHONE,IN_FEED,IMAGE,,,,,,,,,305,19,0.405305,PHP,ENABLE,ENR,,row_x2rqkl1hlsoh,hash_k8ws4g70fmkeqi,tiktok_20251104_18.csv,2025-11-05T06:15:00+00:00
tt_adv_11,tt_camp_35,tt_group_295,tt_ad_903,tt_vid_1148,2025-12-20 15:00:00,+0000,TABLET,TOPVIEW,SPARK_AD,12.0,38.0,46.0,31.0,44.0,4.0,7.0,8.27,230,2,0.09646,USD,LIMITED,PUB,,row_3896lep0t4m1,hash_u90py9zbcpbnc7,tiktok_20251220_15.csv,2025-12-20T15:35:00+00:00
tt_adv_6,tt_camp_128,tt_group_230,tt_ad_451,tt_vid_483,2025-12-19 16:00:00,+0800,DESKTOP,SEARCH,VIDEO,90.0,19.0,24.0,16.0,2.0,8.0,14.0,60.82,438,10,0.135251,USD,ENABLE,VALID,,row_prcuj8siv8dl,hash_re8oyqwspegrzq,tiktok_20251219_16.csv,2025-12-19T16:50:00+00:00
tt_adv_6,tt_camp_117,tt_group_93,tt_ad_1799,tt_vid_2416,2025-10-12 09:00:00,+0800,DESKTOP,IN_FEED,IMAGE,,,,,,,,,227,25,0.053642,PHP,ENABLE,PUB,,row_z75dyk1nu7gb,hash_8bhj6yn5ugh3rs,tiktok_20251012_09.csv,2025-10-14T09:25:00+00:00
tt_adv_20,tt_camp_1,tt_group_161,tt_ad_724,tt_vid_1580,2025-12-28 02:00:00,+8,ph0ne,SEARCH,IMAGE,,,,,,,,,247,4,-0.11561,PHP,ENABLE,ENR,,row_k7t71mm50hhf,hash_86w9iylu10vss2,tiktok_20251228_02.csv,2025-12-28T08:33:00+00:00
tt_adv_11,tt_camp_10,tt_group_13,tt_ad_1333,tt_vid_294,2025-09-21 10:00:00,+0000,DESKTOP,IN_FEED,VIDEO_AD,6.0,33.0,24.0,18.0,17.0,5.0,12.0,0.56,260,2,0.141111,USD,ENABLE,PUB,,row_ps6p526wzzfr,hash_okwcuttzhsnd3r,tiktok_20250921_10.csv,2025-09-21T22:46:00+00:00
tt_adv_14,tt_camp_75,tt_group_338,tt_ad_1506,,2026-01-14 18:00:00,,DESKTOP,SPARK,VIDEO_AD,90.0,30.0,30.0,21.0,7.0,27.0,9.0,62.54,167,0,0.067489,USD,ENABLE,PUB,,row_7wi0s7tgtny3,hash_sp9z5gcf6aas8a,tiktok_20260114_18.csv,2026-01-16T18:07:00+00:00
tt_adv_17,tt_camp_132,tt_group_64,tt_ad_340,tt_vid_1923,2025-11-04 16:00:00,+8,UNKNOWN,SPARK,IMAGE,,,,,,,,,61,1,0.017425,PHP,ENABLE,PUB,,row_2t6vdxibfpby,hash_xkqptezo4pdv0u,tiktok_20251104_16.csv,2025-11-04T16:34:00+00:00
tt_adv_19,tt_camp_135,tt_group_158,tt_ad_1930,tt_vid_1297,2026-01-04 05:00:00,+0800,DESKTOP,IN_FEED,IMAGE,,,,,,,,,410,4,0.181094,PHP,ENABLE,PUB,,row_ek0gl418bghq,hash_hubmxc7bvhtd5z,tiktok_20260104_05.csv,2026-01-04T05:12:00+00:00
tt_adv_17,tt_camp_4,tt_group_394,tt_ad_178,tt_vid_239,2025-09-26 23:00:00,+8,DESKTOP,TOPVIEW,SPARK_AD,15.0,20.0,22.0,17.0,15.0,13.0,1.0,2.87,114,2,0.135848,SGD,ENABLE,VALID,,row_e7mhpp7b8rup,hash_yd0ou06b3msuv8,tiktok_20250926_23.csv,2025-09-27T23:03:00+00:00
tt_adv_14,tt_camp_47,tt_group_487,tt_ad_651,tt_vid_1619,2025-09-25 23:00:00,+0800,PHONE,SPARK,VIDEO,30.0,6.0,3.0,5.0,1.0,1.0,1.0,13.88,82,4,0.044229,AUD,ENABLE,PUB,,row_ff54m40j12er,hash_b64m7fk5urbvvb,tiktok_20250925_23.csv,2025-09-26T23:20:00+00:00
tt_adv_9,tt_camp_60,tt_group_383,tt_ad_207,tt_vid_26,2025-11-17 12:00:00,+0100,UNKNOWN,SEARCH,VIDEO,20.0,8.0,11.0,8.0,4.0,14.0,5.0,18.42,73,4,0.095878,PHP,ENABLE,VALID,,row_e88qrnti6zaw,hash_6i5xfjavismuk3,tiktok_20251117_12.csv,2025-11-17T12:39:00+00:00
tt_adv_1,tt_camp_93,tt_group_275,tt_ad_375,tt_vid_544,2025-11-21 18:00:00,+0100,UNKNOWN,IN_FEED,IMAGE,,,,,,,,,101,4,0.062564,PHP,LIMITED,VALID,,row_hkncq16hwm3b,hash_92m7k6q4hvzgr9,tiktok_20251121_18.csv,2025-11-22T00:59:00+00:00
tt_adv_4,tt_camp_91,tt_group_247,tt_ad_1427,tt_vid_1051,2025-12-01 12:00:00,+0000,ph0ne,SEARCH,SPARK_AD,12.0,3.0,5.0,4.0,1.0,3.0,0.0,6.33,20,0,0.020113,SGD,ENABLE,PUB,,row_wn6ztfrhakjw,hash_n8ni5gmhjfg0av,tiktok_20251201_12.csv,2025-12-01T12:55:00+00:00
tt_adv_6,tt_camp_44,tt_group_176,tt_ad_1258,tt_vid_570,2025-11-25 14:00:00,+8,DESKTOP,SPARK,SPARK_AD,15.0,34.0,39.0,37.0,29.0,24.0,12.0,4.55,234,14,0.164065,PHP,DRAFT,ENR,,row_ee86yakaill0,hash_r8435c8bbnxw6x,tiktok_20251125_14.csv,2025-11-26T14:01:00+00:00
tt_adv_12,tt_camp_155,tt_group_406,tt_ad_946,tt_vid_1195,2025-12-26 02:00:00,+8,TABLET,SPARK,VIDEO,15.0,145.0,59.0,108.0,155.0,56.0,5.0,3.34,443,15,0.174313,USD,ENABLE,ENR,,row_u0vrfe797no5,hash_90spw2zj4ugygp,tiktok_20251226_02.csv,2025-12-28T02:46:00+00:00
tt_adv_7,tt_camp_70,tt_group_294,tt_ad_603,tt_vid_487,2025-12-02 09:00:00,+0000,UNKNOWN,IN_FEED,IMAGE,,,,,,,,,109,2,0.21779,SGD,PAUSE,RECV,,row_lkcnugzutsjf,hash_dwbz0hk3eeutdh,tiktok_20251202_09.csv,2025-12-02T10:56:00+00:00
tt_adv_11,tt_camp_11,tt_group_263,tt_ad_1635,tt_vid_2452,2026-01-01 05:00:00,+8,TABLET,IN_FEED,IMAGE,,,,,,,,,67,1,0.019194,PHP,ENABLE,VALID,,row_bw6lohtugyf9,hash_y20rzbzzuo126g,tiktok_20260101_05.csv,2026-01-01T07:00:00+00:00
tt_adv_12,tt_camp_159,tt_group_413,tt_ad_594,tt_vid_623,2025-11-29 05:00:00,+0800,UNKNOWN,TOPVIEW,VIDEO,15.0,39.0,62.0,70.0,11.0,24.0,27.0,10.44,205,1,0.342241,PHP,PAUSE,VALID,,row_n6rmso3f9q42,hash_ecrm0iokfpm4sw,tiktok_20251129_05.csv,2025-11-29T05:05:00+00:00
tt_adv_17,tt_camp_42,tt_group_207,tt_ad_1519,tt_vid_642,2026-01-13 02:00:00,+0800,UNKNOWN,SEARCH,VIDEO_AD,15.0,195.0,88.0,159.0,62.0,84.0,39.0,5.14,631,24,0.194544,SGD,ENABLE,RECV,,row_o1yrjd7a98vs,hash_yda4p4mb8lg88m,tiktok_20260113_02.csv,2026-01-13T04:12:00+00:00
