account,campaign_group,campaign,creative,share_id,timeRange_start_utc,timeRange_end_utc,member_device,placement_name,creative_format,video_duration_sec,video_views,v25,v50,v75,v100,avg_watch_time_sec,impressions,clicks,spend_local,currency_code,pipeline_status,lifecycle_status,quarantine_reason,ingestion_time,row_id,row_hash,source_file,ingested_at_utc
li_acct_17,,li_camp_176,li_cre_989,,2025-12-21T22:00:00+00:00,2025-12-21T23:00:00+00:00,Desktop,Feed,MESSAGE_AD,,,,,,,,469,11,0.196765,PHP,ENRICHED,LIMITED,,2025-12-22T22:00:00+00:00,row_nvwl5vu72f9r,hash_ffublnxrum6al0,linkedin_20251221_22.csv,2025-12-22T00:14:00+00:00
li_acct_8,li_cg_73,li_camp_16,li_cre_1759,,2025-12-20T02:00:00+00:00,2025-12-20T03:00:00+00:00,Desktop,Feed,MESSAGE_AD,,,,,,,,31,1,0.012928,USD,VALIDATED,ACTIVE,,2025-12-20T04:00:00+00:00,row_351r7gt9qjoi,hash_rwcumfd8lm1t1a,linkedin_20251220_02.csv,2025-12-21T02:33:00+00:00
li_acct_17,li_cg_46,li_camp_108,li_cre_2666,,2025-09-24T04:00:00+00:00,2025-09-24T05:00:00+00:00,Desktop,Audience Network,VIDEO,45.0,112.0,31.0,37.0,69.0,28.0,19.97,220,14,0.194109,PHP,RECEIVED,PAUSED,,2025-09-24T16:00:00+00:00,row_br67ydunq579,hash_ps9c8z05t5c8yg,linkedin_20250924_04.csv,2025-09-24T10:25:00+00:00
li_acct_8,,li_camp_129,li_cre_1780,li_sh_793,2025-10-08T23:00:00+00:00,2025-10-09T00:00:00+00:00,Mobile,Audience Network,MESSAGE_AD,,,,,,,,69,0,0.0442,PHP,RECEIVED,ACTIVE,,2025-10-08T23:00:00+00:00,row_18r8pfp1r8dv,hash_nv9glf2tieqseb,linkedin_20251008_23.csv,2025-10-09T23:22:00+00:00
li_acct_8,li_cg_30,li_camp_92,li_cre_1678,,2025-10-03T14:00:00+00:00,2025-10-03T15:00:00+00:00,Mobile,Feed,SINGLE_IMAGE,,,,,,,,726,33,0.295714,USD,PUBLISHED,DRAFT,,2025-10-03T14:00:00+00:00,row_ern6ux121r5n,hash_6xdx8u3hn2dlmb,linkedin_20251003_14.csv,2025-10-03T16:37:00+00:00
li_acct_7,li_cg_73,li_camp_150,li_cre_2702,,2025-11-06T03:00:00+00:00,2025-11-06T04:00:00+00:00,Other,Right Rail,VIDEO,90.0,0.0,0.0,0.0,0.0,0.0,52.05,53,0,0.026965,PHP,VALIDATED,ACTIVE,,2025-11-06T15:00:00+00:00,row_ztgq7673odui,hash_uh83ch8k1e540t,linkedin_20251106_03.csv,2025-11-06T04:12:00+00:00
li_acct_8,li_cg_53,li_camp_116,li_cre_816,,2025-09-28T04:00:00+00:00,2025-09-28T05:00:00+00:00,Desktop,Right Rail,CAROUSEL,,,,,,,,98,5,0.043142,USD,PUBLISHED,DRAFT,,2025-09-29T04:00:00+00:00,row_c962ch2os9wn,hash_8i6zcxndxy2uo1,linkedin_20250928_04.csv,2025-09-29T04:32:00+00:00
li_acct_17,li_cg_12,li_camp_148,li_cre_781,li_sh_196,2026-01-14T20:00:00+00:00,2026-01-14T21:00:00+00:00,Moble,Feed,VIDEO,20.0,19.0,8.0,12.0,8.0,4.0,9.04,138,5,0.062753,USD,ENRICHED,ACTIVE,,2026-01-15T20:00:00+00:00,row_vuqp10n3fkq5,hash_i7e9pw1boljw5o,linkedin_20260114_20.csv,2026-01-15T08:30:00+00:00
li_acct_18,li_cg_69,li_camp_9,li_cre_2644,,2025-11-03T05:00:00+00:00,2025-11-03T06:00:00+00:00,Moble,Feed,SINGLE_IMAGE,,,,,,,,231,5,0.161171,AUD,ENRICHED,ACTIVE,,2025-11-03T05:00:00+00:00,row_17y0gitpjb1r,hash_qstszk81sdnnzk,linkedin_20251103_05.csv,2025-11-04T05:43:00+00:00
li_acct_18,li_cg_61,li_camp_88,li_cre_1603,,2026-01-09T07:00:00+00:00,2026-01-09T08:00:00+00:00,Moble,Feed,MESSAGE_AD,,,,,,,,122,2,0.102627,PHP,QUARANTINED,ACTIVE,,2026-01-09T09:00:00+00:00,row_0o6hmk0g9rg5,hash_3sosooat5tmyvn,linkedin_20260109_07.csv,2026-01-09T07:44:00+00:00
li_acct_1,li_cg_37,li_camp_117,li_cre_2352,li_sh_103,2025-12-21T17:00:00+00:00,2025-12-21T18:00:00+00:00,Other,Feed,VIDEO,15.0,43.0,34.0,12.0,10.0,15.0,2.78,114,1,0.159669,SGD,VALIDATED,ACTIVE,,2025-12-21T19:00:00+00:00,row_jaqcs9iomc1d,hash_40cu1879kovtiv,linkedin_20251221_17.csv,2025-12-23T17:19:00+00:00
li_acct_6,li_cg_15,li_camp_116,li_cre_1428,,2025-09-25T17:00:00+00:00,2025-09-25T18:00:00+00:00,Moble,Feed,MESSAGE_AD,,,,,,,,294,5,0.132375,EUR,QUARANTINED,PAUSED,,2025-09-25T19:00:00+00:00,row_rjwacmgoay8u,hash_cpz6nhrb3z3185,linkedin_20250925_17.csv,2025-09-25T19:28:00+00:00
li_acct_4,,li_camp_143,li_cre_2430,,2025-11-06T00:00:00+00:00,2025-11-06T01:00:00+00:00,Desktop,Right Rail,CAROUSEL,,,,,,,,67,5,0.046934,AUD,ENRICHED,ACTIVE,,2025-11-06T00:00:00+00:00,row_v5niyc8wlq7w,hash_a1n4h5xxnh3cj8,linkedin_20251106_00.csv,2025-11-06T06:02:00+00:00
li_acct_6,li_cg_23,li_camp_79,li_cre_2304,li_sh_318,2025-12-21T18:00:00+00:00,2025-12-21T19:00:00+00:00,Desktop,Audience Network,VIDEO,12.0,18.0,15.0,3.0,12.0,0.0,5.19,106,1,0.051757,EUR,PUBLISHED,ACTIVE,,2025-12-22T18:00:00+00:00,row_8xu3ql38r7b9,hash_4ledwitczh13i8,linkedin_20251221_18.csv,2025-12-21T18:07:00+00:00
li_acct_1,li_cg_37,li_camp_10,li_cre_2469,li_sh_479,2025-10-19T17:00:00+00:00,2025-10-19T18:00:00+00:00,Mobile,Right Rail,SINGLE_IMAGE,,,,,,,,184,2,0.072102,SGD,ENRICHED,ACTIVE,,2025-10-20T05:00:00+00:00,row_dgck0b5ppz57,hash_krsu1iy3u3w62l,linkedin_20251019_17.csv,2025-10-21T17:20:00+00:00
li_acct_10,,li_camp_142,li_cre_97,li_sh_441,2025-09-30T23:00:00+00:00,2025-10-01T00:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,272,12,0.326449,PHP,ENRICHED,ARCHIVED,,2025-10-01T23:00:00+00:00,row_cgf9anaazfcg,hash_dytwvfarp3slu6,linkedin_20250930_23.csv,2025-09-30T23:51:00+00:00
li_acct_12,li_cg_39,li_camp_167,li_cre_1367,,2026-01-07T15:00:00+00:00,2026-01-07T16:00:00+00:00,Other,Right Rail,CAROUSEL,,,,,,,,22,0,0.033497,USD,VALIDATED,PAUSED,,2026-01-07T17:00:00+00:00,row_c6g5t3tqk6r4,hash_cla6a9r8lfmaom,linkedin_20260107_15.csv,2026-01-07T15:47:00+00:00
li_acct_11,li_cg_34,li_camp_167,li_cre_2338,,2025-11-28T13:00:00+00:00,2025-11-28T14:00:00+00:00,Desktop,Right Rail,CAROUSEL,,,,,,,,76,4,0.001884,PHP,RECEIVED,ACTIVE,,2025-11-29T13:00:00+00:00,row_997jw7174eun,hash_kcv8pmhib6bayf,linkedin_20251128_13.csv,2025-11-28T13:30:00+00:00
li_acct_4,,li_camp_29,li_cre_1034,,2025-09-26T02:00:00+00:00,2025-09-26T03:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,111,5,0.059417,USD,VALIDATED,ACTIVE,,2025-09-26T04:00:00+00:00,row_tr98z9qxp4n6,hash_f2a1kyo9l2yp9n,linkedin_20250926_02.csv,2025-09-27T02:52:00+00:00
li_acct_5,li_cg_53,li_camp_130,li_cre_1655,li_sh_272,2025-12-29T10:00:00+00:00,2025-12-29T11:00:00+00:00,Desktop,Feed,VIDEO,8.0,12.0,9.0,2.0,3.0,0.0,0.25,111,6,0.100027,USD,VALIDATED,ACTIVE,,2025-12-30T10:00:00+00:00,row_sns4uof71c2q,hash_3zoy3lfwso7yqe,linkedin_20251229_10.csv,2025-12-30T10:06:00+00:00
li_acct_17,li_cg_18,li_camp_66,li_cre_1007,,2025-11-01T17:00:00+00:00,2025-11-01T18:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,176,0,0.022502,SGD,VALIDATED,ACTIVE,,2025-11-01T19:00:00+00:00,row_hi5hirvrmmeb,hash_9kistw9xv6ttpn,linkedin_20251101_17.csv,2025-11-01T17:40:00+00:00
li_acct_6,li_cg_10,li_camp_122,li_cre_2068,,2025-10-04T01:00:00+00:00,2025-10-04T02:00:00+00:00,Moble,Feed,MESSAGE_AD,,,,,,,,111,3,0.077299,php,PUBLISHED,ACTIVE,,2025-10-04T01:00:00+00:00,row_o0qlg8s8kmh1,hash_h4if3u9u3zendy,linkedin_20251004_01.csv,2025-10-04T03:44:00+00:00
li_acct_8,li_cg_25,li_camp_18,li_cre_775,,2025-11-04T04:00:00+00:00,2025-11-04T05:00:00+00:00,Moble,Right Rail,CAROUSEL,,,,,,,,82,2,0.062684,AUD,ENRICHED,ACTIVE,,2025-11-05T04:00:00+00:00,row_zzgoz9bxsj0t,hash_5p5nfy2n8pnqfh,linkedin_20251104_04.csv,2025-11-04T04:37:00+00:00
li_acct_6,,li_camp_169,li_cre_2320,,2026-01-14T13:00:00+00:00,2026-01-14T14:00:00+00:00,Desktop,Feed,SINGLE_IMAGE,,,,,,,,67,0,0.045888,EUR,RECEIVED,ACTIVE,,2026-01-15T01:00:00+00:00,row_wa4t846wbgla,hash_fw5rnllkn8znxm,linkedin_20260114_13.csv,2026-01-15T01:12:00+00:00
li_acct_6,,li_camp_156,li_cre_1067,,2025-09-20T07:00:00+00:00,2025-09-20T08:00:00+00:00,Moble,Right Rail,SINGLE_IMAGE,,,,,,,,251,26,0.085525,PHP,VALIDATED,DRAFT,,2025-09-20T07:00:00+00:00,row_sqnejrwum05t,hash_me12c3ijv26pgk,linkedin_20250920_07.csv,2025-09-22T07:56:00+00:00
li_acct_16,li_cg_28,li_camp_82,li_cre_2769,li_sh_105,2025-10-17T11:00:00+00:00,2025-10-17T12:00:00+00:00,Other,Audience Network,SINGLE_IMAGE,,,,,,,,792,949,0.363989,SGD,VALIDATED,LIMITED,,2025-10-17T13:00:00+00:00,row_nppmi7wo0eum,hash_qmpyhxoskq3pfn,linkedin_20251017_11.csv,2025-10-17T17:36:00+00:00
li_acct_1,,li_camp_180,li_cre_927,li_sh_584,2025-11-17T18:00:00+00:00,2025-11-17T19:00:00+00:00,Other,Right Rail,VIDEO,45.0,9.0,3.0,4.0,3.0,1.0,27.15,176,17,0.247338,PHP,ENRICHED,ACTIVE,,2025-11-17T20:00:00+00:00,row_q76j6h03vfjj,hash_s61b7jppm9wkfb,linkedin_20251117_18.csv,2025-11-17T18:49:00+00:00
li_acct_15,li_cg_24,li_camp_77,li_cre_868,,2025-10-30T03:00:00+00:00,2025-10-30T04:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,82,5,0.039745,EUR,ENRICHED,ACTIVE,,2025-10-30T03:00:00+00:00,row_76004aahxma6,hash_oagugpwu2jln8x,linkedin_20251030_03.csv,2025-10-31T03:12:00+00:00
li_acct_10,li_cg_4,li_camp_3,li_cre_380,,2025-12-03T20:00:00+00:00,2025-12-03T21:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,68,0,0.042355,EUR,PUBLISHED,ARCHIVED,,2025-12-03T20:00:00+00:00,row_z1m60jk4gtln,hash_t6kmhlsadn45qg,linkedin_20251203_20.csv,2025-12-04T02:24:00+00:00
li_acct_14,li_cg_80,li_camp_161,li_cre_1173,,2025-09-19T07:00:00+00:00,2025-09-19T08:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,40,0,0.007467,SGD,QUARANTINED,ARCHIVED,,2025-09-20T07:00:00+00:00,row_yk9wd50ih8b4,hash_6ktqfgtttlkdct,linkedin_20250919_07.csv,2025-09-21T07:01:00+00:00
li_acct_14,li_cg_53,li_camp_13,li_cre_2643,li_sh_743,2025-11-15T17:00:00+00:00,2025-11-15T18:00:00+00:00,Moble,Feed,SINGLE_IMAGE,,,,,,,,537,19,0.167271,PHP,QUARANTINED,ACTIVE,,2025-11-16T17:00:00+00:00,row_6q6p96ckgked,hash_cfa8pr49gqqixc,linkedin_20251115_17.csv,2025-11-16T05:57:00+00:00
li_acct_13,,li_camp_106,li_cre_1319,,2025-11-25T06:00:00+00:00,2025-11-25T07:00:00+00:00,Mobile,Feed,VIDEO,12.0,133.0,29.0,85.0,110.0,41.0,3.89,212,3,0.074972,PHP,PUBLISHED,DISAPPROVED,,2025-11-26T06:00:00+00:00,row_3qnb001952qr,hash_ml18xqosp3p8mg,linkedin_20251125_06.csv,2025-11-25T18:18:00+00:00
li_acct_20,li_cg_37,li_camp_125,li_cre_363,li_sh_82,2026-01-05T16:00:00+00:00,2026-01-05T17:00:00+00:00,Mobile,Feed,EVENT_AD,,,,,,,,44,0,0.030987,PHP,QUARANTINED,ACTIVE,,2026-01-06T16:00:00+00:00,row_9fel02kns9gp,hash_0swqv3rvrazany,linkedin_20260105_16.csv,2026-01-05T16:08:00+00:00
li_acct_4,li_cg_9,li_camp_30,li_cre_20,,2025-10-04T21:00:00+00:00,2025-10-04T22:00:00+00:00,Other,Audience Network,MESSAGE_AD,,,,,,,,167,10,0.077175,PHP,VALIDATED,DRAFT,,2025-10-05T21:00:00+00:00,row_4xwwrmdkf5dv,hash_v29a6gxcw2fxp6,linkedin_20251004_21.csv,2025-10-05T21:50:00+00:00
li_acct_16,li_cg_71,li_camp_153,li_cre_1102,li_sh_379,2026-01-05T02:00:00+00:00,2026-01-05T03:00:00+00:00,Desktop,Audience Network,VIDEO,15.0,26.0,18.0,5.0,12.0,1.0,3.65,363,9,0.263168,USD,RECEIVED,PAUSED,,2026-01-05T04:00:00+00:00,row_j36f1mimvziw,hash_5g1s8dfynlcfee,linkedin_20260105_02.csv,2026-01-06T02:57:00+00:00
li_acct_19,,li_camp_11,li_cre_2474,,2026-01-05T10:00:00+00:00,2026-01-05T11:00:00+00:00,Mobile,Audience Network,CAROUSEL,,,,,,,,297,0,0.360323,PHP,VALIDATED,ACTIVE,,2026-01-05T22:00:00+00:00,row_wc1b41njmk4j,hash_mv7lyqvjnn77v2,linkedin_20260105_10.csv,2026-01-06T10:56:00+00:00
li_acct_9,li_cg_7,li_camp_58,li_cre_1266,li_sh_564,2025-12-05T11:00:00+00:00,2025-12-05T12:00:00+00:00,Other,Feed,SINGLE_IMAGE,,,,,,,,144,4,0.072285,USD,PUBLISHED,ACTIVE,,2025-12-06T11:00:00+00:00,row_h50skdzzt8n1,hash_7i4os6pafi2qr5,linkedin_20251205_11.csv,2025-12-05T11:46:00+00:00
li_acct_7,li_cg_16,li_camp_30,li_cre_1699,,2025-09-23T03:00:00+00:00,2025-09-23T04:00:00+00:00,Desktop,Audience Network,SINGLE_IMAGE,,,,,,,,363,17,0.194853,PHP,PUBLISHED,ACTIVE,,2025-09-23T05:00:00+00:00,row_5t46ja3yjbvp,hash_6oa12mu07dagv2,linkedin_20250923_03.csv,2025-09-23T03:47:00+00:00
li_acct_18,li_cg_61,li_camp_63,li_cre_2705,,2025-12-04T00:00:00+00:00,2025-12-04T01:00:00+00:00,Desktop,Feed,EVENT_AD,,,,,,,,45,0,0.023579,PHP,VALIDATED,LIMITED,,2025-12-04T12:00:00+00:00,row_j30pwhzd0lom,hash_6fz49szbtvthco,linkedin_20251204_00.csv,2025-12-06T00:18:00+00:00
li_acct_9,li_cg_79,li_camp_101,li_cre_918,,2025-10-25T06:00:00+00:00,2025-10-25T07:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,123,3,0.13192,PHP,ENRICHED,LIMITED,,2025-10-25T06:00:00+00:00,row_0t4g1e8aktwp,hash_fom55mstbbky1u,linkedin_20251025_06.csv,2025-10-25T06:52:00+00:00
li_acct_8,,li_camp_31,li_cre_286,li_sh_272,2025-10-03T01:00:00+00:00,2025-10-03T02:00:00+00:00,Moble,Audience Network,MESSAGE_AD,,,,,,,,213,17,0.128626,PHP,RECEIVED,ACTIVE,,2025-10-03T13:00:00+00:00,row_ju8g8l58cl1s,hash_1ztxtiu6um6hb7,linkedin_20251003_01.csv,2025-10-03T03:06:00+00:00
li_acct_11,li_cg_25,li_camp_132,li_cre_1943,li_sh_668,2025-11-19T23:00:00+00:00,2025-11-20T00:00:00+00:00,Other,Feed,VIDEO,,126.0,11.0,52.0,33.0,30.0,,170,4,0.064122,PHP,RECEIVED,ACTIVE,,2025-11-19T23:00:00+00:00,row_oxi7beffzodx,hash_x8h55k1gapo03f,linkedin_20251119_23.csv,2025-11-20T01:06:00+00:00
li_acct_7,li_cg_32,li_camp_52,li_cre_2783,li_sh_379,2025-10-30T23:00:00+00:00,2025-10-31T00:00:00+00:00,Mobile,Feed,MESSAGE_AD,,,,,,,,89,12,0.019712,USD,RECEIVED,ACTIVE,,2025-10-31T23:00:00+00:00,row_z9ho83sl5gwa,hash_elpgar2a22452c,linkedin_20251030_23.csv,2025-10-31T01:42:00+00:00
li_acct_8,,li_camp_132,li_cre_1969,,2025-11-23T12:00:00+00:00,2025-11-23T13:00:00+00:00,Moble,Feed,VIDEO,,88.0,75.0,15.0,9.0,10.0,32.17,237,4,0.099159,USD,PUBLISHED,ACTIVE,,2025-11-24T00:00:00+00:00,row_94ulbk0o92kd,hash_ba6mgkiofs1k9n,linkedin_20251123_12.csv,2025-11-23T14:11:00+00:00
li_acct_10,,li_camp_117,li_cre_2580,li_sh_762,2025-09-21T05:00:00+00:00,2025-09-21T06:00:00+00:00,Other,Feed,MESSAGE_AD,,,,,,,,205,13,0.035442,SGD,VALIDATED,ARCHIVED,,2025-09-21T05:00:00+00:00,row_7dfzyzet9kc1,hash_2lu34d6vnp1q0i,linkedin_20250921_05.csv,2025-09-21T07:48:00+00:00
li_acct_6,,li_camp_14,li_cre_1171,,2025-10-25T17:00:00+00:00,2025-10-25T18:00:00+00:00,Other,Right Rail,SINGLE_IMAGE,,,,,,,,189,0,0.192999,USD,PUBLISHED,ACTIVE,,2025-10-25T19:00:00+00:00,row_7o7cjb3jph2q,hash_f9f56wrwhdr9rz,linkedin_20251025_17.csv,2025-10-25T17:57:00+00:00
li_acct_11,,li_camp_28,li_cre_2128,,2026-01-08T00:00:00+00:00,2026-01-08T01:00:00+00:00,Moble,Audience Network,VIDEO,,2.0,1.0,0.0,1.0,0.0,,97,3,0.028896,USD,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2026-01-08T12:00:00+00:00,row_setqvprqaxtq,hash_jw326aiyq3d6ea,linkedin_20260108_00.csv,2026-01-08T02:44:00+00:00
li_acct_11,,li_camp_66,li_cre_2734,li_sh_579,2025-10-09T16:00:00+00:00,2025-10-09T17:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,502,16,0.237121,USD,PUBLISHED,ACTIVE,,2025-10-10T04:00:00+00:00,row_t7p6rw4dh7ao,hash_6tgh2icfzu7vjf,linkedin_20251009_16.csv,2025-10-10T16:37:00+00:00
li_acct_1,,li_camp_6,li_cre_1319,li_sh_256,2025-11-12T10:00:00+00:00,2025-11-12T11:00:00+00:00,Moble,Feed,SINGLE_IMAGE,15.0,,,,,,,33,0,0.042219,SGD,ENRICHED,ACTIVE,,2025-11-13T10:00:00+00:00,row_ghr79hoibhls,hash_i66zvl9qreqnvu,linkedin_20251112_10.csv,2025-11-12T10:16:00+00:00
li_acct_7,li_cg_20,li_camp_144,li_cre_513,,2025-09-23T21:00:00+00:00,2025-09-23T22:00:00+00:00,Moble,Right Rail,MESSAGE_AD,,,,,,,,36,2,0.048859,PHP,PUBLISHED,ACTIVE,,2025-09-24T09:00:00+00:00,row_ywmg3sghrar8,hash_an6xd9pjr2prrg,linkedin_20250923_21.csv,2025-09-23T23:17:00+00:00
li_acct_9,li_cg_27,li_camp_170,li_cre_596,,2026-01-09T15:00:00+00:00,2026-01-09T16:00:00+00:00,Mobile,Audience Network,EVENT_AD,,,,,,,,184,1,0.425351,PHP,VALIDATED,PAUSED,,2026-01-10T03:00:00+00:00,row_ecikd1c7mn74,hash_v9twwyr8h443om,linkedin_20260109_15.csv,2026-01-09T16:38:00+00:00
li_acct_13,,li_camp_177,li_cre_1811,li_sh_674,2025-09-30T02:00:00+00:00,2025-09-30T03:00:00+00:00,Moble,Audience Network,CAROUSEL,,,,,,,,458,6,0.319994,EUR,RECEIVED,ACTIVE,,2025-09-30T14:00:00+00:00,row_up9vda55c4in,hash_z4336ld0htq03u,linkedin_20250930_02.csv,2025-09-30T14:24:00+00:00
li_acct_10,,li_camp_30,li_cre_2529,,2025-10-11T01:00:00+00:00,2025-10-11T02:00:00+00:00,Moble,Feed,MESSAGE_AD,,,,,,,,78,0,0.032191,PHP,VALIDATED,ACTIVE,,2025-10-11T13:00:00+00:00,row_6ptwj3vqoyu5,hash_axasqod9wgx0yr,linkedin_20251011_01.csv,2025-10-11T01:44:00+00:00
li_acct_6,li_cg_14,li_camp_169,li_cre_2313,,2025-09-25T09:00:00+00:00,2025-09-25T10:00:00+00:00,Moble,Audience Network,EVENT_AD,,,,,,,,318,19,0.76983,PHP,VALIDATED,ACTIVE,,2025-09-25T09:00:00+00:00,row_w62td3zbgkuw,hash_2ri1e2ets3ocj1,linkedin_20250925_09.csv,2025-09-25T10:41:00+00:00
li_acct_6,,li_camp_116,li_cre_2526,,2025-10-08T18:00:00+00:00,2025-10-08T19:00:00+00:00,Mobile,Right Rail,SINGLE_IMAGE,,,,,,,,536,4,0.42436,PHP,RECEIVED,ACTIVE,,2025-10-08T20:00:00+00:00,row_1xfn0wibhlfn,hash_xua3jtij1fz7k6,linkedin_20251008_18.csv,2025-10-08T18:10:00+00:00
li_acct_17,,li_camp_118,li_cre_2079,li_sh_753,2025-12-14T07:00:00+00:00,2025-12-14T08:00:00+00:00,Moble,Right Rail,EVENT_AD,,,,,,,,62,4,0.005116,AUD,VALIDATED,ACTIVE,,2025-12-14T07:00:00+00:00,row_5xfdy3tosaha,hash_jww58mdak4xr6f,linkedin_20251214_07.csv,2025-12-14T08:45:00+00:00
li_acct_11,li_cg_7,li_camp_41,li_cre_2598,li_sh_194,2026-01-03T18:00:00+00:00,2026-01-03T19:00:00+00:00,Moble,Right Rail,CAROUSEL,,,,,,,,98,2,0.094531,PHP,ENRICHED,LIMITED,,2026-01-03T18:00:00+00:00,row_kza3rnosckig,hash_iia9z9fc1zcz8a,linkedin_20260103_18.csv,2026-01-03T19:18:00+00:00
li_acct_10,li_cg_64,li_camp_57,li_cre_2308,li_sh_235,2026-01-13T03:00:00+00:00,2026-01-13T04:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,51,2,0.045005,USD,ENRICHED,ACTIVE,,2026-01-13T03:00:00+00:00,row_ci6wao6ia0iy,hash_eavmjy64qqkqzh,linkedin_20260113_03.csv,2026-01-13T05:19:00+00:00
li_acct_7,li_cg_25,li_camp_153,li_cre_1424,,2025-12-29T12:00:00+00:00,2025-12-29T13:00:00+00:00,Other,Right Rail,CAROUSEL,,,,,,,,217,21,0.258882,SGD,ENRICHED,ACTIVE,,2025-12-29T14:00:00+00:00,row_x8v9vumx8r0v,hash_gq0p0u4lv5g72o,linkedin_20251229_12.csv,2025-12-29T12:46:00+00:00
li_acct_15,li_cg_24,li_camp_80,li_cre_1358,,2026-01-14T17:00:00+00:00,2026-01-14T18:00:00+00:00,Desktop,Right Rail,EVENT_AD,,,,,,,,89,1,0.088607,PHP,VALIDATED,ACTIVE,,2026-01-14T17:00:00+00:00,row_55i2lrnnvuor,hash_48xx0plcy2lls6,linkedin_20260114_17.csv,2026-01-14T18:43:00+00:00
li_acct_7,,li_camp_52,li_cre_2580,,2025-12-27T00:00:00+00:00,2025-12-27T01:00:00+00:00,Mobile,Right Rail,EVENT_AD,,,,,,,,162,6,0.06084,USD,VALIDATED,ACTIVE,,2025-12-27T12:00:00+00:00,row_ocbxxbi1bn95,hash_d278ub8wo80w8r,linkedin_20251227_00.csv,2025-12-27T00:56:00+00:00
li_acct_3,li_cg_73,li_camp_144,li_cre_1031,li_sh_659,2025-11-21T13:00:00+00:00,2025-11-21T14:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,227,11,0.133536,PHP,ENRICHED,ACTIVE,,2025-11-21T13:00:00+00:00,row_y9hler0ioyt5,hash_mnzwfpr0bv7887,linkedin_20251121_13.csv,2025-11-21T14:43:00+00:00
li_acct_15,,li_camp_141,li_cre_702,,2025-11-27T12:00:00+00:00,2025-11-27T13:00:00+00:00,Moble,Right Rail,EVENT_AD,,,,,,,,356,3,0.284755,SGD,VALIDATED,ACTIVE,,2025-11-27T12:00:00+00:00,row_rp74h2wc64n5,hash_78ktt6lsxmewbv,linkedin_20251127_12.csv,2025-11-27T12:22:00+00:00
li_acct_13,li_cg_56,li_camp_162,li_cre_2035,li_sh_473,2026-01-12T04:00:00+00:00,2026-01-12T05:00:00+00:00,Desktop,Right Rail,SINGLE_IMAGE,,,,,,,,325,33,0.26068,USD,VALIDATED,ACTIVE,,2026-01-12T16:00:00+00:00,row_ul97a7fy9vos,hash_5zf4mj6fkiyp9i,linkedin_20260112_04.csv,2026-01-12T05:59:00+00:00
li_acct_18,li_cg_33,li_camp_97,li_cre_2435,,2025-12-03T04:00:00+00:00,2025-12-03T05:00:00+00:00,Desktop,Audience Network,CAROUSEL,,,,,,,,156,8,0.120438,USD,QUARANTINED,ACTIVE,,2025-12-03T16:00:00+00:00,row_v811ycudhw4d,hash_x3sui6u4s2054f,linkedin_20251203_04.csv,2025-12-03T04:12:00+00:00
li_acct_10,li_cg_41,li_camp_26,li_cre_1728,,2025-10-28T03:00:00+00:00,2025-10-28T04:00:00+00:00,Desktop,Feed,MESSAGE_AD,,,,,,,,128,2,0.052663,PHP,VALIDATED,ACTIVE,,2025-10-28T03:00:00+00:00,row_5aq6na16yf2e,hash_ciutohgki0ldv6,linkedin_20251028_03.csv,2025-10-28T05:02:00+00:00
li_acct_16,li_cg_59,li_camp_43,li_cre_498,,2026-01-14T06:00:00+00:00,2026-01-14T07:00:00+00:00,Moble,Feed,VIDEO,12.0,21.0,12.0,2.0,4.0,3.0,5.97,62,1,0.013943,AUD,VALIDATED,ACTIVE,,2026-01-14T18:00:00+00:00,row_xj1i2j4pdohn,hash_luhw1g12yf81o5,linkedin_20260114_06.csv,2026-01-14T18:09:00+00:00
li_acct_17,,li_camp_87,li_cre_894,li_sh_868,2025-12-29T07:00:00+00:00,2025-12-29T08:00:00+00:00,Moble,Audience Network,MESSAGE_AD,,,,,,,,37,2,0.014332,PHP,PUBLISHED,ACTIVE,,2025-12-29T09:00:00+00:00,row_lr180m9e13jt,hash_sme4e6pj6gcjze,linkedin_20251229_07.csv,2025-12-29T13:41:00+00:00
li_acct_8,li_cg_66,li_camp_18,li_cre_1668,,2025-10-15T01:00:00+00:00,2025-10-15T02:00:00+00:00,Moble,Right Rail,VIDEO,30.0,28.0,2.0,11.0,14.0,9.0,12.52,128,11,0.010291,PHP,ENRICHED,ACTIVE,,2025-10-15T03:00:00+00:00,row_5tclu1lpjoak,hash_52lpg7t5c1pcdr,linkedin_20251015_01.csv,2025-10-15T03:25:00+00:00
