advertiser_account_id,campaign_id,line_item_id,promoted_tweet_id,media_id,hourly_timestamp_utc,device,placement,media_type,video_length,q25,q50,q75,q100,impressions,clicks,engagements,billed_charge_local_micro,currency_code,pipe_status,entity_status,quarantine_reason,loaded_at,row_id,row_hash,source_file,ingested_at_utc
x_acct_9,x_camp_7,x_line_632,,,2026-01-13T14:00:00+00:00,Other,profile,IMAGE,,,,,,294,0,59,33345,usd,VAL,ACTIVE,,2026-01-13T14:00:00+00:00,row_miosk5r5qyre,hash_27dvn99tzsgzoo,x_20260113_14.csv,2026-01-13T14:27:00+00:00
x_acct_6,x_camp_2,x_line_326,x_tweet_1818,x_media_2532,2025-10-15T13:00:00+00:00,Android,profile,VIDEO,8,40.0,44.0,30.0,9.0,207,11,7,44763,USD,VAL,ACTIVE,,2025-10-15T19:00:00+00:00,row_fdaqici3ny2y,hash_tu1837qbqudv7m,x_20251015_13.csv,2025-10-15T15:28:00+00:00
x_acct_14,x_camp_54,x_line_372,x_tweet_76,x_media_1418,2026-01-05T10:00:00+00:00,iOS,profile,TEXT,,,,,,122,1,23,94716,USD,VAL,ACTIVE,,2026-01-06T10:00:00+00:00,row_u9rir6hcfad5,hash_9sn1lb1ky9ctpb,x_20260105_10.csv,2026-01-05T22:18:00+00:00
x_acct_1,x_camp_102,x_line_467,x_tweet_1916,x_media_3217,2026-01-12T20:00:00+00:00,Web,profile,VIDEO,45,15.0,13.0,2.0,4.0,166,1,74,35171,USD,VAL,ACTIVE,,2026-01-13T02:00:00+00:00,row_q1q7qvd9nc4b,hash_lv2tg3smxbtqfz,x_20260112_20.csv,2026-01-13T02:49:00+00:00
x_acct_12,x_camp_59,x_line_235,x_tweet_2229,,2025-12-02T02:00:00+00:00,iOS,timeline,VIDEO,,6.0,3.0,4.0,3.0,38,1,0,4481,USD,QRN,ACTIVE,MISSING_VIDEO_DURATION,2025-12-02T02:00:00+00:00,row_cn81e58ffg40,hash_f9qmlmi4oc4aau,x_20251202_02.csv,2025-12-02T03:01:00+00:00
x_acct_16,x_camp_126,x_line_248,x_tweet_1376,,2025-11-13T16:00:00+00:00,Android,timeline,VIDEO,12,53.0,56.0,54.0,79.0,469,11,116,258379,USD,PUB,ACTIVE,,2025-11-14T16:00:00+00:00,row_ejl1jynj6d0d,hash_k73swi86uluq7s,x_20251113_16.csv,2025-11-13T22:39:00+00:00
x_acct_6,x_camp_1,x_line_497,x_tweet_992,,2025-11-24T23:00:00+00:00,Web,timeline,GIF,,,,,,350,4,90,119872,USD,PUB,ACTIVE,,2025-11-24T23:00:00+00:00,row_etxdb22qqkpw,hash_48il17e0gngfki,x_20251124_23.csv,2025-11-25T05:36:00+00:00
x_acct_20,x_camp_130,x_line_260,x_tweet_1627,x_media_1102,2026-01-13T20:00:00+00:00,Other,profile,GIF,,,,,,64,2,1,63753,USD,ENR,ACTIVE,,2026-01-13T20:00:00+00:00,row_riet180ku9j7,hash_gpkf6g9vead85i,x_20260113_20.csv,2026-01-14T02:38:00+00:00
x_acct_14,x_camp_52,x_line_397,,x_media_1010,2025-11-05T22:00:00+00:00,Android,timeline,GIF,,,,,,179,12,39,154881,USD,PUB,ACTIVE,,2025-11-05T22:00:00+00:00,row_scg0w0wch7k5,hash_15mqca4v1fozpx,x_20251105_22.csv,2025-11-06T00:24:00+00:00
x_acct_20,x_camp_217,x_line_452,x_tweet_2111,,2025-10-16T03:00:00+00:00,Andriod,search,IMAGE,,,,,,168,6,6,54020,USD,PUB,ACTIVE,,2025-10-16T09:00:00+00:00,row_zo5g4pqbt32n,hash_dsokjmu74bfbrq,x_20251016_03.csv,2025-10-16T09:47:00+00:00
x_acct_16,x_camp_6,x_line_58,,x_media_2620,2025-12-21T19:00:00+00:00,Other,timeline,GIF,,,,,,377,1,46,102177,USD,ENR,ACTIVE,,2025-12-21T19:00:00+00:00,row_qy2fui36impl,hash_dzrbqwvur7k9u9,x_20251221_19.csv,2025-12-21T19:38:00+00:00
x_acct_15,x_camp_218,x_line_78,x_tweet_1357,x_media_3089,2025-11-24T16:00:00+00:00,Android,timeline,VID,15,25.0,8.0,32.0,14.0,124,8,18,15880,USD,PUB,ACTIVE,,2025-11-24T22:00:00+00:00,row_vlq4g3gp6i3n,hash_3jks947ahlgvwa,x_20251124_16.csv,2025-11-24T17:25:00+00:00
x_acct_10,x_camp_167,x_line_489,,x_media_1460,2025-09-22T03:00:00+00:00,iOS,search,TEXT,,,,,,120,0,17,38659,USD,ENR,PAUSED,,2025-09-22T03:00:00+00:00,row_wkqq49rii632,hash_3akgx74mag3uwr,x_20250922_03.csv,2025-09-22T15:57:00+00:00
x_acct_7,x_camp_66,x_line_98,x_tweet_2591,x_media_2819,2025-11-18T03:00:00+00:00,Other,timeline,GIF,30,,,,,864,14,98,911754,USD,VAL,PAUSED,,2025-11-18T03:00:00+00:00,row_5q7pt3gcglb9,hash_teb63400fl0cs7,x_20251118_03.csv,2025-11-18T09:02:00+00:00
x_acct_10,x_camp_212,x_line_674,x_tweet_2114,x_media_2058,2025-10-10T08:00:00+00:00,iOS,profile,TEXT,,,,,,182,8,32,82782,usd,VAL,LIMITED,,2025-10-10T08:00:00+00:00,row_g93drn4jtiwg,hash_udqnpaki7wktvu,x_20251010_08.csv,2025-10-10T08:08:00+00:00
x_acct_1,x_camp_49,x_line_466,x_tweet_2049,x_media_1253,2025-11-14T08:00:00+00:00,Web,search,GIF,,,,,,264,9,77,263530,USD,VAL,DISAPPROVED,,2025-11-14T14:00:00+00:00,row_h7mszaulnv3z,hash_mikoe0p6shr1km,x_20251114_08.csv,2025-11-14T08:38:00+00:00
x_acct_3,x_camp_52,x_line_273,x_tweet_284,x_media_2693,2025-12-25T06:00:00+00:00,iOS,search,GIF,,,,,,357,9,7,365342,USD,ENR,ACTIVE,,2025-12-25T12:00:00+00:00,row_njvdjh7ndz2w,hash_e4ai0go8eyt744,x_20251225_06.csv,2025-12-25T08:58:00+00:00
x_acct_12,x_camp_113,x_line_531,,x_media_1504,2025-09-21T21:00:00+00:00,iOS,search,VID,8,137.0,47.0,53.0,54.0,350,19,57,379616,USD,ENR,ACTIVE,,2025-09-22T03:00:00+00:00,row_wnxfdus7q5rq,hash_zwqbgon0grttay,x_20250921_21.csv,2025-09-21T21:23:00+00:00
x_acct_13,x_camp_54,x_line_453,x_tweet_1174,x_media_3335,2025-10-29T07:00:00+00:00,Other,timeline,VID,8,7.0,3.0,6.0,4.0,251,9,69,46970,USD,PUB,ACTIVE,,2025-10-29T13:00:00+00:00,row_m0sarwnhx3xk,hash_kosc2ojmysfaau,x_20251029_07.csv,2025-10-29T13:11:00+00:00
x_acct_20,x_camp_117,x_line_460,x_tweet_1672,x_media_3301,2025-10-06T12:00:00+00:00,Web,search,IMAGE,,,,,,166,0,12,56479,USD,ENR,ACTIVE,,2025-10-07T12:00:00+00:00,row_ga7d8f68qn1x,hash_jtu4fsfitx3d03,x_20251006_12.csv,2025-10-07T12:55:00+00:00
x_acct_14,x_camp_94,x_line_39,x_tweet_2105,x_media_125,2025-10-10T16:00:00+00:00,Other,profile,IMAGE,,,,,,271,317,16,376559,USD,PUB,ACTIVE,,2025-10-10T22:00:00+00:00,row_sgwwk7o6w931,hash_gec9logt2nql7x,x_20251010_16.csv,2025-10-10T22:19:00+00:00
x_acct_12,x_camp_3,x_line_84,x_tweet_349,x_media_1932,2025-10-08T15:00:00+00:00,Android,timeline,GIF,,,,,,445,37,55,376262,USD,ENR,PAUSED,,2025-10-09T15:00:00+00:00,row_nk5pcgnttrww,hash_rehv18oc2hqpfk,x_20251008_15.csv,2025-10-08T21:19:00+00:00
x_acct_12,x_camp_213,x_line_549,x_tweet_1637,x_media_3292,2025-11-19T12:00:00+00:00,Android,profile,VIDEO,90,8.0,3.0,1.0,3.0,166,5,18,106329,USD,PUB,DRAFT,,2025-11-19T18:00:00+00:00,row_kjk0wlqv0046,hash_960hr8gorglcln,x_20251119_12.csv,2025-11-19T12:21:00+00:00
x_acct_14,x_camp_136,x_line_248,x_tweet_1687,x_media_447,2025-12-10T23:00:00+00:00,iOS,profile,VID,20,6.0,22.0,20.0,2.0,223,13,2,158759,USD,QRN,ACTIVE,,2025-12-11T05:00:00+00:00,row_rlzm7lngsnii,hash_71l9l1d3m0mp5h,x_20251210_23.csv,2025-12-10T23:01:00+00:00
x_acct_12,x_camp_174,x_line_273,x_tweet_649,x_media_3240,2025-11-16T05:00:00+00:00,Android,profile,VID,30,94.0,36.0,20.0,14.0,335,5,14,157591,USD,ENR,ACTIVE,,2025-11-17T05:00:00+00:00,row_3dqin8f6pgf8,hash_e4ji0ckibf86qw,x_20251116_05.csv,2025-11-18T05:57:00+00:00
x_acct_3,x_camp_176,x_line_424,x_tweet_2428,x_media_2333,2025-10-19T08:00:00+00:00,Andriod,profile,IMAGE,,,,,,93,5,9,-31378,USD,VAL,ACTIVE,,2025-10-20T08:00:00+00:00,row_hv6zed560mqn,hash_7795wnrf332pok,x_20251019_08.csv,2025-10-19T08:28:00+00:00
x_acct_16,x_camp_196,x_line_570,,,2025-12-17T05:00:00+00:00,Other,search,GIF,,,,,,109,1,10,14854,usd,PUB,ACTIVE,,2025-12-18T05:00:00+00:00,row_0t8pmd33jsus,hash_nxhdg88u2felti,x_20251217_05.csv,2025-12-19T05:20:00+00:00
x_acct_11,x_camp_112,x_line_358,x_tweet_482,x_media_2500,2025-10-24T05:00:00+00:00,Web,search,GIF,,,,,,184,4,55,52997,USD,RCV,DRAFT,,2025-10-25T05:00:00+00:00,row_0jo8exjqyf8l,hash_un89ktegu7ne9c,x_20251024_05.csv,2025-10-25T05:10:00+00:00
x_acct_1,x_camp_84,x_line_454,,x_media_2741,2025-12-25T10:00:00+00:00,Other,timeline,VID,90,26.0,6.0,1.0,20.0,145,6,12,107707,USD,PUB,ACTIVE,,2025-12-26T10:00:00+00:00,row_2eftfkweul0x,hash_pecgzxgh2wl7ks,x_20251225_10.csv,2025-12-25T10:46:00+00:00
x_acct_8,x_camp_210,x_line_187,,x_media_296,2025-12-18T07:00:00+00:00,Andriod,search,VID,60,64.0,55.0,34.0,,273,1,51,49392,USD,ENR,ACTIVE,,2025-12-19T07:00:00+00:00,row_tb4imrayyjwc,hash_pia2uvxf1wlj94,x_20251218_07.csv,2025-12-18T19:45:00+00:00
x_acct_1,x_camp_26,x_line_679,,x_media_3395,2025-09-25T01:00:00+00:00,Andriod,search,GIF,,,,,,372,7,39,404739,USD,VAL,PAUSED,,2025-09-26T01:00:00+00:00,row_5e86wwtsteea,hash_4d69uqonv7olkp,x_20250925_01.csv,2025-09-25T07:44:00+00:00
x_acct_5,x_camp_31,x_line_604,x_tweet_1374,,2025-10-11T17:00:00+00:00,Andriod,search,VID,15,175.0,163.0,108.0,88.0,447,8,42,899107,USD,VAL,ACTIVE,,2025-10-11T23:00:00+00:00,row_boe7j22w39aw,hash_qg1t5j84gsq423,x_20251011_17.csv,2025-10-13T17:48:00+00:00
x_acct_2,x_camp_122,x_line_89,x_tweet_945,x_media_3250,2025-12-15T01:00:00+00:00,Other,timeline,VIDEO,30,44.0,32.0,20.0,12.0,334,14,15,85128,USD,VAL,ACTIVE,,2025-12-15T01:00:00+00:00,row_rtm170je5d72,hash_sru43bpm5aifh7,x_20251215_01.csv,2025-12-16T01:58:00+00:00
x_acct_1,x_camp_15,x_line_535,x_tweet_950,x_media_2382,2025-11-11T15:00:00+00:00,Andriod,timeline,GIF,,,,,,267,14,6,218393,USD,RCV,ACTIVE,,2025-11-12T15:00:00+00:00,row_d327in75k2x0,hash_grc480vz22aezg,x_20251111_15.csv,2025-11-11T15:52:00+00:00
x_acct_6,x_camp_75,x_line_293,x_tweet_2451,x_media_3487,2025-11-01T22:00:00+00:00,Andriod,search,GIF,,,,,,89,0,3,30380,USD,VAL,ACTIVE,,2025-11-02T04:00:00+00:00,row_fek9c7lmgeyh,hash_zt60kbrv609ere,x_20251101_22.csv,2025-11-02T22:06:00+00:00
x_acct_18,x_camp_17,x_line_624,x_tweet_157,x_media_3022,2025-12-20T00:00:00+00:00,Web,search,IMAGE,,,,,,447,22,19,395726,USD,PUB,ACTIVE,,2025-12-20T00:00:00+00:00,row_61w6l8o92j13,hash_os8m7p8vkn5b7g,x_20251220_00.csv,2025-12-20T06:41:00+00:00
x_acct_18,x_camp_13,x_line_687,x_tweet_294,x_media_2085,2025-11-16T23:00:00+00:00,Web,search,TEXT,,,,,,285,7,28,82821,USD,VAL,ACTIVE,,2025-11-16T23:00:00+00:00,row_8rv1ofi374v5,hash_w2ysmkgqnw1340,x_20251116_23.csv,2025-11-17T00:29:00+00:00
x_acct_3,x_camp_70,x_line_304,,x_media_3383,2025-10-11T06:00:00+00:00,Andriod,search,GIF,,,,,,94,10,3,88766,USD,ENR,ACTIVE,,2025-10-12T06:00:00+00:00,row_bespff3x6j3j,hash_73z8uyyzrmyjyu,x_20251011_06.csv,2025-10-13T06:51:00+00:00
x_acct_3,x_camp_104,x_line_443,x_tweet_1172,x_media_920,2025-10-31T07:00:00+00:00,iOS,profile,GIF,,,,,,626,7,92,135211,USD,ENR,ACTIVE,,2025-10-31T07:00:00+00:00,row_7q3h0l5idtkv,hash_919e94yo1kjyat,x_20251031_07.csv,2025-10-31T07:44:00+00:00
x_acct_12,x_camp_180,x_line_439,x_tweet_1520,x_media_130,2025-10-16T08:00:00+00:00,Other,timeline,TEXT,,,,,,271,8,23,278654,USD,VAL,PAUSED,,2025-10-16T08:00:00+00:00,row_qy5wtj4icq77,hash_poaivjne86dpmk,x_20251016_08.csv,2025-10-16T08:26:00+00:00
x_acct_18,x_camp_187,x_line_148,x_tweet_1734,x_media_1486,2025-10-24T21:00:00+00:00,Web,profile,GIF,,,,,,488,9,89,251585,USD,RCV,PAUSED,,2025-10-25T03:00:00+00:00,row_aen2w7auwowc,hash_nj0mz48hesn6lk,x_20251024_21.csv,2025-10-25T03:45:00+00:00
x_acct_14,x_camp_186,x_line_36,x_tweet_515,x_media_838,2026-01-09T03:00:00+00:00,iOS,profile,TEXT,,,,,,141,4,24,209733,USD,RCV,ACTIVE,,2026-01-09T03:00:00+00:00,row_s1b7176mu8pg,hash_07e5of1x2nbmzi,x_20260109_03.csv,2026-01-11T03:52:00+00:00
x_acct_15,x_camp_76,x_line_338,x_tweet_848,,2025-10-12T19:00:00+00:00,Web,timeline,IMAGE,,,,,,663,56,44,193805,USD,ENR,ACTIVE,,2025-10-12T19:00:00+00:00,row_bmpmfxt74s1m,hash_9y29m3eun6cxze,x_20251012_19.csv,2025-10-12T20:51:00+00:00
x_acct_4,x_camp_24,x_line_6,x_tweet_2274,x_media_742,2025-09-19T23:00:00+00:00,Android,profile,GIF,,,,,,93,2,23,22938,USD,ENR,DRAFT,,2025-09-20T05:00:00+00:00,row_6ne37wezbotr,hash_yiz5nsof4evh2t,x_20250919_23.csv,2025-09-19T23:47:00+00:00
x_acct_1,x_camp_76,x_line_169,,x_media_753,2025-10-18T02:00:00+00:00,Web,timeline,GIF,,,,,,217,5,2,320798,USD,PUB,ACTIVE,,2025-10-18T02:00:00+00:00,row_3rzsli215r02,hash_87hw4wu96tfakf,x_20251018_02.csv,2025-10-18T04:24:00+00:00
x_acct_7,x_camp_69,x_line_666,x_tweet_26,,2026-01-16T09:00:00+00:00,Android,search,VIDEO,45,6.0,2.0,13.0,10.0,181,12,33,77444,USD,ENR,ACTIVE,,2026-01-16T09:00:00+00:00,row_5l2bmzse1ur8,hash_u8gilcreoybq7p,x_20260116_09.csv,2026-01-18T09:44:00+00:00
x_acct_9,x_camp_164,x_line_75,x_tweet_1443,x_media_1714,2025-10-25T03:00:00+00:00,Web,search,GIF,,,,,,193,16,12,72828,USD,ENR,ACTIVE,,2025-10-26T03:00:00+00:00,row_3dsvay9qoqt8,hash_xzjviripqla5au,x_20251025_03.csv,2025-10-25T09:00:00+00:00
x_acct_20,x_camp_136,x_line_632,x_tweet_1990,x_media_797,2025-11-01T08:00:00+00:00,Web,search,TEXT,,,,,,99,6,6,65821,USD,QRN,ACTIVE,,2025-11-01T14:00:00+00:00,row_jgb3302zmqlo,hash_3n8a02pvormlc0,x_20251101_08.csv,2025-11-01T08:31:00+00:00
x_acct_16,x_camp_145,x_line_58,x_tweet_1315,x_media_1012,2025-10-10T07:00:00+00:00,Web,search,IMAGE,,,,,,19,1,3,6209,USD,PUB,LIMITED,,2025-10-11T07:00:00+00:00,row_7vqsjdt3qi0h,hash_rmv0apepy20ow9,x_20251010_07.csv,2025-10-10T07:54:00+00:00
x_acct_16,x_camp_54,x_line_677,x_tweet_618,x_media_1401,2025-09-26T22:00:00+00:00,Android,search,TEXT,,,,,,979,18,64,635660,USD,RCV,ARCHIVED,,2025-09-26T22:00:00+00:00,row_yeg5xbwvco6t,hash_u9w7xlt3n20c7l,x_20250926_22.csv,2025-09-28T22:57:00+00:00
x_acct_13,x_camp_107,x_line_363,x_tweet_994,,2026-01-01T11:00:00+00:00,Andriod,timeline,IMAGE,,,,,,142,9,8,86446,USD,QRN,ACTIVE,,2026-01-02T11:00:00+00:00,row_vth2p3tesslr,hash_5utr1fj4ckfd22,x_20260101_11.csv,2026-01-01T23:38:00+00:00
x_acct_13,x_camp_200,x_line_38,x_tweet_1075,,2025-10-14T17:00:00+00:00,Other,search,VID,20,4.0,6.0,0.0,4.0,50,1,12,18071,USD,PUB,DRAFT,,2025-10-15T17:00:00+00:00,row_0buuk75vp6ca,hash_m7qf5eskxr1bbg,x_20251014_17.csv,2025-10-14T18:12:00+00:00
x_acct_18,x_camp_117,x_line_127,x_tweet_2451,x_media_1587,2026-01-09T06:00:00+00:00,Web,search,TEXT,,,,,,332,5,53,268887,USD,VAL,ACTIVE,,2026-01-09T06:00:00+00:00,row_j8dv78ek6cng,hash_rx7dwnhzmimspg,x_20260109_06.csv,2026-01-10T06:13:00+00:00
x_acct_13,x_camp_74,x_line_223,x_tweet_1352,x_media_2438,2025-10-21T22:00:00+00:00,iOS,search,IMAGE,,,,,,2281,280,273,3269014,USD,ENR,ACTIVE,,2025-10-22T04:00:00+00:00,row_507wvu2od6se,hash_69ai1gc3vgkih8,x_20251021_22.csv,2025-10-22T00:59:00+00:00
x_acct_8,x_camp_19,x_line_403,x_tweet_1022,,2025-11-02T13:00:00+00:00,Other,search,VID,90,40.0,32.0,16.0,22.0,247,3,23,45085,USD,VAL,ACTIVE,,2025-11-03T13:00:00+00:00,row_gzmc9yt4x8mv,hash_qoo36x5t2hpmyd,x_20251102_13.csv,2025-11-03T13:21:00+00:00
x_acct_2,x_camp_17,x_line_247,,x_media_2667,2025-10-31T18:00:00+00:00,Other,profile,VID,8,23.0,13.0,35.0,25.0,145,9,21,27368,USD,VAL,ACTIVE,,2025-11-01T18:00:00+00:00,row_ab8dn3tnaec6,hash_8768afut4tj2t3,x_20251031_18.csv,2025-11-01T06:56:00+00:00
x_acct_4,x_camp_91,x_line_665,x_tweet_300,x_media_2588,2026-01-04T17:00:00+00:00,Web,profile,IMAGE,,,,,,148,0,29,68118,USD,ENR,ACTIVE,,2026-01-04T23:00:00+00:00,row_rwvydazdujx9,hash_pgn9u5gcxrwmf1,x_20260104_17.csv,2026-01-06T17:18:00+00:00
x_acct_19,x_camp_95,x_line_319,x_tweet_1446,,2025-11-25T11:00:00+00:00,Other,search,GIF,,,,,,182,1,22,79441,usd,RCV,ACTIVE,,2025-11-25T17:00:00+00:00,row_bh0k34dz13mi,hash_4yqn1l6oloa40q,x_20251125_11.csv,2025-11-26T11:41:00+00:00
x_acct_16,x_camp_24,x_line_277,,x_media_594,2025-12-30T19:00:00+00:00,iOS,profile,VID,12,5.0,0.0,0.0,3.0,139,6,14,-128768,USD ,PUB,ACTIVE,,2025-12-31T19:00:00+00:00,row_5yoen5cn3zix,hash_anls6irbtqu5f9,x_20251230_19.csv,2025-12-30T20:06:00+00:00
x_acct_9,x_camp_206,x_line_614,x_tweet_1619,x_media_704,2025-09-23T05:00:00+00:00,Other,profile,IMAGE,,,,,,165,5,8,113805,USD,VAL,ACTIVE,,2025-09-23T11:00:00+00:00,row_ytujf15wav72,hash_isurhyc8da82sh,x_20250923_05.csv,2025-09-23T06:22:00+00:00
x_acct_3,x_camp_92,x_line_431,x_tweet_702,x_media_3086,2025-09-25T18:00:00+00:00,iOS,profile,TEXT,,,,,,140,6,0,213136,USD,PUB,ACTIVE,,2025-09-26T00:00:00+00:00,row_kv8yve9m02fs,hash_3qsomu61tdkk4v,x_20250925_18.csv,2025-09-27T18:27:00+00:00
x_acct_19,x_camp_108,x_line_8,x_tweet_879,x_media_778,2025-12-14T14:00:00+00:00,Other,profile,VIDEO,15,7.0,12.0,10.0,6.0,354,13,48,123314,USD,VAL,ACTIVE,,2025-12-15T14:00:00+00:00,row_1xryo0nqqh0y,hash_vn9gulhaz6s76t,x_20251214_14.csv,2025-12-15T14:38:00+00:00
x_acct_19,x_camp_181,x_line_292,x_tweet_1695,,2025-12-02T13:00:00+00:00,iOS,timeline,VID,45,8.0,11.0,5.0,14.0,50,2,1,35081,USD,VAL,ACTIVE,,2025-12-02T19:00:00+00:00,row_9fh3bqk36124,hash_6w09n8a2t9qhh9,x_20251202_13.csv,2025-12-03T13:49:00+00:00
x_acct_3,x_camp_13,x_line_69,x_tweet_1613,,2025-09-30T18:00:00+00:00,Android,profile,TEXT,,,,,,65,4,1,9886,USD,PUB,ACTIVE,,2025-09-30T18:00:00+00:00,row_0ctonbnh6y36,hash_6272uaxuyiwhff,x_20250930_18.csv,2025-10-01T00:43:00+00:00
x_acct_3,x_camp_26,x_line_607,x_tweet_1916,,2025-12-25T17:00:00+00:00,Other,timeline,VID,10,10.0,4.0,1.0,5.0,103,5,9,23378,USD,PUB,ACTIVE,,2025-12-26T17:00:00+00:00,row_2abep7msicxk,hash_cxemk8igsg7mrs,x_20251225_17.csv,2025-12-25T18:24:00+00:00
x_acct_12,x_camp_200,x_line_385,x_tweet_1688,x_media_72,2025-10-24T05:00:00+00:00,Andriod,profile,IMAGE,,,,,,94,2,6,36515,USD,VAL,LIMITED,,2025-10-24T05:00:00+00:00,row_f5w85hp6s2qe,hash_wbap54z4r8ixar,x_20251024_05.csv,2025-10-24T17:32:00+00:00
x_acct_13,x_camp_27,x_line_374,x_tweet_1386,x_media_310,2025-09-23T14:00:00+00:00,Other,search,GIF,,,,,,111,5,4,69241,USD,PUB,LIMITED,,2025-09-23T14:00:00+00:00,row_cy39tf29w7vh,hash_8p579rxw39t1vi,x_20250923_14.csv,2025-09-23T15:02:00+00:00
x_acct_1,x_camp_195,x_line_560,x_tweet_748,x_media_915,2025-12-13T09:00:00+00:00,Android,timeline,VIDEO,30,12.0,2.0,6.0,3.0,83,4,1,56771,USD,VAL,ACTIVE,,2025-12-13T15:00:00+00:00,row_pjebp6ttsqnp,hash_ulsio90yyiqww0,x_20251213_09.csv,2025-12-13T09:28:00+00:00
x_acct_9,x_camp_152,x_line_700,x_tweet_1911,,2025-12-30T19:00:00+00:00,Android,timeline,GIF,,,,,,91,4,1,79860,USD,ENR,ACTIVE,,2025-12-30T19:00:00+00:00,row_pdqpurdxlb9u,hash_cgm4omq10i5yid,x_20251230_19.csv,2025-12-30T20:49:00+00:00
x_acct_11,x_camp_118,x_line_340,x_tweet_1943,x_media_3576,2025-10-02T04:00:00+00:00,Other,timeline,GIF,,,,,,64,4,14,40972,USD,VAL,ACTIVE,,2025-10-03T04:00:00+00:00,row_rlkup7fzzgky,hash_4qcgwea1f5chjs,x_20251002_04.csv,2025-10-02T04:14:00+00:00
x_acct_4,x_camp_141,x_line_107,x_tweet_1913,x_media_1926,2025-12-03T04:00:00+00:00,Andriod,search,TEXT,,,,,,221,11,6,381283,USD,ENR,LIMITED,,2025-12-04T04:00:00+00:00,row_mr21kzbm5dob,hash_310vx5yfqsbv05,x_20251203_04.csv,2025-12-03T04:58:00+00:00
x_acct_6,x_camp_151,x_line_271,x_tweet_1546,x_media_1763,2025-12-26T12:00:00+00:00,Web,profile,VID,,28.0,24.0,22.0,14.0,119,20,46,39197,USD,QRN,PAUSED,MISSING_VIDEO_DURATION,2025-12-27T12:00:00+00:00,row_puw8ogykrgky,hash_wkyf30f373q6o6,x_20251226_12.csv,2025-12-28T12:48:00+00:00
x_acct_4,x_camp_112,x_line_27,,,2026-01-13T20:00:00+00:00,Android,profile,IMAGE,,,,,,82,1,18,60485,USD,VAL,ACTIVE,,2026-01-13T20:00:00+00:00,row_kg38r9xfn6yf,hash_sqz0zgpmv1kfka,x_20260113_20.csv,2026-01-13T20:00:00+00:00
x_acct_15,x_camp_176,x_line_324,x_tweet_1014,x_media_3065,2025-10-27T16:00:00+00:00,Other,profile,TEXT,,,,,,121,2,7,173287,USD,VAL,ACTIVE,,2025-10-27T22:00:00+00:00,row_fyp5bxq6q5um,hash_vwe0g0037x3jki,x_20251027_16.csv,2025-10-28T16:12:00+00:00
x_acct_10,x_camp_143,x_line_639,x_tweet_162,x_media_2604,2025-12-24T18:00:00+00:00,Andriod,timeline,IMAGE,,,,,,31,0,7,31377,USD,RCV,ACTIVE,,2025-12-25T18:00:00+00:00,row_oiwss2jltxzu,hash_3hm8es9i46t78b,x_20251224_18.csv,2025-12-24T18:45:00+00:00
x_acct_11,x_camp_112,x_line_30,,,2025-11-16T10:00:00+00:00,Other,timeline,IMAGE,,,,,,220,3,29,83837,USD,PUB,ACTIVE,,2025-11-17T10:00:00+00:00,row_eg0n4int0put,hash_h4mmlnwcdiy8oq,x_20251116_10.csv,2025-11-16T11:35:00+00:00
x_acct_17,x_camp_55,x_line_496,,x_media_1885,2026-01-16T04:00:00+00:00,Andriod,timeline,GIF,,,,,,383,11,117,382362,USD,PUB,ACTIVE,,2026-01-16T10:00:00+00:00,row_2yhb498s2vlg,hash_n4b9jilq6txrwf,x_20260116_04.csv,2026-01-16T05:18:00+00:00
x_acct_6,x_camp_118,x_line_314,x_tweet_1946,x_media_1065,2025-12-17T09:00:00+00:00,Andriod,search,TEXT,,,,,,231,2,34,218753,USD,RCV,ACTIVE,,2025-12-18T09:00:00+00:00,row_d86xfam425nc,hash_lpm5xiase5082q,x_20251217_09.csv,2025-12-18T09:47:00+00:00
x_acct_12,x_camp_112,x_line_150,,,2025-12-14T10:00:00+00:00,Other,profile,VID,30,26.0,30.0,16.0,11.0,284,6,16,250171,USD,PUB,ACTIVE,,2025-12-14T10:00:00+00:00,row_x07q0z6sj1fz,hash_pimnsgew6yb34r,x_20251214_10.csv,2025-12-15T10:31:00+00:00
x_acct_16,x_camp_14,x_line_616,x_tweet_1271,x_media_2070,2025-12-11T05:00:00+00:00,Other,profile,VID,45,3.0,17.0,23.0,10.0,77,0,2,22836,USD,ENR,ACTIVE,,2025-12-12T05:00:00+00:00,row_k4zssdoutpl3,hash_wk75vi52bs34e8,x_20251211_05.csv,2025-12-11T05:33:00+00:00
x_acct_10,x_camp_28,x_line_349,x_tweet_2140,,2025-11-24T08:00:00+00:00,Other,search,VIDEO,6,32.0,7.0,41.0,19.0,202,12,6,45087,USD,RCV,ACTIVE,,2025-11-24T08:00:00+00:00,row_0b0i9cjfsvgd,hash_luw2aw4rg3f7mv,x_20251124_08.csv,2025-11-24T20:02:00+00:00
x_acct_2,x_camp_123,x_line_87,,,2026-01-02T14:00:00+00:00,iOS,timeline,GIF,,,,,,692,14,306,958422,USD,ENR,ACTIVE,,2026-01-03T14:00:00+00:00,row_xhg9d23luge9,hash_oaoe5say6s2c98,x_20260102_14.csv,2026-01-03T02:55:00+00:00
