meta_account_id,meta_campaign_id,meta_adset_id,meta_ad_id,meta_creative_id,hour_start_local,account_timezone,device_platform,publisher_platform,placement,ad_format,video_duration_sec,video_view_2s,video_view_6s,video_view_25pct,video_view_50pct,video_view_75pct,video_view_100pct,avg_watch_time_sec,impressions,clicks_all,link_clicks,spend,currency,delivery_status,pipeline_status,rejection_reason,event_hour,row_id,row_hash,source_file,ingested_at_utc
meta_acct_13,meta_camp_42,meta_adset_383,meta_ad_698,meta_cr_372,2025-12-20 12:00:00,,moblie,instagram,search_results,CAROUSEL,,,,,,,,,81,0,0,0.041197,AUD,ACTIVE,PUBLISHED,,2025-12-20T04:00:00+00:00,row_sesjrx31n7l6,hash_l1x7aj2yt47f3w,meta_20251220_04.csv,2025-12-20T04:45:00+00:00
meta_acct_16,meta_camp_20,meta_adset_264,meta_ad_1319,meta_cr_1961,2025-11-09 13:00:00,,unknown,audience_network,in_stream,STORY,,,,,,,,,220,1,0,0.084405,USD,DRAFT,ENRICHED,,2025-11-09T05:00:00+00:00,row_pijrwf0nlqsx,hash_wytp2ylk5694lc,meta_20251109_05.csv,2025-11-09T05:39:00+00:00
meta_acct_13,meta_camp_47,meta_adset_207,meta_ad_446,meta_cr_556,2025-12-11 15:00:00,Asia/Singapore,moblie,audience_network,in_stream,UNKNOWN,,,,,,,,,206,0,0,0.332951,PHP,ACTIVE,ENRICHED,,2025-12-11T07:00:00+00:00,row_y91rs53o9no4,hash_mq7khk3jllaau2,meta_20251211_07.csv,2025-12-11T07:16:00+00:00
meta_acct_17,meta_camp_70,meta_adset_219,meta_ad_887,meta_cr_205,2025-12-27 23:00:00,Asia/Singapore,deskotp,audience_network,search_results,STORY,,,,,,,,,97,3,0,0.078886,PHP,ACTIVE,VALIDATED,,2025-12-27T15:00:00+00:00,row_1plat1gqounc,hash_1f1qk0s9u437fj,meta_20251227_15.csv,2025-12-28T15:43:00+00:00
meta_acct_20,meta_camp_53,meta_adset_281,meta_ad_1061,meta_cr_1651,2025-12-26 17:00:00,Asia/Singapore,desktop,audience_network,in_stream,UNKNOWN,,,,,,,,,209,1,0,0.206695,USD,ACTIVE,PUBLISHED,,2025-12-26T09:00:00+00:00,row_mqkong973thz,hash_z6ton1w2nh6hyw,meta_20251226_09.csv,2025-12-26T11:30:00+00:00
meta_acct_7,meta_camp_17,meta_adset_123,meta_ad_1132,meta_cr_2329,2025-10-23 02:00:00,Asia/Singapore,mobile,audience_network,feed,REELS,10.0,99.0,82.0,14.0,93.0,36.0,16.0,3.86,236,12,6,0.296467,USD,PAUSED,ENRICHED,,2025-10-22T18:00:00+00:00,row_s5j2gio15nua,hash_ln0a6hg2a5386i,meta_20251022_18.csv,2025-10-22T18:10:00+00:00
meta_acct_16,meta_camp_82,meta_adset_113,meta_ad_1189,meta_cr_953,2025-12-06 22:00:00,Asia/Singapore,unknown,audience_network,in_stream,REELS,15.0,10.0,2.0,5.0,6.0,5.0,4.0,9.86,111,9,3,0.056021,PHP,ACTIVE,ENRICHED,,2025-12-06T14:00:00+00:00,row_a6skt5amd3h9,hash_fgdy93t4205fgi,meta_20251206_14.csv,2025-12-06T14:21:00+00:00
meta_acct_6,meta_camp_98,meta_adset_396,meta_ad_339,meta_cr_34,2026-01-15 18:00:00,Asia/Manila,unknown,facebook,right_column,UNKNOWN,,,,,,,,,329,34,2,0.174794,SGD,DRAFT,RECEIVED,,2026-01-15T10:00:00+00:00,row_78n5dtx6fad2,hash_u62aks1kwhbvzl,meta_20260115_10.csv,2026-01-15T22:26:00+00:00
meta_acct_2,meta_camp_7,meta_adset_319,meta_ad_796,meta_cr_1028,2025-10-18 07:00:00,Asai/Manila,desktop,instagram,feed,REELS,12.0,38.0,28.0,23.0,16.0,16.0,21.0,3.83,187,8,3,0.090405,PHP,DISAPPROVED,VALIDATED,,2025-10-17T23:00:00+00:00,row_nl4agvcsqb8v,hash_bioyk60uh9yu9a,meta_20251017_23.csv,2025-10-19T23:07:00+00:00
meta_acct_7,meta_camp_77,meta_adset_140,meta_ad_722,meta_cr_1814,2025-10-20 08:00:00,,desktop,audience_network,right_column,CAROUSEL,,,,,,,,,294,15,4,0.517358,PHP,ACTIVE,ENRICHED,,2025-10-20T00:00:00+00:00,row_p8s3pmhbo0yy,hash_1hvz9lhhqpodwg,meta_20251020_00.csv,2025-10-22T00:31:00+00:00
meta_acct_9,meta_camp_72,meta_adset_120,meta_ad_1237,meta_cr_1176,2025-11-16 03:00:00,Asai/Manila,unknown,facebook,in_stream,IMAGE,,,,,,,,,75,5,2,0.067223,AUD,ACTIVE,ENRICHED,,2025-11-15T19:00:00+00:00,row_zw9seyz5yz1o,hash_g36z1vbekx9s78,meta_20251115_19.csv,2025-11-16T07:31:00+00:00
meta_acct_14,meta_camp_106,meta_adset_33,meta_ad_326,meta_cr_325,2025-11-13 06:00:00,,deskotp,facebook,in_stream,CAROUSEL,,,,,,,,,285,15,5,0.445312,USD,ACTIVE,RECEIVED,,2025-11-12T22:00:00+00:00,row_ysxaw23jcgn6,hash_11m9k2iadxdk1c,meta_20251112_22.csv,2025-11-13T22:15:00+00:00
meta_acct_11,meta_camp_85,meta_adset_112,meta_ad_107,meta_cr_1462,2026-01-14 22:00:00,,mobile,audience_network,reels,IMAGE,,,,,,,,,140,2,1,0.102062,PHP,ACTIVE,PUBLISHED,,2026-01-14T14:00:00+00:00,row_ux8ikxrfr7sj,hash_lu6k3uq253z8mz,meta_20260114_14.csv,2026-01-14T15:17:00+00:00
meta_acct_3,meta_camp_97,meta_adset_325,meta_ad_950,meta_cr_2395,2026-01-12 07:00:00,Asia/Manila,desktop,audience_network,right_column,STORY,,,,,,,,,367,36,9,0.024648,SGD,DRAFT,VALIDATED,,2026-01-11T23:00:00+00:00,row_3i25zw9ritca,hash_pmqc9fjr4jb7kh,meta_20260111_23.csv,2026-01-11T23:17:00+00:00
meta_acct_8,meta_camp_3,meta_adset_316,meta_ad_485,meta_cr_421,2025-10-25 23:00:00,Asai/Manila,desktop,instagram,search_results,CAROUSEL,,,,,,,,,190,2,0,0.318383,AUD,ACTIVE,ENRICHED,,2025-10-25T15:00:00+00:00,row_h8aaa2fl26h3,hash_imybmz1tlr7ugf,meta_20251025_15.csv,2025-10-26T03:11:00+00:00
meta_acct_6,meta_camp_34,meta_adset_45,meta_ad_596,meta_cr_1686,2025-09-29 21:00:00,Asia/Manila,desktop,instagram,stories,REELZ,30.0,18.0,8.0,19.0,20.0,4.0,8.0,13.01,181,5,2,0.118103,SGD,ACTIVE,VALIDATED,,2025-09-29T13:00:00+00:00,row_a8y5xlb8xnw4,hash_9b0im2l2duo437,meta_20250929_13.csv,2025-10-01T13:03:00+00:00
meta_acct_4,meta_camp_79,meta_adset_400,meta_ad_1028,meta_cr_1858,2025-12-29 22:00:00,,moblie,audience_network,reels,REELZ,30.0,4.0,5.0,3.0,1.0,1.0,1.0,2.31,59,2,0,0.077852,php,PAUSED,VALIDATED,,2025-12-29T14:00:00+00:00,row_vn45pi142269,hash_bvkvso3npjp8xc,meta_20251229_14.csv,2025-12-29T16:05:00+00:00
meta_acct_1,meta_camp_21,meta_adset_203,meta_ad_827,meta_cr_1541,2025-11-14 22:00:00,Asia/Manila,desktop,instagram,stories,IMAGE,,,,,,,,,160,4,1,0.095789,PHP,DRAFT,PUBLISHED,,2025-11-14T14:00:00+00:00,row_osz955k3jxmk,hash_66m61st624zbcy,meta_20251114_14.csv,2025-11-15T02:13:00+00:00
meta_acct_15,meta_camp_1,meta_adset_132,meta_ad_681,meta_cr_1184,2025-12-05 20:00:00,,deskotp,audience_network,stories,STORY,,,,,,,,,277,4,1,0.220615,PHP,DISAPPROVED,ENRICHED,,2025-12-05T12:00:00+00:00,row_m7ymjga5tpjm,hash_lr772cfl67y9bg,meta_20251205_12.csv,2025-12-05T12:06:00+00:00
meta_acct_15,meta_camp_108,meta_adset_339,meta_ad_1141,meta_cr_1899,2026-01-06 06:00:00,Asia/Singapore,desktop,facebook,feed,UNKNOWN,,,,,,,,,296,9,0,0.256584,PHP,ACTIVE,RECEIVED,,2026-01-05T22:00:00+00:00,row_2sqwwswcgges,hash_dowdktk7m2j7wh,meta_20260105_22.csv,2026-01-05T23:07:00+00:00
meta_acct_8,meta_camp_27,meta_adset_212,meta_ad_1066,meta_cr_2380,2025-12-04 07:00:00,Asia/Manila,desktop,facebook,right_column,REELS,45.0,80.0,33.0,49.0,32.0,6.0,,8.84,208,17,9,0.072881,PHP,PAUSED,VALIDATED,,2025-12-03T23:00:00+00:00,row_n4kk8y223pao,hash_a6ucggjbrof1oa,meta_20251203_23.csv,2025-12-04T00:43:00+00:00
meta_acct_12,meta_camp_55,meta_adset_246,meta_ad_1479,meta_cr_1526,2025-10-15 17:00:00,Asia/Singapore,mobile,instagram,stories,UNKNOWN,,,,,,,,,105,8,2,0.070417,USD,ACTIVE,ENRICHED,,2025-10-15T09:00:00+00:00,row_ib1652gwj5ai,hash_u7i41g5zpnbn5d,meta_20251015_09.csv,2025-10-15T10:07:00+00:00
meta_acct_19,meta_camp_82,meta_adset_318,meta_ad_563,meta_cr_1277,2026-01-03 13:00:00,Asia/Manila,deskotp,facebook,reels,REELS,,11.0,4.0,9.0,7.0,2.0,1.0,17.82,71,1,0,0.056475,PHP,LIMITED,ENRICHED,,2026-01-03T05:00:00+00:00,row_i5r1l7hzcb2a,hash_1b4xgs2qsjj69i,meta_20260103_05.csv,2026-01-03T11:15:00+00:00
meta_acct_7,meta_camp_30,meta_adset_75,meta_ad_837,meta_cr_2286,2025-12-13 14:00:00,Asia/Singapore,mobile,audience_network,feed,UNKNOWN,,,,,,,,,558,23,12,0.05622,PHP,ACTIVE,ENRICHED,,2025-12-13T06:00:00+00:00,row_yr67vg1jv6gn,hash_7rdtb8ah5qyls3,meta_20251213_06.csv,2025-12-14T06:03:00+00:00
meta_acct_11,meta_camp_73,meta_adset_330,meta_ad_203,meta_cr_1335,2025-10-15 22:00:00,Asia/Manila,moblie,audience_network,right_column,REELS,6.0,47.0,35.0,31.0,19.0,12.0,15.0,2.41,240,3,2,0.039739,PHP,ACTIVE,VALIDATED,,2025-10-15T14:00:00+00:00,row_idazglkc87tn,hash_zf1j7k0l55vq9h,meta_20251015_14.csv,2025-10-15T20:05:00+00:00
meta_acct_4,meta_camp_69,meta_adset_240,meta_ad_105,meta_cr_498,2025-10-09 13:00:00,Asia/Singapore,MOBILE,facebook,feed,STORY,,,,,,,,,89,4,0,0.059123,USD,LIMITED,VALIDATED,,2025-10-09T05:00:00+00:00,row_6a51devwukfj,hash_0onnhuy2uhzcjv,meta_20251009_05.csv,2025-10-09T05:53:00+00:00
meta_acct_15,meta_camp_71,meta_adset_27,meta_ad_312,meta_cr_1003,2025-11-19 22:00:00,Asai/Manila,unknown,instagram,search_results,IMAGE,,,,,,,,,125,9,4,0.037079,USD,PAUSED,ENRICHED,,2025-11-19T14:00:00+00:00,row_hhtav8n4w80g,hash_rj7aztixnwpjln,meta_20251119_14.csv,2025-11-19T20:42:00+00:00
meta_acct_20,meta_camp_7,meta_adset_85,meta_ad_1143,meta_cr_1504,2025-10-20 04:00:00,,unknown,audience_network,in_stream,STORY,,,,,,,,,102,1,0,0.14297,USD,ACTIVE,RECEIVED,,2025-10-19T20:00:00+00:00,row_psyvr2vjeten,hash_93b8pnp4u1a64l,meta_20251019_20.csv,2025-10-20T08:16:00+00:00
meta_acct_17,meta_camp_68,meta_adset_356,meta_ad_45,meta_cr_2021,2025-11-08 06:00:00,Asia/Singapore,desktop,facebook,in_stream,REELS,12.0,36.0,9.0,48.0,38.0,9.0,16.0,3.41,198,6,1,0.074131,EUR,ACTIVE,PUBLISHED,,2025-11-07T22:00:00+00:00,row_cyoav2ne18c4,hash_vtu4j0zy9tnmc5,meta_20251107_22.csv,2025-11-07T23:13:00+00:00
meta_acct_16,meta_camp_115,meta_adset_399,meta_ad_154,meta_cr_1716,2025-11-06 00:00:00,Asia/Manila,moblie,instagram,search_results,STORY,,,,,,,,,143,21,13,0.065567,PHP,ACTIVE,RECEIVED,,2025-11-05T16:00:00+00:00,row_vbf4tcjl740x,hash_g607hcwhuwmcoj,meta_20251105_16.csv,2025-11-06T04:20:00+00:00
meta_acct_19,meta_camp_82,meta_adset_292,meta_ad_64,meta_cr_361,2025-11-06 14:00:00,Asia/Singapore,MOBILE,facebook,search_results,CAROUSEL,,,,,,,,,159,1,0,0.060483,USD,ACTIVE,ENRICHED,,2025-11-06T06:00:00+00:00,row_tzqmkni74zzx,hash_y3mhqmxjia6cu4,meta_20251106_06.csv,2025-11-06T08:10:00+00:00
meta_acct_10,meta_camp_24,meta_adset_377,meta_ad_298,meta_cr_1498,2025-09-22 01:00:00,,unknown,audience_network,reels,REELS,20.0,16.0,10.0,17.0,11.0,15.0,16.0,7.89,182,10,3,0.076561,USD,ACTIVE,VALIDATED,,2025-09-21T17:00:00+00:00,row_ru741ir77drd,hash_u32dd4w6h3aq5o,meta_20250921_17.csv,2025-09-21T17:25:00+00:00
meta_acct_1,meta_camp_64,meta_adset_108,meta_ad_1093,meta_cr_550,2025-12-03 23:00:00,Asia/Manila,unknown,audience_network,feed,VIDEO,45.0,26.0,17.0,12.0,2.0,5.0,,19.73,259,8,1,0.158863,SGD,LIMITED,VALIDATED,,2025-12-03T15:00:00+00:00,row_r6qabr0553cy,hash_nlfmrm9vs0dm2p,meta_20251203_15.csv,2025-12-03T16:36:00+00:00
meta_acct_16,meta_camp_23,meta_adset_34,meta_ad_125,meta_cr_1910,2025-11-21 11:00:00,Asia/Singapore,desktop,instagram,feed,REELZ,,13.0,6.0,6.0,7.0,6.0,8.0,,48,1,0,0.024409,USD,PAUSED,ENRICHED,,2025-11-21T03:00:00+00:00,row_zqhb897otx9b,hash_vpoiln7ad4mro9,meta_20251121_03.csv,2025-11-21T15:48:00+00:00
meta_acct_7,meta_camp_14,meta_adset_268,meta_ad_837,meta_cr_65,2025-12-02 07:00:00,Asia/Singapore,moblie,instagram,stories,VIDEO,60.0,7.0,5.0,3.0,6.0,1.0,0.0,14.57,20,3,1,0.005828,AUD,ARCHIVED,ENRICHED,,2025-12-01T23:00:00+00:00,row_o7lql37f0zqj,hash_a843bha6u15ebz,meta_20251201_23.csv,2025-12-02T05:12:00+00:00
meta_acct_8,meta_camp_15,meta_adset_53,meta_ad_617,meta_cr_1007,2025-10-14 18:00:00,Asia/Manila,deskotp,instagram,search_results,STORY,,,,,,,,,137,3,1,0.034878,PHP,ACTIVE,PUBLISHED,,2025-10-14T10:00:00+00:00,row_mz125dmie449,hash_rcgufnvbz8zsyu,meta_20251014_10.csv,2025-10-14T22:17:00+00:00
meta_acct_15,meta_camp_83,meta_adset_395,meta_ad_1424,meta_cr_1886,2025-12-21 12:00:00,,moblie,facebook,in_stream,CAROUSEL,,,,,,,,,133,287,167,0.170429,EUR,ACTIVE,QUARANTINED,CLICKS_GT_IMPRESSIONS,2025-12-21T04:00:00+00:00,row_rg41g94bachv,hash_mqiy369751xqnt,meta_20251221_04.csv,2025-12-23T04:15:00+00:00
meta_acct_15,meta_camp_108,meta_adset_160,meta_ad_924,meta_cr_525,2025-11-25 20:00:00,Asai/Manila,deskotp,facebook,stories,UNKNOWN,,,,,,,,,149,2,0,0.168131,PHP,PAUSED,ENRICHED,,2025-11-25T12:00:00+00:00,row_rg3jtkk2wb1y,hash_tt1b6xeebr1pud,meta_20251125_12.csv,2025-11-25T12:29:00+00:00
meta_acct_15,meta_camp_112,meta_adset_44,meta_ad_1400,meta_cr_485,2025-12-24 15:00:00,Asia/Singapore,unknown,audience_network,stories,REELS,45.0,34.0,25.0,44.0,26.0,25.0,4.0,26.99,232,5,2,0.369525,AUD,ACTIVE,ENRICHED,,2025-12-24T07:00:00+00:00,row_b39ml1tcks31,hash_vvzeo6p19f6miq,meta_20251224_07.csv,2025-12-26T07:36:00+00:00
meta_acct_14,meta_camp_33,meta_adset_62,meta_ad_1425,meta_cr_1877,2025-11-05 10:00:00,Asai/Manila,deskotp,audience_network,stories,CAROUSEL,,,,,,,,,250,34,31,0.272651,PHP,ACTIVE,PUBLISHED,,2025-11-05T02:00:00+00:00,row_bxb3zg17d76o,hash_sp2m8pyys9fh4h,meta_20251105_02.csv,2025-11-05T08:43:00+00:00
meta_acct_8,meta_camp_1,meta_adset_205,meta_ad_1399,meta_cr_1990,2025-10-28 17:00:00,Asai/Manila,desktop,audience_network,feed,UNKNOWN,,,,,,,,,184,4,1,0.270319,USD,ACTIVE,VALIDATED,,2025-10-28T09:00:00+00:00,row_8y1lflq7y49l,hash_9wsps3di250epz,meta_20251028_09.csv,2025-10-28T10:20:00+00:00
meta_acct_19,meta_camp_28,meta_adset_179,meta_ad_1008,meta_cr_2252,2025-12-19 16:00:00,Asia/Singapore,moblie,audience_network,right_column,STORY,,,,,,,,,335,19,4,0.204811,PHP,ACTIVE,PUBLISHED,,2025-12-19T08:00:00+00:00,row_azelrl456g2y,hash_enrhbw9doc7yuo,meta_20251219_08.csv,2025-12-19T10:07:00+00:00
meta_acct_19,meta_camp_102,meta_adset_26,meta_ad_627,meta_cr_381,2025-10-07 23:00:00,Asai/Manila,deskotp,instagram,search_results,VIDEO,,46.0,53.0,18.0,24.0,30.0,29.0,3.32,217,11,6,0.042726,aud,ACTIVE,ENRICHED,,2025-10-07T15:00:00+00:00,row_p6aiut66bwtq,hash_qponeuvqc720ak,meta_20251007_15.csv,2025-10-07T15:41:00+00:00
meta_acct_5,meta_camp_18,meta_adset_69,meta_ad_367,meta_cr_1618,2025-12-07 01:00:00,Asia/Singapore,desktop,facebook,in_stream,STORY,,,,,,,,,68,4,1,0.036101,SGD,ACTIVE,VALIDATED,,2025-12-06T17:00:00+00:00,row_w0bp4u3sytu2,hash_og5sgdu8luks9u,meta_20251206_17.csv,2025-12-06T17:26:00+00:00
meta_acct_3,meta_camp_31,meta_adset_230,meta_ad_649,meta_cr_222,2025-11-25 10:00:00,Asia/Singapore,desktop,audience_network,reels,UNKNOWN,,,,,,,,,526,33,9,1.014271,USD,ACTIVE,ENRICHED,,2025-11-25T02:00:00+00:00,row_r4ja03m7buvi,hash_3ha9zc6a48sasv,meta_20251125_02.csv,2025-11-25T02:25:00+00:00
meta_acct_20,meta_camp_53,meta_adset_215,meta_ad_190,meta_cr_1914,2025-11-17 14:00:00,Asia/Singapore,mobile,instagram,in_stream,CAROUSEL,,,,,,,,,176,10,4,0.089273,USD,ACTIVE,PUBLISHED,,2025-11-17T06:00:00+00:00,row_ky808pottov2,hash_xpw18t1dr803yu,meta_20251117_06.csv,2025-11-19T06:19:00+00:00
meta_acct_3,meta_camp_112,meta_adset_343,meta_ad_1166,meta_cr_582,2025-12-14 18:00:00,,mobile,audience_network,search_results,IMAGE,,,,,,,,,93,1,0,0.140982,USD,ACTIVE,VALIDATED,,2025-12-14T10:00:00+00:00,row_t6f5v85wo9mi,hash_h9mshuem0zs9o2,meta_20251214_10.csv,2025-12-14T12:57:00+00:00
meta_acct_3,meta_camp_37,meta_adset_138,meta_ad_408,meta_cr_2038,2025-11-09 16:00:00,,unknown,instagram,right_column,IMAGE,,,,,,,,,194,9,1,0.172792,PHP,ACTIVE,ENRICHED,,2025-11-09T08:00:00+00:00,row_1741aqc3lwps,hash_32hf5lmev5urge,meta_20251109_08.csv,2025-11-09T20:00:00+00:00
meta_acct_4,meta_camp_89,meta_adset_328,meta_ad_1013,meta_cr_1025,2025-12-21 17:00:00,Asai/Manila,deskotp,audience_network,right_column,IMAGE,,,,,,,,,124,1,0,0.073395,PHP,ACTIVE,VALIDATED,,2025-12-21T09:00:00+00:00,row_wj8mlls791tl,hash_fvdt0wyoqq3c4h,meta_20251221_09.csv,2025-12-21T21:00:00+00:00
meta_acct_12,meta_camp_76,meta_adset_114,meta_ad_123,meta_cr_595,2025-09-30 06:00:00,Asia/Singapore,desktop,facebook,search_results,IMAGE,,,,,,,,,77,5,0,0.15277,EUR,ACTIVE,VALIDATED,,2025-09-29T22:00:00+00:00,row_i3fdl3q7zzuw,hash_b0mq2pyx0e54f1,meta_20250929_22.csv,2025-09-29T22:27:00+00:00
meta_acct_7,meta_camp_68,meta_adset_36,meta_ad_298,meta_cr_2156,2025-10-24 09:00:00,,unknown,instagram,right_column,REELS,12.0,19.0,40.0,34.0,13.0,6.0,9.0,2.11,270,400,93,0.108083,AUD,ACTIVE,VALIDATED,,2025-10-24T01:00:00+00:00,row_13su216pbie7,hash_jozn5wldr6fayy,meta_20251024_01.csv,2025-10-24T02:05:00+00:00
meta_acct_14,meta_camp_88,meta_adset_66,meta_ad_662,meta_cr_1567,2026-01-02 21:00:00,,MOBILE,instagram,right_column,REELS,90.0,28.0,11.0,40.0,16.0,20.0,9.0,50.8,196,0,0,0.164913,PHP,ACTIVE,VALIDATED,,2026-01-02T13:00:00+00:00,row_32z5m4e6ylye,hash_0nwf4ix6935enp,meta_20260102_13.csv,2026-01-02T19:46:00+00:00
meta_acct_11,meta_camp_83,meta_adset_181,meta_ad_869,meta_cr_309,2025-12-08 05:00:00,Asia/Manila,MOBILE,audience_network,search_results,REELZ,20.0,66.0,89.0,19.0,16.0,25.0,44.0,12.59,363,4,0,0.191704,USD,PAUSED,PUBLISHED,,2025-12-07T21:00:00+00:00,row_dqke1bhua8xw,hash_mc0wrmrv0vepby,meta_20251207_21.csv,2025-12-08T09:45:00+00:00
meta_acct_1,meta_camp_17,meta_adset_240,meta_ad_358,meta_cr_386,2025-12-09 07:00:00,Asia/Manila,MOBILE,facebook,stories,IMAGE,,,,,,,,,183,254,45,0.015321,AUD,LIMITED,PUBLISHED,,2025-12-08T23:00:00+00:00,row_cza42cb8qqcj,hash_rpv43yhkk2zpow,meta_20251208_23.csv,2025-12-09T11:07:00+00:00
meta_acct_14,meta_camp_25,meta_adset_20,meta_ad_167,meta_cr_43,2025-10-11 20:00:00,Asia/Singapore,unknown,facebook,right_column,REELZ,,8.0,3.0,5.0,3.0,4.0,4.0,,54,1,0,0.03012,SGD,ACTIVE,QUARANTINED,MISSING_VIDEO_DURATION,2025-10-11T12:00:00+00:00,row_w138l5o5kaj0,hash_wq6xk9qxg4pho0,meta_20251011_12.csv,2025-10-12T12:07:00+00:00
meta_acct_14,meta_camp_85,meta_adset_75,meta_ad_42,meta_cr_224,2026-01-12 15:00:00,Asia/Manila,unknown,instagram,in_stream,VIDEO,15.0,9.0,6.0,9.0,6.0,7.0,0.0,2.65,251,18,5,0.165899,PHP,DRAFT,PUBLISHED,,2026-01-12T07:00:00+00:00,row_34e9cvmxrcub,hash_rh8z56lywucg8e,meta_20260112_07.csv,2026-01-12T07:12:00+00:00
meta_acct_5,meta_camp_4,meta_adset_15,meta_ad_389,meta_cr_2155,2025-11-20 04:00:00,,unknown,audience_network,in_stream,STORY,,,,,,,,,296,338,234,0.114376,USD,PAUSED,ENRICHED,,2025-11-19T20:00:00+00:00,row_mlxspe4zvazs,hash_0ncx8zs8lg6547,meta_20251119_20.csv,2025-11-19T20:40:00+00:00
meta_acct_12,meta_camp_47,meta_adset_110,meta_ad_1341,meta_cr_1635,2025-12-02 20:00:00,,deskotp,audience_network,search_results,VIDEO,20.0,191.0,113.0,145.0,164.0,125.0,,8.28,778,5,4,0.1327,AUD,ACTIVE,ENRICHED,,2025-12-02T12:00:00+00:00,row_br2k9nyo8mh6,hash_odm7o1p2w9v9uv,meta_20251202_12.csv,2025-12-02T13:22:00+00:00
meta_acct_3,meta_camp_49,meta_adset_399,meta_ad_839,meta_cr_1902,2025-12-22 04:00:00,Asia/Singapore,desktop,instagram,stories,VIDEO,8.0,24.0,30.0,22.0,24.0,10.0,35.0,1.37,225,3,1,0.108287,USD,ACTIVE,PUBLISHED,,2025-12-21T20:00:00+00:00,row_tkagsmhgzd66,hash_ii6u46tr8fmtr6,meta_20251221_20.csv,2025-12-22T08:43:00+00:00
meta_acct_20,meta_camp_38,meta_adset_391,meta_ad_33,meta_cr_1636,2025-10-23 18:00:00,Asia/Manila,deskotp,audience_network,stories,VIDEO,,28.0,21.0,16.0,15.0,23.0,4.0,,166,9,2,0.081059,EUR,ACTIVE,PUBLISHED,,2025-10-23T10:00:00+00:00,row_zmz3b7vnchq2,hash_h0jk3utono3i4h,meta_20251023_10.csv,2025-10-23T16:51:00+00:00
meta_acct_10,meta_camp_110,meta_adset_367,meta_ad_871,meta_cr_2441,2025-10-15 13:00:00,Asia/Manila,unknown,facebook,search_results,UNKNOWN,,,,,,,,,149,6,4,0.032811,EUR,ACTIVE,VALIDATED,,2025-10-15T05:00:00+00:00,row_obfzpa2t55d9,hash_11ygboj6i80aar,meta_20251015_05.csv,2025-10-15T05:09:00+00:00
meta_acct_20,meta_camp_105,meta_adset_310,meta_ad_1387,meta_cr_1416,2026-01-11 19:00:00,Asai/Manila,unknown,facebook,feed,UNKNOWN,,,,,,,,,292,9,3,0.072514,SGD,PAUSED,VALIDATED,,2026-01-11T11:00:00+00:00,row_f634xsou3koc,hash_jsy9byfgkym94s,meta_20260111_11.csv,2026-01-11T23:08:00+00:00
meta_acct_8,meta_camp_86,meta_adset_362,meta_ad_563,meta_cr_439,2025-11-24 18:00:00,Asia/Singapore,moblie,facebook,reels,IMAGE,,,,,,,,,41,3,2,-0.020572,PHP,ACTIVE,VALIDATED,,2025-11-24T10:00:00+00:00,row_z9gmk94cf65a,hash_pq0m6k1s4r8v5x,meta_20251124_10.csv,2025-11-24T10:19:00+00:00
meta_acct_15,meta_camp_117,meta_adset_138,meta_ad_1458,meta_cr_2151,2026-01-07 06:00:00,Asai/Manila,mobile,audience_network,search_results,REELZ,6.0,15.0,8.0,24.0,15.0,14.0,20.0,2.37,112,1,0,0.133383,AUD,DRAFT,RECEIVED,,2026-01-06T22:00:00+00:00,row_1c15a0q6wbzb,hash_dko1qdy65ir467,meta_20260106_22.csv,2026-01-07T10:03:00+00:00
meta_acct_13,meta_camp_51,meta_adset_266,meta_ad_895,meta_cr_592,2025-11-03 17:00:00,Asia/Manila,unknown,facebook,feed,VIDEO,45.0,23.0,11.0,15.0,7.0,6.0,3.0,19.85,329,51,34,0.386223,PHP,DISAPPROVED,ENRICHED,,2025-11-03T09:00:00+00:00,row_ca0prs7hpn6e,hash_is0998xeenl78m,meta_20251103_09.csv,2025-11-03T09:10:00+00:00
meta_acct_18,meta_camp_87,meta_adset_151,meta_ad_220,meta_cr_927,2025-12-14 00:00:00,Asia/Manila,desktop,facebook,right_column,CAROUSEL,,,,,,,,,71,1,0,0.057929,PHP,PAUSED,VALIDATED,,2025-12-13T16:00:00+00:00,row_1kwhgr44399i,hash_1a2hpdgwtk8swj,meta_20251213_16.csv,2025-12-13T16:08:00+00:00
meta_acct_18,meta_camp_7,meta_adset_227,meta_ad_725,meta_cr_650,2025-11-04 11:00:00,Asia/Singapore,unknown,facebook,right_column,REELZ,20.0,17.0,4.0,15.0,5.0,6.0,4.0,7.26,110,0,0,0.068915,USD,LIMITED,VALIDATED,,2025-11-04T03:00:00+00:00,row_5z9yjcrhnsj5,hash_3nfcztizk7h6d6,meta_20251104_03.csv,2025-11-05T03:26:00+00:00
meta_acct_13,meta_camp_120,meta_adset_68,meta_ad_304,meta_cr_1711,2025-11-19 13:00:00,,desktop,audience_network,stories,VIDEO,8.0,123.0,55.0,20.0,32.0,45.0,5.0,3.95,491,18,6,0.273121,AUD,ACTIVE,PUBLISHED,,2025-11-19T05:00:00+00:00,row_z3h3y6dp17zc,hash_sbxtuhsrjlcgea,meta_20251119_05.csv,2025-11-19T05:01:00+00:00
