ad_account_id,campaign_id,ad_group_id,pin_promotion_id,pin_id,date,hour,timezone,device_type,surface,creative_type,video_duration_seconds,impressions,clicks,spend,currency_code,saves,outbound_clicks,pipeline_status,ad_state,quarantine_reason,ingested_at,row_id,row_hash,source_file,ingested_at_utc
pin_acct_19,pin_camp_32,pin_grp_14,pin_prom_2171,pin_1505,2025-10-05,10,utc,DESKTOP,search,VIDEO,,228,2,0.113505,USD,5,0,PUBLISHED,ACTIVE,,2025-10-06T10:00:00+00:00,row_zwyblufz7rcg,hash_ngxom9vblk2q5v,pinterest_20251005_10.csv,2025-10-05T10:49:00+00:00
pin_acct_12,pin_camp_92,pin_grp_56,pin_prom_1371,pin_3971,2025-10-02,11,,MOBILE,search,VIDEO,,223,7,0.049604,PHP,8,3,VALIDATED,ARCHIVED,,2025-10-02T12:00:00+00:00,row_6luetturq4z9,hash_sbcsc3zzvpmds8,pinterest_20251002_11.csv,2025-10-02T13:14:00+00:00
pin_acct_5,pin_camp_157,pin_grp_51,pin_prom_109,pin_3776,2025-10-27,6,Asia/Manila,TABLET,search,SHOPPING,,91,2,0.061445,PHP,1,0,VALIDATED,ARCHIVED,,2025-10-27T07:00:00+00:00,row_lx3oso423nmv,hash_tk912qnov9lq9x,pinterest_20251027_06.csv,2025-10-28T06:10:00+00:00
pin_acct_5,pin_camp_75,pin_grp_292,pin_prom_1981,pin_3688,2025-09-26,4,UTC,MOBILE,homefeed,STANDARD,,248,7,0.379337,USD,1,0,RECEIVED,ACTIVE,,2025-09-26T04:00:00+00:00,row_erwag1u471o8,hash_0kjiv1gslq5is7,pinterest_20250926_04.csv,2025-09-26T04:08:00+00:00
pin_acct_19,pin_camp_36,pin_grp_46,pin_prom_1844,,2025-09-24,21,,MOBILE,related_pins,SHOPPING,,55,1,0.043519,PHP,0,0,VALIDATED,ACTIVE,,2025-09-24T21:00:00+00:00,row_isr5wjsui9hl,hash_3m4vxg0frh3ppr,pinterest_20250924_21.csv,2025-09-24T21:49:00+00:00
pin_acct_17,pin_camp_62,pin_grp_379,pin_prom_957,,2026-01-05,4,UTC,DESKTOP,homefeed,STANDARD,,87,0,0.00824,PHP,4,0,VALIDATED,ACTIVE,,2026-01-05T16:00:00+00:00,row_rnulqez9kxsj,hash_gjyz3bh1znkwcy,pinterest_20260105_04.csv,2026-01-07T04:55:00+00:00
pin_acct_1,pin_camp_1,pin_grp_421,pin_prom_1965,,2025-09-26,3,Asia/Manila,TABLET,related_pins,CAROUSEL,,62,0,0.052394,USD,0,0,ENRICHED,ACTIVE,,2025-09-26T04:00:00+00:00,row_m6wzdzzpka65,hash_9j6emwexr6ylhz,pinterest_20250926_03.csv,2025-09-26T09:52:00+00:00
pin_acct_5,pin_camp_144,pin_grp_574,pin_prom_801,pin_1280,2025-11-28,23,Asia/Manila,DESKTOP,homefeed,CAROUSEL,,379,12,0.221486,USD,20,7,VALIDATED,ACTIVE,,2025-11-28T23:00:00+00:00,row_f2fqh0pvtklf,hash_8fjlsta82ektkw,pinterest_20251128_23.csv,2025-11-28T23:15:00+00:00
pin_acct_14,pin_camp_147,pin_grp_429,pin_prom_2302,,2025-09-27,14,utc,MOBLIE,search,SHOPPING,,369,18,0.212077,USD,4,12,ENRICHED,DRAFT,,2025-09-27T14:00:00+00:00,row_cvlqr2ruuddu,hash_a44ar47vbukqpn,pinterest_20250927_14.csv,2025-09-27T16:58:00+00:00
pin_acct_3,pin_camp_73,pin_grp_28,pin_prom_602,pin_58,2025-10-08,10,,MOBLIE,related_pins,UNKNOWN,,186,8,0.095036,SGD,5,6,ENRICHED,DRAFT,,2025-10-09T10:00:00+00:00,row_nakifq2w9pzu,hash_0rbn0vli0fr0qm,pinterest_20251008_10.csv,2025-10-10T10:07:00+00:00
pin_acct_6,pin_camp_138,pin_grp_38,pin_prom_507,pin_1491,2025-11-29,9,utc,TABLET,homefeed,SHOPPING,,60,6,0.006796,SGD,1,4,PUBLISHED,ACTIVE,,2025-11-29T09:00:00+00:00,row_u6kb93qslu53,hash_7kvjkgq5pki4sh,pinterest_20251129_09.csv,2025-11-30T09:52:00+00:00
pin_acct_18,pin_camp_41,pin_grp_363,pin_prom_1980,,2025-10-08,16,UTC,TABLET,homefeed,STANDARD,,29,2,0.014406,USD,0,1,ENRICHED,ACTIVE,,2025-10-08T17:00:00+00:00,row_68nm74u37h1j,hash_82389trxdimqvx,pinterest_20251008_16.csv,2025-10-09T16:20:00+00:00
pin_acct_8,pin_camp_96,pin_grp_201,pin_prom_128,pin_3983,2025-10-10,13,,MOBLIE,related_pins,CAROUSEL,,90,0,0.043502,PHP,0,0,PUBLISHED,ACTIVE,,2025-10-10T14:00:00+00:00,row_yh8wexlowe11,hash_2byvqcpen25s7l,pinterest_20251010_13.csv,2025-10-11T01:32:00+00:00
pin_acct_15,pin_camp_72,pin_grp_446,pin_prom_248,,2025-09-21,23,,MOBILE,homefeed,SHOPPING,,780,39,0.294416,SGD,73,9,RECEIVED,ACTIVE,,2025-09-22T00:00:00+00:00,row_wffo5j973jm0,hash_rm9mk5zq647hrs,pinterest_20250921_23.csv,2025-09-22T23:39:00+00:00
pin_acct_2,pin_camp_6,pin_grp_71,pin_prom_494,pin_1910,2026-01-03,17,utc,TABLET,search,STANDARD,,261,9,0.139055,USD,1,8,VALIDATED,PAUSED,,2026-01-03T17:00:00+00:00,row_juza78ytpt3j,hash_om2bhk2ctvtmy7,pinterest_20260103_17.csv,2026-01-04T05:42:00+00:00
pin_acct_14,pin_camp_158,pin_grp_118,pin_prom_1328,pin_3255,2025-09-23,23,utc,MOBILE,search,VIDEO,60.0,190,5,0.068902,USD,3,3,ENRICHED,ACTIVE,,2025-09-24T23:00:00+00:00,row_ifzvya5ubuc1,hash_0ewuig0ia0w0ao,pinterest_20250923_23.csv,2025-09-24T00:01:00+00:00
pin_acct_18,pin_camp_66,pin_grp_458,pin_prom_2037,pin_1128,2025-12-16,5,Asia/Manila,MOBILE,related_pins,STANDARD,,190,14,0.123752,AUD,8,5,VALIDATED,ACTIVE,,2025-12-16T06:00:00+00:00,row_51ojaxq5gd92,hash_r1pr4w20a40fk0,pinterest_20251216_05.csv,2025-12-16T05:54:00+00:00
pin_acct_18,pin_camp_120,pin_grp_107,pin_prom_1155,,2025-12-28,20,Asia/Manila,MOBLIE,related_pins,SHOPPING,,99,1,0.040689,EUR,3,0,PUBLISHED,ACTIVE,,2025-12-28T21:00:00+00:00,row_h1kpo9aiqd3o,hash_34h1xrtj18pmdt,pinterest_20251228_20.csv,2025-12-29T08:20:00+00:00
pin_acct_10,pin_camp_92,pin_grp_148,pin_prom_1633,pin_3540,2026-01-15,19,utc,DESKTOP,search,VIDEO,20.0,347,0,0.362321,PHP,9,0,QUARANTINED,PAUSED,,2026-01-15T19:00:00+00:00,row_dctdug7k96xf,hash_yqvh8u94t68dt5,pinterest_20260115_19.csv,2026-01-16T07:10:00+00:00
pin_acct_1,pin_camp_129,pin_grp_419,pin_prom_384,,2025-09-19,6,utc,TABLET,search,UNKNOWN,,401,1,0.299152,USD,16,0,VALIDATED,ACTIVE,,2025-09-19T18:00:00+00:00,row_9kj5blpc7jhx,hash_vcgtji9qyezpgw,pinterest_20250919_06.csv,2025-09-19T07:20:00+00:00
pin_acct_3,pin_camp_124,pin_grp_461,pin_prom_1800,pin_2802,2025-10-31,13,UTC,TABLET,homefeed,SHOPPING,,156,3,-0.004168,PHP,6,1,PUBLISHED,LIMITED,,2025-10-31T13:00:00+00:00,row_y887xpe9uhzv,hash_ycnpn683xxly9x,pinterest_20251031_13.csv,2025-10-31T14:16:00+00:00
pin_acct_5,pin_camp_124,pin_grp_460,pin_prom_1717,pin_309,2025-10-29,15,,MOBILE,search,UNKNOWN,,169,7,0.083787,USD,3,5,QUARANTINED,ACTIVE,,2025-10-29T16:00:00+00:00,row_8frwuyjawt3q,hash_k4hun70bw5ewcq,pinterest_20251029_15.csv,2025-10-29T15:46:00+00:00
pin_acct_15,pin_camp_60,pin_grp_501,pin_prom_1323,pin_2902,2025-10-06,11,,MOBLIE,homefeed,CAROUSEL,,525,25,0.026453,AUD,16,24,PUBLISHED,PAUSED,,2025-10-06T23:00:00+00:00,row_gkkywuahwl0e,hash_nveil54hrwptb2,pinterest_20251006_11.csv,2025-10-06T11:25:00+00:00
pin_acct_10,pin_camp_98,pin_grp_23,pin_prom_1998,,2025-10-12,2,utc,TABLET,search,VIDEO,90.0,119,13,0.017189,PHP,1,8,QUARANTINED,ACTIVE,,2025-10-12T02:00:00+00:00,row_ulxqqpgrof17,hash_dsbzce6lf2ntqx,pinterest_20251012_02.csv,2025-10-13T02:47:00+00:00
pin_acct_6,pin_camp_107,pin_grp_76,pin_prom_152,pin_3133,2025-12-01,20,UTC,TABLET,related_pins,CAROUSEL,,51,1,0.024054,EUR,0,0,VALIDATED,PAUSED,,2025-12-02T20:00:00+00:00,row_l18y1hb4mka5,hash_6cat7q1526xphy,pinterest_20251201_20.csv,2025-12-03T20:28:00+00:00
pin_acct_17,pin_camp_143,pin_grp_504,pin_prom_1612,,2025-12-25,3,Asia/Manila,DESKTOP,homefeed,STANDARD,,41,1,0.024572,AUD,0,0,VALIDATED,ACTIVE,,2025-12-25T03:00:00+00:00,row_j57y29zj2crr,hash_o7hwsp3nyjbyl8,pinterest_20251225_03.csv,2025-12-25T15:53:00+00:00
pin_acct_18,pin_camp_97,pin_grp_253,pin_prom_1939,,2025-12-08,3,,DESKTOP,related_pins,STANDARD,,624,31,0.056484,PHP,33,10,QUARANTINED,DRAFT,,2025-12-08T15:00:00+00:00,row_45cql16t99qv,hash_up2j3tdfqhda97,pinterest_20251208_03.csv,2025-12-08T03:10:00+00:00
pin_acct_3,pin_camp_5,pin_grp_332,pin_prom_1315,,2025-11-23,20,Asia/Manila,MOBLIE,search,CAROUSEL,,97,0,0.060199,USD,4,0,RECEIVED,ACTIVE,,2025-11-24T08:00:00+00:00,row_1c4lmjjdflkz,hash_51xof6cpb8l45u,pinterest_20251123_20.csv,2025-11-23T21:34:00+00:00
pin_acct_20,pin_camp_49,pin_grp_95,pin_prom_2166,,2025-10-31,20,Asia/Manila,DESKTOP,search,UNKNOWN,,136,1,0.04076,EUR,8,0,VALIDATED,DRAFT,,2025-11-01T08:00:00+00:00,row_zvu3l99tbyb0,hash_kxj5mwhng1npqm,pinterest_20251031_20.csv,2025-10-31T21:52:00+00:00
pin_acct_17,pin_camp_105,pin_grp_447,pin_prom_2316,,2025-10-12,7,Asia/Manila,MOBILE,homefeed,CAROUSEL,,105,6,0.06951,EUR,5,2,VALIDATED,ACTIVE,,2025-10-12T19:00:00+00:00,row_f89shgowossw,hash_pjbsgwuncignae,pinterest_20251012_07.csv,2025-10-12T09:47:00+00:00
pin_acct_4,pin_camp_24,pin_grp_183,pin_prom_1072,pin_435,2025-09-23,21,UTC,TABLET,search,UNKNOWN,,334,41,-0.065191,PHP,2,14,PUBLISHED,ACTIVE,,2025-09-23T22:00:00+00:00,row_dzkg1fwyed98,hash_7s2li5tyir6d0r,pinterest_20250923_21.csv,2025-09-24T03:41:00+00:00
pin_acct_20,pin_camp_134,pin_grp_556,pin_prom_364,pin_2535,2025-12-13,17,,MOBILE,homefeed,VIDEO,,212,6,0.180096,AUD,3,3,ENRICHED,ACTIVE,,2025-12-13T18:00:00+00:00,row_yqzxtlxc6usd,hash_096l7gpn80vc58,pinterest_20251213_17.csv,2025-12-13T17:44:00+00:00
pin_acct_9,pin_camp_28,pin_grp_396,pin_prom_1434,pin_2030,2025-12-09,12,,TABLET,homefeed,UNKNOWN,,257,1,0.103973,USD,1,0,VALIDATED,PAUSED,,2025-12-09T12:00:00+00:00,row_s1lpup7y5pzj,hash_79g29hblnswtql,pinterest_20251209_12.csv,2025-12-10T00:47:00+00:00
pin_acct_11,pin_camp_120,pin_grp_587,pin_prom_75,,2025-12-18,12,UTC,DESKTOP,related_pins,STANDARD,,223,2,0.23364,PHP,0,1,VALIDATED,PAUSED,,2025-12-19T12:00:00+00:00,row_4n5ooev86fpd,hash_vna395u3ojzan9,pinterest_20251218_12.csv,2025-12-19T12:18:00+00:00
pin_acct_14,pin_camp_23,pin_grp_88,pin_prom_1950,,2025-10-13,11,utc,DESKTOP,search,CAROUSEL,,459,20,0.121667,AUD,9,3,RECEIVED,ACTIVE,,2025-10-13T23:00:00+00:00,row_q0i829seikie,hash_y5hpn946t2vz35,pinterest_20251013_11.csv,2025-10-15T11:06:00+00:00
pin_acct_4,pin_camp_30,pin_grp_38,pin_prom_668,,2025-12-27,0,UTC,MOBLIE,search,SHOPPING,,167,10,0.122533,USD,1,2,ENRICHED,ACTIVE,,2025-12-27T12:00:00+00:00,row_4apfgw6vt5tn,hash_fyzo4ihzawd7rn,pinterest_20251227_00.csv,2025-12-29T00:19:00+00:00
pin_acct_13,pin_camp_139,pin_grp_59,pin_prom_958,pin_487,2025-11-16,15,utc,DESKTOP,search,STANDARD,,200,2,0.214591,PHP,0,1,PUBLISHED,ACTIVE,,2025-11-17T03:00:00+00:00,row_kf8azvcpo3ef,hash_17ftbtwzez6wwb,pinterest_20251116_15.csv,2025-11-16T16:49:00+00:00
pin_acct_9,pin_camp_110,pin_grp_472,pin_prom_2147,,2025-12-23,18,utc,MOBLIE,related_pins,UNKNOWN,,467,9,0.247705,AUD,8,3,VALIDATED,DRAFT,,2025-12-23T18:00:00+00:00,row_u01y0dvdkgje,hash_3e6rlr4dc7nx3x,pinterest_20251223_18.csv,2025-12-25T18:30:00+00:00
pin_acct_15,pin_camp_76,pin_grp_47,pin_prom_578,pin_1852,2025-11-06,17,Asia/Manila,TABLET,homefeed,CAROUSEL,,484,22,0.083136,AUD,10,4,VALIDATED,ACTIVE,,2025-11-06T17:00:00+00:00,row_smq01c4osrz1,hash_qlf6qg34g7jhm9,pinterest_20251106_17.csv,2025-11-06T17:08:00+00:00
pin_acct_16,pin_camp_87,pin_grp_160,pin_prom_1981,,2025-11-18,22,Asia/Manila,MOBILE,search,UNKNOWN,,75,3,0.11747,PHP,3,0,ENRICHED,ACTIVE,,2025-11-18T23:00:00+00:00,row_3gvbfk72fgge,hash_js397q5vc2lf0k,pinterest_20251118_22.csv,2025-11-18T23:30:00+00:00
pin_acct_2,pin_camp_33,pin_grp_539,pin_prom_643,pin_1379,2025-11-14,8,,MOBILE,related_pins,UNKNOWN,,153,6,0.10527,PHP,2,3,VALIDATED,ACTIVE,,2025-11-14T09:00:00+00:00,row_6yzoqjc0bnyq,hash_nl5wfxrtbnzpw4,pinterest_20251114_08.csv,2025-11-14T08:18:00+00:00
pin_acct_9,pin_camp_117,pin_grp_204,pin_prom_1904,pin_2122,2025-10-05,10,,TABLET,related_pins,STANDARD,,250,11,0.251185,usd,16,7,PUBLISHED,ACTIVE,,2025-10-05T10:00:00+00:00,row_5j7cr3cv83o2,hash_ub2l6gcgdix6nr,pinterest_20251005_10.csv,2025-10-05T22:28:00+00:00
pin_acct_9,pin_camp_123,pin_grp_8,pin_prom_1767,pin_1932,2025-11-10,11,UTC,DESKTOP,related_pins,CAROUSEL,,167,7,0.159906,USD,3,3,ENRICHED,ACTIVE,,2025-11-10T23:00:00+00:00,row_er6cmaqb10bn,hash_xv9skt1t4cn3xj,pinterest_20251110_11.csv,2025-11-10T23:33:00+00:00
pin_acct_1,pin_camp_138,pin_grp_451,pin_prom_2371,,2025-12-23,12,Asia/Manila,TABLET,related_pins,UNKNOWN,,128,4,0.094251,PHP,5,2,PUBLISHED,ACTIVE,,2025-12-24T12:00:00+00:00,row_67um1pueqp94,hash_te9hj2e4a6ixgm,pinterest_20251223_12.csv,2025-12-25T12:21:00+00:00
pin_acct_15,pin_camp_65,pin_grp_445,pin_prom_72,,2026-01-08,5,UTC,TABLET,search,STANDARD,,348,1,0.158071,USD,1,0,PUBLISHED,ACTIVE,,2026-01-08T06:00:00+00:00,row_hdbkgq282chn,hash_iuvsg2z0em7b2l,pinterest_20260108_05.csv,2026-01-08T05:14:00+00:00
pin_acct_16,pin_camp_116,pin_grp_129,pin_prom_189,pin_2953,2025-11-19,16,UTC,TABLET,homefeed,UNKNOWN,,36,1,0.01113,PHP,0,0,VALIDATED,ACTIVE,,2025-11-20T04:00:00+00:00,row_c5num12o4yby,hash_cgdm8poa6wb6rh,pinterest_20251119_16.csv,2025-11-21T16:23:00+00:00
pin_acct_8,pin_camp_82,pin_grp_555,pin_prom_1239,pin_1491,2025-10-14,11,Asia/Manila,MOBILE,search,SHOPPING,,631,4,0.140925,PHP,26,0,ENRICHED,ACTIVE,,2025-10-14T11:00:00+00:00,row_9c2qracw9ava,hash_ab7jieixv0tqij,pinterest_20251014_11.csv,2025-10-14T11:38:00+00:00
pin_acct_6,pin_camp_127,pin_grp_183,pin_prom_1697,pin_875,2025-11-19,5,Asia/Manila,MOBILE,related_pins,UNKNOWN,,421,13,0.356109,USD,9,8,VALIDATED,ACTIVE,,2025-11-19T05:00:00+00:00,row_m82qdlqc3dga,hash_4b3lvpgcsm87j4,pinterest_20251119_05.csv,2025-11-19T05:53:00+00:00
pin_acct_1,pin_camp_137,pin_grp_443,pin_prom_915,pin_3297,2025-09-26,0,UTC,TABLET,related_pins,CAROUSEL,,269,7,0.079569,PHP,3,3,ENRICHED,ACTIVE,,2025-09-26T01:00:00+00:00,row_8y23fxqv0naj,hash_oi9yuy8cbrp8u6,pinterest_20250926_00.csv,2025-09-26T00:55:00+00:00
pin_acct_5,pin_camp_149,pin_grp_450,pin_prom_850,pin_639,2025-10-05,8,Asia/Manila,MOBLIE,search,CAROUSEL,,184,8,0.20584,USD,4,6,VALIDATED,ACTIVE,,2025-10-05T09:00:00+00:00,row_fcuzoxcwt78c,hash_xwhb5v6i67y6ox,pinterest_20251005_08.csv,2025-10-07T08:32:00+00:00
pin_acct_2,pin_camp_91,pin_grp_455,pin_prom_2290,pin_1626,2025-10-31,10,Asia/Manila,MOBLIE,related_pins,SHOPPING,,158,3,0.076356,PHP,3,2,ENRICHED,ACTIVE,,2025-10-31T11:00:00+00:00,row_e5iwzg0v6c2z,hash_qi05k6s9h7wnq6,pinterest_20251031_10.csv,2025-11-02T10:57:00+00:00
pin_acct_3,pin_camp_76,pin_grp_310,pin_prom_1325,,2025-09-23,8,UTC,MOBILE,search,VIDEO,,191,10,0.027059,PHP,3,1,ENRICHED,ACTIVE,,2025-09-23T08:00:00+00:00,row_esh13pa6nwp4,hash_ks146g9n7pa6bv,pinterest_20250923_08.csv,2025-09-23T10:24:00+00:00
pin_acct_15,pin_camp_125,pin_grp_253,pin_prom_799,pin_3530,2025-12-04,17,utc,MOBLIE,homefeed,SHOPPING,,263,2,0.319327,EUR,1,0,RECEIVED,PAUSED,,2025-12-05T05:00:00+00:00,row_o97wvv1rsfdh,hash_bbol5mz98h9kkt,pinterest_20251204_17.csv,2025-12-04T17:05:00+00:00
pin_acct_6,pin_camp_126,pin_grp_500,pin_prom_2035,pin_288,2025-12-10,20,,DESKTOP,homefeed,CAROUSEL,,111,1,0.034008,SGD,5,0,VALIDATED,ACTIVE,,2025-12-10T21:00:00+00:00,row_mklatngk9bet,hash_deyngay7fiigmz,pinterest_20251210_20.csv,2025-12-11T20:29:00+00:00
pin_acct_2,pin_camp_148,pin_grp_299,pin_prom_1762,pin_1252,2025-09-23,5,,DESKTOP,homefeed,SHOPPING,,464,11,0.201287,PHP,38,3,VALIDATED,ACTIVE,,2025-09-24T05:00:00+00:00,row_zdxlcm7h3rmp,hash_i4q2z4sthlsyss,pinterest_20250923_05.csv,2025-09-23T07:25:00+00:00
pin_acct_12,pin_camp_50,pin_grp_584,pin_prom_86,,2026-01-05,5,UTC,MOBILE,search,UNKNOWN,,100,0,0.048189,USD,3,0,VALIDATED,DISAPPROVED,,2026-01-05T05:00:00+00:00,row_t7dxhpgfsfig,hash_doj3b7qlricj8p,pinterest_20260105_05.csv,2026-01-05T17:14:00+00:00
pin_acct_5,pin_camp_9,pin_grp_167,pin_prom_503,,2025-10-22,23,utc,MOBILE,search,SHOPPING,,533,10,0.274241,PHP,4,3,VALIDATED,ACTIVE,,2025-10-23T23:00:00+00:00,row_sfn0vg4bnawp,hash_m20w38vs7t88uo,pinterest_20251022_23.csv,2025-10-23T23:10:00+00:00
pin_acct_19,pin_camp_41,pin_grp_20,pin_prom_1651,pin_1647,2025-10-16,23,Asia/Manila,DESKTOP,search,UNKNOWN,,196,6,0.151159,EUR,5,1,ENRICHED,ACTIVE,,2025-10-16T23:00:00+00:00,row_gs9ydrkwgfya,hash_3fe66s2ebr3650,pinterest_20251016_23.csv,2025-10-17T11:49:00+00:00
pin_acct_5,pin_camp_19,pin_grp_559,pin_prom_173,pin_1652,2025-12-16,6,utc,MOBLIE,search,VIDEO,,42,3,0.08974,USD,1,0,PUBLISHED,ACTIVE,,2025-12-16T06:00:00+00:00,row_aygnsia37cs7,hash_woiswwarcgyemo,pinterest_20251216_06.csv,2025-12-18T06:30:00+00:00
pin_acct_9,pin_camp_98,pin_grp_7,pin_prom_754,,2026-01-13,8,utc,MOBILE,homefeed,STANDARD,,277,7,0.126462,USD,5,3,ENRICHED,ACTIVE,,2026-01-14T08:00:00+00:00,row_wmpulhr2zglw,hash_tcp8kfa2vulx40,pinterest_20260113_08.csv,2026-01-14T08:47:00+00:00
pin_acct_2,pin_camp_10,pin_grp_90,pin_prom_1616,pin_2529,2025-12-20,0,utc,DESKTOP,homefeed,STANDARD,,437,22,0.034288,USD,0,8,PUBLISHED,ACTIVE,,2025-12-20T12:00:00+00:00,row_ghoq2b2kiqta,hash_0x55dm1soz6mh1,pinterest_20251220_00.csv,2025-12-20T12:42:00+00:00
pin_acct_4,pin_camp_127,pin_grp_364,pin_prom_346,,2025-12-14,5,,TABLET,related_pins,STANDARD,,202,1,0.184609,EUR,0,0,PUBLISHED,LIMITED,,2025-12-14T06:00:00+00:00,row_r4n05ubtgbn1,hash_ndja3blgwtc4gk,pinterest_20251214_05.csv,2025-12-14T05:09:00+00:00
pin_acct_19,pin_camp_99,pin_grp_460,pin_prom_283,pin_260,2025-12-26,9,utc,DESKTOP,related_pins,VIDEO,45.0,299,14,0.18473,USD,3,5,PUBLISHED,ACTIVE,,2025-12-26T09:00:00+00:00,row_jw3y5vys9hi7,hash_72ginugcfw01je,pinterest_20251226_09.csv,2025-12-28T09:42:00+00:00
pin_acct_12,pin_camp_95,pin_grp_152,pin_prom_497,pin_3787,2026-01-07,15,utc,DESKTOP,related_pins,STANDARD,,342,13,0.016392,USD,16,9,RECEIVED,ACTIVE,,2026-01-07T16:00:00+00:00,row_xo7f5puxm4i9,hash_63ot387u1sxbmv,pinterest_20260107_15.csv,2026-01-09T15:42:00+00:00
pin_acct_5,pin_camp_94,pin_grp_272,pin_prom_1352,pin_1891,2025-10-26,18,Asia/Manila,DESKTOP,search,STANDARD,,53,1,0.030085,PHP,0,0,PUBLISHED,ACTIVE,,2025-10-26T18:00:00+00:00,row_kyrvyts4x9di,hash_cfaam9mwxogms0,pinterest_20251026_18.csv,2025-10-27T00:03:00+00:00
pin_acct_2,pin_camp_8,pin_grp_31,pin_prom_1860,pin_613,2025-11-03,11,Asia/Manila,DESKTOP,related_pins,VIDEO,,741,28,0.481431,EUR,38,13,PUBLISHED,PAUSED,,2025-11-03T23:00:00+00:00,row_cbzyqe8lkypq,hash_38l2ip2qpfqru8,pinterest_20251103_11.csv,2025-11-03T12:47:00+00:00
pin_acct_13,pin_camp_70,pin_grp_137,pin_prom_1430,pin_2511,2025-09-27,11,,MOBILE,homefeed,SHOPPING,,34,0,0.006945,USD,0,0,QUARANTINED,ACTIVE,,2025-09-27T12:00:00+00:00,row_n784tyjdcko2,hash_3d5jv0pr17wepp,pinterest_20250927_11.csv,2025-09-29T11:36:00+00:00
pin_acct_9,pin_camp_12,pin_grp_186,pin_prom_1542,pin_1046,2025-11-10,11,Asia/Manila,DESKTOP,search,CAROUSEL,,65,1,0.039957,PHP,1,0,ENRICHED,PAUSED,,2025-11-10T23:00:00+00:00,row_utjr2qrzaj07,hash_8jjzd27mjjo2sy,pinterest_20251110_11.csv,2025-11-10T17:16:00+00:00
pin_acct_17,pin_camp_24,pin_grp_79,pin_prom_1300,,2025-10-19,22,Asia/Manila,TABLET,search,CAROUSEL,,63,0,0.077943,USD,0,0,QUARANTINED,PAUSED,,2025-10-20T22:00:00+00:00,row_zrkc766ld0wy,hash_b467otlxrryo1e,pinterest_20251019_22.csv,2025-10-20T10:23:00+00:00
pin_acct_9,pin_camp_13,pin_grp_302,pin_prom_2245,pin_2692,2025-11-30,2,utc,DESKTOP,search,SHOPPING,,235,6,0.119447,USD,3,3,PUBLISHED,ACTIVE,,2025-11-30T03:00:00+00:00,row_30wn4g02k7hk,hash_re1gvmxb27d8pt,pinterest_20251130_02.csv,2025-11-30T04:18:00+00:00
pin_acct_3,pin_camp_152,pin_grp_406,pin_prom_415,,2026-01-13,15,Asia/Manila,TABLET,search,VIDEO,,123,3,0.145991,USD,0,1,QUARANTINED,PAUSED,,2026-01-13T15:00:00+00:00,row_256taeo01ukf,hash_fi1hyihmk26l86,pinterest_20260113_15.csv,2026-01-15T15:04:00+00:00
pin_acct_10,pin_camp_84,pin_grp_547,pin_prom_736,pin_3601,2025-10-27,14,Asia/Manila,MOBILE,search,STANDARD,,309,3,0.099588,SGD,5,2,PUBLISHED,ACTIVE,,2025-10-27T14:00:00+00:00,row_0qx4lyiiubt9,hash_f8i1vbmoczloay,pinterest_20251027_14.csv,2025-10-28T14:49:00+00:00
pin_acct_18,pin_camp_58,pin_grp_515,pin_prom_1229,,2025-12-15,21,Asia/Manila,TABLET,homefeed,VIDEO,,219,6,0.373975,USD,11,1,PUBLISHED,ACTIVE,,2025-12-15T22:00:00+00:00,row_ki7o2yuhz6kj,hash_rg2c6ykqh80ecv,pinterest_20251215_21.csv,2025-12-15T22:24:00+00:00
pin_acct_16,pin_camp_150,pin_grp_283,pin_prom_1267,,2026-01-15,12,utc,MOBILE,search,STANDARD,,281,5,0.23227,PHP,36,3,VALIDATED,ACTIVE,,2026-01-16T00:00:00+00:00,row_l40pxgw2x08h,hash_t1yxzz7k1eht5j,pinterest_20260115_12.csv,2026-01-15T12:40:00+00:00
pin_acct_3,pin_camp_67,pin_grp_209,pin_prom_595,,2025-11-28,23,UTC,MOBILE,homefeed,CAROUSEL,,99,165,0.100804,USD,1,30,QUARANTINED,ACTIVE,CLICKS_GT_IMPRESSIONS,2025-11-29T23:00:00+00:00,row_ju1nk7cw6pqw,hash_oos6iudnudgb3c,pinterest_20251128_23.csv,2025-11-30T23:20:00+00:00
pin_acct_9,pin_camp_130,pin_grp_167,pin_prom_1753,pin_1434,2025-09-27,16,utc,DESKTOP,related_pins,CAROUSEL,,55,2,0.012919,AUD,0,0,RECEIVED,ACTIVE,,2025-09-27T16:00:00+00:00,row_lcuxv4edjw06,hash_ua7i60m2mygz5v,pinterest_20250927_16.csv,2025-09-28T16:47:00+00:00
pin_acct_1,pin_camp_35,pin_grp_480,pin_prom_1378,pin_363,2025-09-24,17,UTC,TABLET,homefeed,SHOPPING,,55,1,0.039956,AUD,2,0,ENRICHED,ACTIVE,,2025-09-25T17:00:00+00:00,row_bwi2gmluv5lk,hash_nkory5u4pjhmtd,pinterest_20250924_17.csv,2025-09-24T17:08:00+00:00
pin_acct_16,pin_camp_158,pin_grp_65,pin_prom_1632,pin_1277,2025-12-31,9,UTC,TABLET,search,CAROUSEL,,445,34,0.076258,PHP,0,27,ENRICHED,ACTIVE,,2026-01-01T09:00:00+00:00,row_c9gxef4nudzn,hash_wk48wzvlgek23n,pinterest_20251231_09.csv,2025-12-31T21:00:00+00:00
