customer_id,campaign_id,ad_group_id,ad_id,asset_id,segments_date,segments_hour,account_tz,device_category,network_type,ad_type,video_duration_seconds,quartile_25,quartile_50,quartile_75,quartile_100,avg_view_duration_seconds,impressions,clicks,views,cost_micros,currency_code,pipeline_status,primary_status,policy_summary,quarantine_reason,loaded_at,row_id,row_hash,source_file,ingested_at_utc
gg_acct_19,gg_camp_45,gg_group_246,gg_ad_988,gg_asset_192,2025-10-28,21,Asia/Manila,TABLET,YOUTUBE_WATCH,DISCOVERY,30.0,15.0,8.0,1.0,1.0,22.04,157,3,18.0,95377,USD,ENRICHED,LIMITED,,,2025-10-29T21:00:00+00:00,row_ez4wjvj8h2ys,hash_5d3bvk8t8r06aj,youtube_20251028_21.csv,2025-10-28T23:27:00+00:00
gg_acct_4,gg_camp_17,gg_group_459,gg_ad_374,gg_asset_2509,2025-10-14,2,Asia/Manila,MOBILE,YOUTUBE_WATCH,DISCOVERY,45.0,8.0,9.0,5.0,2.0,30.02,30,2,11.0,10918,USD,ENRICHED,DRAFT,,,2025-10-15T02:00:00+00:00,row_y4om3050vgjw,hash_p9j1y4antvk12n,youtube_20251014_02.csv,2025-10-14T03:07:00+00:00
gg_acct_20,gg_camp_133,gg_group_99,gg_ad_1881,,2025-11-27,18,America/Los_Angeles,OTHER,YOUTUBE_SEARCH,MASTHEAD,15.0,48.0,23.0,3.0,10.0,1.13,235,14,81.0,324224,USD,VALIDATED,DISAPPROVED,,,2025-11-28T00:00:00+00:00,row_0ni69vk7stb3,hash_yf8c53319yyiiw,youtube_20251127_18.csv,2025-11-27T20:44:00+00:00
gg_acct_8,gg_camp_38,gg_group_436,gg_ad_1487,gg_asset_465,2025-12-02,4,America/Los_Angeles,MOBILE,YOUTUBE_SEARCH,DISCOVERY,90.0,6.0,5.0,2.0,1.0,13.71,123,2,12.0,37984,USD,ENRICHED,ENABLED,,,2025-12-02T10:00:00+00:00,row_jy50mvr0ja8j,hash_c7kaqryyqabdeo,youtube_20251202_04.csv,2025-12-04T04:36:00+00:00
gg_acct_13,gg_camp_39,gg_group_286,gg_ad_1841,gg_asset_1785,2025-10-26,19,,TABLET,DISPLAY_NETWORK,UNKNOWN,,,,,,,79,7,,49016,USD,VALIDATED,ENABLED,,,2025-10-27T19:00:00+00:00,row_t99ioxbhtdrs,hash_ndujwn93qoq915,youtube_20251026_19.csv,2025-10-26T21:09:00+00:00
gg_acct_5,gg_camp_23,gg_group_220,gg_ad_125,gg_asset_474,2025-11-27,2,,DESKTOP,YOUTUBE_SEARCH,NON_SKIPPABLE,6.0,39.0,139.0,144.0,52.0,4.98,460,6,179.0,115406,USD,VALIDATED,ENABLED,,,2025-11-27T03:00:00+00:00,row_jvx0boie72b3,hash_38o7vjemze402r,youtube_20251127_02.csv,2025-11-27T08:52:00+00:00
gg_acct_7,gg_camp_157,gg_group_340,gg_ad_2401,gg_asset_98,2025-11-04,11,America/Los_Angeles,DESKTOP,YOUTUBE_WATCH,NON_SKIPPABLE,60.0,11.0,8.0,2.0,,27.23,97,4,24.0,16556,USD,VALIDATED,ENABLED,,,2025-11-04T12:00:00+00:00,row_mg7swxqnx42e,hash_3xr9pbpx1w84fl,youtube_20251104_11.csv,2025-11-04T17:51:00+00:00
gg_acct_3,gg_camp_61,gg_group_105,gg_ad_1545,,2025-12-25,18,Asia/Manila ,MOBIL,YOUTUBE_SEARCH,MASTHEAD,12.0,11.0,4.0,7.0,5.0,1.09,44,0,16.0,10524,USD,RECEIVED,DRAFT,,,2025-12-25T18:00:00+00:00,row_d7rihdlr1jr4,hash_9kh7a6rfznaqot,youtube_20251225_18.csv,2025-12-26T18:23:00+00:00
gg_acct_12,gg_camp_182,gg_group_264,gg_ad_1417,gg_asset_656,2025-12-23,14,Asia/Manila,MOBILE,YOUTUBE_SEARCH,MASTHEAD,12.0,2.0,3.0,2.0,1.0,2.23,58,0,6.0,31125,USD,VALIDATED,ENABLED,,,2025-12-23T20:00:00+00:00,row_m3onaeq22mb4,hash_szigxmv39497vp,youtube_20251223_14.csv,2025-12-23T16:01:00+00:00
gg_acct_7,gg_camp_113,gg_group_572,gg_ad_1458,,2025-10-20,17,Asia/Manila ,MOBIL,DISPLAY_NETWORK,MASTHEAD,15.0,2.0,4.0,0.0,3.0,6.99,147,5,8.0,77574,USD,PUBLISHED,DRAFT,,,2025-10-21T17:00:00+00:00,row_iqkyyrb493yc,hash_1uz5li9jh120iv,youtube_20251020_17.csv,2025-10-20T23:40:00+00:00
gg_acct_15,gg_camp_197,gg_group_65,gg_ad_2385,,2025-09-27,19,Asia/Manila ,OTHER,DISPLAY_NETWORK,DISCOVERY,20.0,12.0,12.0,2.0,4.0,8.95,66,3,21.0,142500,USD,VALIDATED,ENABLED,,,2025-09-28T19:00:00+00:00,row_kz3eqjuh25tb,hash_w0a2hh9yxwqz4r,youtube_20250927_19.csv,2025-09-28T07:10:00+00:00
gg_acct_2,gg_camp_191,gg_group_585,gg_ad_1851,gg_asset_923,2026-01-13,23,,OTHER,YOUTUBE_WATCH,DISCOVERY,90.0,87.0,102.0,26.0,18.0,8.92,604,31,111.0,1137008,USD,ENRICHED,ENABLED,,,2026-01-14T05:00:00+00:00,row_8023jt6la6vo,hash_7bsx4c78rc60d3,youtube_20260113_23.csv,2026-01-13T23:07:00+00:00
gg_acct_15,gg_camp_79,gg_group_246,gg_ad_1876,gg_asset_1760,2025-12-05,10,Asia/Manila ,TV,DISPLAY_NETWORK,UNKNOWN,,,,,,,174,1,,120692,USD,VALIDATED,ENABLED,,,2025-12-06T10:00:00+00:00,row_67n2ud9buoaz,hash_foaryfx00weh20,youtube_20251205_10.csv,2025-12-07T10:33:00+00:00
gg_acct_20,gg_camp_137,gg_group_489,gg_ad_53,gg_asset_958,2025-12-17,3,Asia/Manila ,DESKTOP,YOUTUBE_WATCH,DISCOVERY,10.0,0.0,0.0,0.0,0.0,1.83,130,6,1.0,5265,USD,PUBLISHED,ENABLED,,,2025-12-17T03:00:00+00:00,row_io77tmcdik9w,hash_jdl0s9zzjstggv,youtube_20251217_03.csv,2025-12-18T03:30:00+00:00
gg_acct_20,gg_camp_17,gg_group_417,gg_ad_1506,gg_asset_2059,2026-01-03,11,,MOBILE,YOUTUBE_SEARCH,UNKNOWN,,,,,,,221,4,,112865,USD,VALIDATED,PAUSED,,,2026-01-03T12:00:00+00:00,row_4ionzzf2hwup,hash_vz1zfzis29kfkh,youtube_20260103_11.csv,2026-01-03T11:39:00+00:00
gg_acct_16,gg_camp_31,gg_group_260,gg_ad_578,,2025-10-13,17,,OTHER,YOUTUBE_WATCH,MASTHEAD,,100.0,138.0,46.0,53.0,,1155,12,225.0,962136,USD,QUARANTINED,ENABLED,,MISSING_VIDEO_DURATION,2025-10-14T17:00:00+00:00,row_sp36ve19z3zv,hash_d287ywwqhzjuya,youtube_20251013_17.csv,2025-10-13T17:10:00+00:00
gg_acct_14,gg_camp_81,gg_group_481,gg_ad_2122,gg_asset_1860,2025-10-23,15,America/Los_Angeles,MOBIL,YOUTUBE_WATCH,UNKNOWN,,,,,,,260,0,,191803,USD,VALIDATED,ENABLED,,,2025-10-23T21:00:00+00:00,row_v7e3u43nzmy6,hash_30hmir4so2znuv,youtube_20251023_15.csv,2025-10-23T15:48:00+00:00
gg_acct_6,gg_camp_104,gg_group_476,gg_ad_2047,gg_asset_247,2026-01-05,10,,TV,YOUTUBE_SEARCH,MASTHEAD,30.0,14.0,11.0,17.0,13.0,20.77,144,2,33.0,105713,USD,PUBLISHED,ENABLED,,,2026-01-05T10:00:00+00:00,row_abde9jwv7tkq,hash_ka3gir9hfask3f,youtube_20260105_10.csv,2026-01-07T10:10:00+00:00
gg_acct_3,gg_camp_21,gg_group_204,gg_ad_1617,gg_asset_2554,2025-12-11,19,Asia/Manila ,TABLET,YOUTUBE_WATCH,SKIPPABLE_IN_STREAM,20.0,22.0,15.0,12.0,9.0,14.26,356,22,26.0,139833,USD,ENRICHED,ENABLED,,,2025-12-12T01:00:00+00:00,row_pmmukpv71l30,hash_wz689e7ziblg12,youtube_20251211_19.csv,2025-12-13T19:50:00+00:00
gg_acct_4,gg_camp_60,gg_group_286,gg_ad_814,gg_asset_85,2025-10-02,3,America/Los_Angeles,DESKTOP,YOUTUBE_WATCH,SKIPPABLE_IN_STREAM,30.0,35.0,11.0,12.0,9.0,12.9,247,3,54.0,321751,USD,PUBLISHED,LIMITED,,,2025-10-02T09:00:00+00:00,row_7s31qlowe809,hash_er7haoq56ca117,youtube_20251002_03.csv,2025-10-02T04:40:00+00:00
gg_acct_3,gg_camp_147,gg_group_587,gg_ad_294,,2025-10-07,10,Asia/Manila ,OTHER,DISPLAY_NETWORK,DISCOVERY,45.0,154.0,38.0,30.0,116.0,12.99,525,37,201.0,131666,USD,ENRICHED,ENABLED,,,2025-10-07T11:00:00+00:00,row_cm9r16wqw86s,hash_xctxj2atpnkwb1,youtube_20251007_10.csv,2025-10-08T10:54:00+00:00
gg_acct_5,gg_camp_52,gg_group_135,gg_ad_697,gg_asset_110,2025-10-26,15,,TV,YOUTUBE_WATCH,NON_SKIPPABLE,6.0,9.0,9.0,10.0,8.0,1.16,213,9,18.0,226124,USD,VALIDATED,ENABLED,,,2025-10-26T15:00:00+00:00,row_jon6297j5jd4,hash_qd5ny79l03ak9t,youtube_20251026_15.csv,2025-10-27T15:38:00+00:00
gg_acct_10,gg_camp_70,gg_group_215,gg_ad_258,gg_asset_2434,2025-10-05,1,Asia/Manila ,DESKTOP,YOUTUBE_SEARCH,NON_SKIPPABLE,60.0,0.0,1.0,2.0,0.0,33.59,43,2,4.0,14299,USD,ENRICHED,ENABLED,,,2025-10-05T01:00:00+00:00,row_j9yfjisbczsn,hash_mj4s7r52vbeh8h,youtube_20251005_01.csv,2025-10-07T01:57:00+00:00
gg_acct_3,gg_camp_69,gg_group_95,gg_ad_469,gg_asset_1728,2025-10-16,7,Asia/Manila,MOBILE,YOUTUBE_SEARCH,BUMPER,60.0,0.0,0.0,0.0,0.0,37.91,71,3,1.0,24376,USD,PUBLISHED,ENABLED,,,2025-10-16T07:00:00+00:00,row_nl1lj0gvnxmm,hash_m0xavl0h3svnhy,youtube_20251016_07.csv,2025-10-18T07:21:00+00:00
gg_acct_12,gg_camp_82,gg_group_307,gg_ad_2279,gg_asset_3266,2025-12-01,7,Asia/Manila ,TABLET,YOUTUBE_WATCH,SKIPPABLE_IN_STREAM,12.0,84.0,73.0,13.0,23.0,3.97,422,4,106.0,505503,USD,VALIDATED,LIMITED,,,2025-12-01T13:00:00+00:00,row_3yu4fa9x7gv9,hash_7am5wnlcw5torn,youtube_20251201_07.csv,2025-12-01T09:13:00+00:00
gg_acct_4,gg_camp_137,gg_group_130,gg_ad_1837,gg_asset_3200,2025-09-27,10,Asia/Manila ,MOBIL,YOUTUBE_WATCH,UNKNOWN,,,,,,,185,1,,158907,USD,PUBLISHED,ENABLED,,,2025-09-28T10:00:00+00:00,row_0j6b1lazpmgr,hash_be81ksrtyou98o,youtube_20250927_10.csv,2025-09-27T10:16:00+00:00
gg_acct_9,gg_camp_104,gg_group_506,gg_ad_1245,gg_asset_1996,2025-10-17,22,,MOBILE,YOUTUBE_SEARCH,BUMPER,6.0,36.0,31.0,19.0,14.0,0.34,336,7,45.0,180633,USD,ENRICHED,ENABLED,,,2025-10-18T22:00:00+00:00,row_xr8lrq8yy7fm,hash_zjotd9raeio0g0,youtube_20251017_22.csv,2025-10-17T22:50:00+00:00
gg_acct_5,gg_camp_78,gg_group_68,gg_ad_1803,gg_asset_3208,2025-10-15,5,Asia/Manila,MOBIL,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,60.0,24.0,61.0,17.0,14.0,15.42,291,7,81.0,150463,USD,ENRICHED,REMOVED,,,2025-10-15T06:00:00+00:00,row_cg5fgs6iw1r4,hash_s54keugsk5vvs2,youtube_20251015_05.csv,2025-10-15T17:03:00+00:00
gg_acct_15,gg_camp_197,gg_group_400,gg_ad_895,gg_asset_1776,2025-12-12,15,Asia/Manila ,DESKTOP,YOUTUBE_WATCH,NON_SKIPPABLE,20.0,26.0,13.0,3.0,16.0,3.28,130,0,33.0,37451,USD,VALIDATED,ENABLED,,,2025-12-12T16:00:00+00:00,row_siza3mpg2yvl,hash_d58tktyx8270qd,youtube_20251212_15.csv,2025-12-13T03:58:00+00:00
gg_acct_10,gg_camp_190,gg_group_61,gg_ad_1294,gg_asset_1458,2025-12-09,0,Asia/Manila,MOBIL,YOUTUBE_WATCH,MASTHEAD,10.0,7.0,1.0,2.0,2.0,5.51,99,5,8.0,110763,USD,PUBLISHED,ENABLED,,,2025-12-10T00:00:00+00:00,row_mifdv9sduzz4,hash_40yqixk654cohr,youtube_20251209_00.csv,2025-12-10T00:40:00+00:00
gg_acct_10,gg_camp_40,gg_group_221,gg_ad_1213,gg_asset_37,2025-12-17,12,,DESKTOP,DISPLAY_NETWORK,MASTHEAD,10.0,20.0,11.0,19.0,12.0,5.11,181,7,24.0,-54784,USD,ENRICHED,ENABLED,,,2025-12-17T18:00:00+00:00,row_u3e5v2l3r2nw,hash_ov3837kc5uqqtv,youtube_20251217_12.csv,2025-12-17T12:53:00+00:00
gg_acct_9,gg_camp_44,gg_group_472,gg_ad_1700,,2025-12-19,12,America/Los_Angeles,DESKTOP,YOUTUBE_WATCH,UNKNOWN,,,,,,,196,7,,122722,USD,PUBLISHED,ENABLED,,,2025-12-19T18:00:00+00:00,row_uzzamj61dyg2,hash_a0e1fh31cc2s9w,youtube_20251219_12.csv,2025-12-19T14:00:00+00:00
gg_acct_9,gg_camp_87,gg_group_413,gg_ad_641,gg_asset_1981,2025-10-11,13,Asia/Manila,TV,DISPLAY_NETWORK,BUMPER,8.0,13.0,9.0,3.0,4.0,2.63,58,2,17.0,73559,USD,ENRICHED,ENABLED,,,2025-10-11T13:00:00+00:00,row_77li06o2p86g,hash_55n1vubmm6zt2r,youtube_20251011_13.csv,2025-10-11T19:36:00+00:00
gg_acct_3,gg_camp_171,gg_group_598,,gg_asset_66,2025-12-12,9,Asia/Manila,TV,DISPLAY_NETWORK,MASTHEAD,30.0,2.0,0.0,2.0,1.0,6.56,41,2,5.0,53440,USD,VALIDATED,REMOVED,,,2025-12-12T15:00:00+00:00,row_7chlzte78leb,hash_dfusvi03i89t72,youtube_20251212_09.csv,2025-12-12T11:49:00+00:00
gg_acct_13,gg_camp_4,gg_group_28,gg_ad_1650,gg_asset_2643,2025-11-03,13,Asia/Manila ,MOBIL,YOUTUBE_WATCH,UNKNOWN,,,,,,,134,7,,89433,USD,VALIDATED,ENABLED,,,2025-11-03T13:00:00+00:00,row_5mq7bqel1twi,hash_smkyj6uxouhpns,youtube_20251103_13.csv,2025-11-03T19:28:00+00:00
gg_acct_4,gg_camp_99,gg_group_502,,gg_asset_564,2025-10-12,4,Asia/Manila ,MOBIL,DISPLAY_NETWORK,UNKNOWN,,,,,,,442,20,,112579,USD,PUBLISHED,ENABLED,,,2025-10-12T05:00:00+00:00,row_51awmwnizfcl,hash_k5y7qkcw3fzud4,youtube_20251012_04.csv,2025-10-12T05:05:00+00:00
gg_acct_14,gg_camp_186,gg_group_383,gg_ad_2238,gg_asset_3132,2025-09-24,6,America/Los_Angeles,MOBILE,YOUTUBE_WATCH,MASTHEAD,60.0,1.0,3.0,2.0,0.0,10.08,114,3,7.0,71273,USD,VALIDATED,DRAFT,,,2025-09-25T06:00:00+00:00,row_wi6fip2zfyh0,hash_5mm5ybxfztawj8,youtube_20250924_06.csv,2025-09-24T06:21:00+00:00
gg_acct_16,gg_camp_104,gg_group_301,gg_ad_1954,gg_asset_1273,2026-01-13,8,Asia/Manila,TV,YOUTUBE_SEARCH,MASTHEAD,90.0,13.0,2.0,0.0,5.0,43.86,73,8,18.0,4876,USD,ENRICHED,ENABLED,,,2026-01-14T08:00:00+00:00,row_0hvlikdwh0bo,hash_fy50nc18z4wy5w,youtube_20260113_08.csv,2026-01-13T08:56:00+00:00
gg_acct_20,gg_camp_192,gg_group_189,,,2025-10-30,11,Asia/Manila ,TV,YOUTUBE_WATCH,NON_SKIPPABLE,30.0,14.0,30.0,6.0,21.0,19.17,282,445,56.0,184953,USD,QUARANTINED,ENABLED,,CLICKS_GT_IMPRESSIONS,2025-10-30T11:00:00+00:00,row_4uh72lgaqn3k,hash_2dbb1qaeirdbeq,youtube_20251030_11.csv,2025-10-30T23:40:00+00:00
gg_acct_16,gg_camp_10,gg_group_43,gg_ad_1175,gg_asset_753,2025-11-05,2,,MOBIL,YOUTUBE_SEARCH,UNKNOWN,,,,,,,42,0,,26882,USD,RECEIVED,ENABLED,,,2025-11-05T03:00:00+00:00,row_sqn54i2hftrl,hash_pbt2t5vuu1z7km,youtube_20251105_02.csv,2025-11-05T08:29:00+00:00
gg_acct_20,gg_camp_137,gg_group_555,gg_ad_1377,gg_asset_1022,2025-11-23,15,Asia/Manila ,MOBILE,DISPLAY_NETWORK,DISCOVERY,20.0,15.0,23.0,41.0,12.0,3.66,162,0,52.0,112597,USD,PUBLISHED,ENABLED,,,2025-11-23T15:00:00+00:00,row_ij1ht7fdri5r,hash_gqk19tz1f5r4bp,youtube_20251123_15.csv,2025-11-25T15:49:00+00:00
gg_acct_4,gg_camp_182,gg_group_504,gg_ad_667,gg_asset_1254,2025-12-22,10,,MOBIL,DISPLAY_NETWORK,UNKNOWN,,,,,,,386,6,,793111,USD,VALIDATED,DRAFT,,,2025-12-22T16:00:00+00:00,row_e8dwv9p5axmb,hash_gdeuoyx02ufa0f,youtube_20251222_10.csv,2025-12-22T22:38:00+00:00
gg_acct_12,gg_camp_140,gg_group_233,gg_ad_1980,gg_asset_138,2025-11-05,7,America/Los_Angeles,TV,DISPLAY_NETWORK,BUMPER,15.0,28.0,4.0,19.0,27.0,3.94,518,38,61.0,466180,USD,VALIDATED,DISAPPROVED,,,2025-11-05T07:00:00+00:00,row_k52hafm7w2gm,hash_yo147l4yd845zj,youtube_20251105_07.csv,2025-11-05T07:49:00+00:00
gg_acct_6,gg_camp_33,gg_group_505,gg_ad_2433,,2025-10-03,0,America/Los_Angeles,DESKTOP,DISPLAY_NETWORK,MASTHEAD,10.0,35.0,35.0,96.0,35.0,1.25,474,489,180.0,548397,USD,PUBLISHED,DISAPPROVED,,,2025-10-03T00:00:00+00:00,row_p4dg1y57jp4q,hash_3f46j0319md7pg,youtube_20251003_00.csv,2025-10-03T12:17:00+00:00
gg_acct_8,gg_camp_104,gg_group_569,gg_ad_1277,gg_asset_2516,2025-12-25,20,America/Los_Angeles,OTHER,DISPLAY_NETWORK,BUMPER,10.0,31.0,33.0,40.0,5.0,5.25,175,0,64.0,65883,USD,VALIDATED,ENABLED,,,2025-12-25T21:00:00+00:00,row_i286dnz95oj6,hash_2d55xv1mteu7z2,youtube_20251225_20.csv,2025-12-25T21:36:00+00:00
gg_acct_12,gg_camp_177,gg_group_530,gg_ad_1091,gg_asset_506,2025-12-18,5,Asia/Manila,TV,DISPLAY_NETWORK,UNKNOWN,,,,,,,231,16,,109917,USD,ENRICHED,ENABLED,,,2025-12-18T11:00:00+00:00,row_5t0s8yfri421,hash_5slscy9fw42wkx,youtube_20251218_05.csv,2025-12-20T05:20:00+00:00
gg_acct_14,gg_camp_55,gg_group_214,gg_ad_1787,gg_asset_3128,2025-10-18,6,America/Los_Angeles,TV,YOUTUBE_SEARCH,DISCOVERY,10.0,6.0,1.0,2.0,1.0,5.15,446,7,8.0,79962,USD,VALIDATED,ENABLED,,,2025-10-18T06:00:00+00:00,row_r8zevhcnzzhz,hash_tja5uls47e5tkg,youtube_20251018_06.csv,2025-10-18T08:54:00+00:00
gg_acct_12,gg_camp_176,gg_group_454,gg_ad_1082,gg_asset_2173,2025-12-18,0,Asia/Manila ,MOBILE,YOUTUBE_WATCH,MASTHEAD,20.0,10.0,6.0,9.0,7.0,7.31,120,1,17.0,74765,USD,QUARANTINED,PAUSED,,,2025-12-18T06:00:00+00:00,row_r7ma8tbz9jym,hash_aww67mtxyeqag7,youtube_20251218_00.csv,2025-12-18T12:57:00+00:00
gg_acct_16,gg_camp_25,gg_group_214,gg_ad_2017,gg_asset_2853,2025-12-07,0,,OTHER,DISPLAY_NETWORK,MASTHEAD,10.0,5.0,2.0,2.0,0.0,5.42,86,7,8.0,41356,USD,VALIDATED,PAUSED,,,2025-12-08T00:00:00+00:00,row_75g7kh0gxzen,hash_4pye2vr3t2q0lw,youtube_20251207_00.csv,2025-12-09T00:57:00+00:00
gg_acct_8,gg_camp_199,gg_group_355,gg_ad_1,gg_asset_1763,2025-10-03,17,Asia/Manila,OTHER,DISPLAY_NETWORK,NON_SKIPPABLE,20.0,3.0,5.0,6.0,1.0,3.54,74,1,11.0,13276,USD,PUBLISHED,PAUSED,,,2025-10-04T17:00:00+00:00,row_19toqjsj415b,hash_r1ax3cec5ipnfx,youtube_20251003_17.csv,2025-10-03T23:34:00+00:00
gg_acct_6,gg_camp_114,gg_group_48,gg_ad_2169,gg_asset_1598,2025-11-17,16,Asia/Manila,MOBILE,DISPLAY_NETWORK,DISCOVERY,10.0,32.0,29.0,26.0,29.0,3.03,421,66,58.0,570082,USD,QUARANTINED,ENABLED,,,2025-11-18T16:00:00+00:00,row_xu0akxbsvqnb,hash_6wtuwrx1v1fdrx,youtube_20251117_16.csv,2025-11-17T16:20:00+00:00
gg_acct_6,gg_camp_59,gg_group_372,gg_ad_1968,gg_asset_1068,2025-12-06,10,Asia/Manila,DESKTOP,DISPLAY_NETWORK,DISCOVERY,45.0,83.0,24.0,48.0,2.0,29.74,529,5,102.0,593786,USD,VALIDATED,ENABLED,,,2025-12-06T11:00:00+00:00,row_3frzynqt4urr,hash_lw5pud6pbt8s3b,youtube_20251206_10.csv,2025-12-06T16:27:00+00:00
gg_acct_8,gg_camp_81,gg_group_481,gg_ad_1549,gg_asset_3054,2025-10-14,10,Asia/Manila,TABLET,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,12.0,61.0,49.0,34.0,12.0,5.72,315,27,94.0,453069,USD,PUBLISHED,ENABLED,,,2025-10-14T11:00:00+00:00,row_vkro0sb5923z,hash_m9u97zwzwo159l,youtube_20251014_10.csv,2025-10-14T22:47:00+00:00
gg_acct_1,gg_camp_7,gg_group_54,gg_ad_2112,gg_asset_1813,2025-10-09,5,,MOBILE,YOUTUBE_WATCH,MASTHEAD,20.0,21.0,21.0,34.0,29.0,3.57,249,15,43.0,180026,USD,ENRICHED,ENABLED,,,2025-10-09T05:00:00+00:00,row_jfyk8v5uqke5,hash_tgt206aquprqyc,youtube_20251009_05.csv,2025-10-11T05:44:00+00:00
gg_acct_18,gg_camp_87,gg_group_125,gg_ad_180,gg_asset_3106,2025-11-25,4,Asia/Manila ,MOBIL,DISPLAY_NETWORK,UNKNOWN,,,,,,,133,2,,138547,USD,VALIDATED,ENABLED,,,2025-11-25T05:00:00+00:00,row_wc7aq1zdzw1i,hash_nyq0woeq57jv2i,youtube_20251125_04.csv,2025-11-25T10:25:00+00:00
gg_acct_20,gg_camp_186,gg_group_222,gg_ad_1171,,2025-12-18,2,,TABLET,YOUTUBE_SEARCH,SKIPPABLE_IN_STREAM,10.0,42.0,35.0,60.0,7.0,2.49,251,3,114.0,21308,USD,PUBLISHED,PAUSED,,,2025-12-18T02:00:00+00:00,row_udw27fqo5mt3,hash_8x9hpn2s45s8du,youtube_20251218_02.csv,2025-12-18T03:36:00+00:00
gg_acct_10,gg_camp_158,gg_group_502,gg_ad_227,gg_asset_432,2025-12-14,18,America/Los_Angeles,OTHER,YOUTUBE_WATCH,MASTHEAD,30.0,27.0,27.0,43.0,21.0,17.32,189,5,72.0,90858,USD,PUBLISHED,ENABLED,,,2025-12-14T18:00:00+00:00,row_adlwigrtm41k,hash_mle08v25ggpdtg,youtube_20251214_18.csv,2025-12-14T18:13:00+00:00
gg_acct_4,gg_camp_146,gg_group_27,gg_ad_1560,gg_asset_2248,2025-10-09,20,Asia/Manila ,MOBILE,YOUTUBE_SEARCH,UNKNOWN,,,,,,,165,5,,83027,USD,PUBLISHED,REMOVED,,,2025-10-09T20:00:00+00:00,row_6hij3fq77gnp,hash_8idqd5bpizeonl,youtube_20251009_20.csv,2025-10-11T20:01:00+00:00
gg_acct_14,gg_camp_72,gg_group_430,gg_ad_337,gg_asset_1400,2026-01-04,4,Asia/Manila,OTHER,YOUTUBE_WATCH,DISCOVERY,,3.0,1.0,2.0,0.0,,93,3,5.0,11994,USD,QUARANTINED,ENABLED,,MISSING_VIDEO_DURATION,2026-01-04T10:00:00+00:00,row_55yr44h2sg3r,hash_unbm6b2m52j5kc,youtube_20260104_04.csv,2026-01-04T04:58:00+00:00
gg_acct_4,gg_camp_121,gg_group_504,gg_ad_1508,,2025-12-10,19,America/Los_Angeles,TABLET,YOUTUBE_SEARCH,DISCOVERY,90.0,19.0,6.0,7.0,0.0,24.13,92,0,25.0,97686,USD,ENRICHED,PAUSED,,,2025-12-11T19:00:00+00:00,row_z8nhcyr86hbr,hash_9infeudfympqdk,youtube_20251210_19.csv,2025-12-12T19:07:00+00:00
gg_acct_15,gg_camp_94,gg_group_231,gg_ad_1416,gg_asset_3046,2025-09-28,20,America/Los_Angeles,OTHER,DISPLAY_NETWORK,NON_SKIPPABLE,10.0,46.0,27.0,23.0,16.0,2.92,363,6,73.0,203918,USD,VALIDATED,ENABLED,,,2025-09-28T20:00:00+00:00,row_8adwcb8hb867,hash_bxzodwou8k24hi,youtube_20250928_20.csv,2025-09-28T22:54:00+00:00
gg_acct_8,gg_camp_150,gg_group_552,gg_ad_284,gg_asset_2512,2025-11-15,13,,OTHER,DISPLAY_NETWORK,BUMPER,30.0,8.0,7.0,8.0,15.0,19.91,185,6,24.0,39787,USD,ENRICHED,ENABLED,,,2025-11-15T14:00:00+00:00,row_sco4adwcee21,hash_pq3ru95clymb2j,youtube_20251115_13.csv,2025-11-15T15:07:00+00:00
gg_acct_16,gg_camp_47,gg_group_356,gg_ad_488,,2025-12-10,13,America/Los_Angeles,DESKTOP,YOUTUBE_SEARCH,DISCOVERY,30.0,6.0,3.0,11.0,7.0,4.03,216,0,16.0,213935,USD,QUARANTINED,LIMITED,,,2025-12-10T19:00:00+00:00,row_fk0afjeowgwr,hash_gv7e1xtuqjq9ft,youtube_20251210_13.csv,2025-12-10T13:46:00+00:00
gg_acct_16,gg_camp_53,gg_group_324,gg_ad_1913,,2025-11-11,23,,TV,YOUTUBE_SEARCH,NON_SKIPPABLE,90.0,16.0,14.0,8.0,12.0,55.73,123,3,22.0,39979,USD,VALIDATED,ENABLED,,,2025-11-12T00:00:00+00:00,row_1cnwxdsynvqb,hash_rksmydbxool1ar,youtube_20251111_23.csv,2025-11-13T23:44:00+00:00
gg_acct_20,gg_camp_73,gg_group_409,gg_ad_1550,gg_asset_120,2026-01-04,7,Asia/Manila,TABLET,DISPLAY_NETWORK,UNKNOWN,,,,,,,263,3,,74746,USD,VALIDATED,ENABLED,,,2026-01-04T07:00:00+00:00,row_7bieqonhqnnt,hash_v1gp77w4297ul4,youtube_20260104_07.csv,2026-01-04T19:14:00+00:00
gg_acct_12,gg_camp_126,gg_group_198,gg_ad_1992,gg_asset_201,2025-10-05,22,Asia/Manila,DESKTOP,DISPLAY_NETWORK,UNKNOWN,,,,,,,260,28,,69401,USD,ENRICHED,DRAFT,,,2025-10-06T04:00:00+00:00,row_lnsqjsnzr0xp,hash_fy90ca9mvv9ewd,youtube_20251005_22.csv,2025-10-05T22:13:00+00:00
