ad_account_id,campaign_id,ad_squad_id,ad_id,creative_id,start_time_utc,end_time_utc,device_os,placement,ad_product_type,creative_duration_seconds,view_time_millis,impressions,swipes,spend,currency_code,video_views,engagements,pipeline_status,delivery_status,quarantine_reason,ingested_at,row_id,row_hash,source_file,ingested_at_utc
snap_acct_20,snap_camp_38,snap_squad_510,snap_ad_2391,,2025-10-31T08:00:00+00:00,2025-10-31T09:00:00+00:00,Other,Spotlight,UNKNOWN,,,157,4,0.24965,USD,,2,VALIDATED,ACTIVE,,2025-10-31T14:00:00+00:00,row_jtn38beyscmj,hash_9bs3u9fjsxf4ca,snapchat_20251031_08.csv,2025-10-31T10:16:00+00:00
snap_acct_12,snap_camp_169,snap_squad_489,snap_ad_1311,snap_cr_1637,2025-11-29T10:00:00+00:00,2025-11-29T11:00:00+00:00,Android,Discover,COLLECTION_AD,,,548,1,0.474851,PHP,,63,ENRICHED,ACTIVE,,2025-11-29T10:00:00+00:00,row_l8xwk1xz5w8b,hash_f37umek9vx8003,snapchat_20251129_10.csv,2025-11-30T10:40:00+00:00
snap_acct_12,snap_camp_140,snap_squad_373,snap_ad_1194,snap_cr_3715,2025-10-19T11:00:00+00:00,2025-10-19T12:00:00+00:00,Android,Spotlight,SINGLE_IMAGE,,,256,0,0.075307,PHP,,21,RECEIVED,LIMITED,,2025-10-19T13:00:00+00:00,row_odggx53pf9rd,hash_qzm4z1j9ewusha,snapchat_20251019_11.csv,2025-10-19T23:34:00+00:00
snap_acct_3,snap_camp_93,snap_squad_60,snap_ad_389,snap_cr_2175,2025-12-29T07:00:00+00:00,2025-12-29T08:00:00+00:00,Android,Spotlight,STORY_AD,30.0,37900.0,41,0,0.016591,USD,5.0,13,VALIDATED,ACTIVE,,2025-12-29T07:00:00+00:00,row_ylxacrj7pkkr,hash_rc0ef1f00giqc7,snapchat_20251229_07.csv,2025-12-29T09:47:00+00:00
snap_acct_17,snap_camp_70,snap_squad_514,snap_ad_2253,snap_cr_2271,2025-11-23T05:00:00+00:00,2025-11-23T06:00:00+00:00,Other,Stories,STORY_AD,30.0,127530.0,413,4,1.182583,USD,13.0,58,ENRICHED,ACTIVE,,2025-11-23T11:00:00+00:00,row_vo5mpuiye6hw,hash_fptm8yzdwascjt,snapchat_20251123_05.csv,2025-11-23T17:20:00+00:00
snap_acct_6,snap_camp_96,snap_squad_57,snap_ad_1154,snap_cr_275,2025-12-22T10:00:00+00:00,2025-12-22T11:00:00+00:00,Android,Stories,STORY_AD,15.0,730560.0,320,0,0.652648,PHP,96.0,29,PUBLISHED,ACTIVE,,2025-12-22T10:00:00+00:00,row_ncn5bxhn1739,hash_fl5tzkehas6281,snapchat_20251222_10.csv,2025-12-22T10:30:00+00:00
snap_acct_14,snap_camp_161,snap_squad_546,snap_ad_28,snap_cr_1411,2025-10-11T23:00:00+00:00,2025-10-12T00:00:00+00:00,Other,Discover,SINGLE_IMAGE,,,119,1,0.09437,PHP,,10,RECEIVED,DRAFT,,2025-10-12T05:00:00+00:00,row_aisjykxxc3m0,hash_7o7laq0fh1ncv0,snapchat_20251011_23.csv,2025-10-12T05:46:00+00:00
snap_acct_15,snap_camp_69,snap_squad_12,snap_ad_995,snap_cr_4152,2025-10-01T11:00:00+00:00,2025-10-01T12:00:00+00:00,iOS,Discover,SINGLE_IMAGE,,,82,1,0.01508,SGD,,34,ENRICHED,ACTIVE,,2025-10-01T17:00:00+00:00,row_ttohunolxca1,hash_7j0ep5ud32z6m2,snapchat_20251001_11.csv,2025-10-01T23:56:00+00:00
snap_acct_5,snap_camp_69,snap_squad_51,snap_ad_1357,snap_cr_1941,2025-11-24T06:00:00+00:00,2025-11-24T07:00:00+00:00,iOS,Spotlight,COLLECTION_AD,,,499,46,0.177713,AUD,,21,ENRICHED,ACTIVE,,2025-11-24T12:00:00+00:00,row_h7s6zy4z1ekt,hash_hp9s9bbh6z3aoe,snapchat_20251124_06.csv,2025-11-24T07:51:00+00:00
snap_acct_16,snap_camp_52,snap_squad_279,snap_ad_422,snap_cr_2657,2025-12-28T19:00:00+00:00,2025-12-28T20:00:00+00:00,Android,Spotlight,COLLECTION_AD,,,277,6,0.443485,USD,,33,ENRICHED,ACTIVE,,2025-12-28T21:00:00+00:00,row_qrc9hzl5rkq0,hash_825kpb0wlmwpmk,snapchat_20251228_19.csv,2025-12-29T01:09:00+00:00
snap_acct_18,snap_camp_154,snap_squad_439,snap_ad_1973,snap_cr_1706,2025-12-07T15:00:00+00:00,2025-12-07T16:00:00+00:00,Other,Spotlight,COLLECTION_AD,,,115,3,0.011091,USD,,28,PUBLISHED,ACTIVE,,2025-12-08T15:00:00+00:00,row_ddyxfkmjk8yk,hash_vh498cynhpctl7,snapchat_20251207_15.csv,2025-12-08T03:10:00+00:00
snap_acct_11,snap_camp_19,snap_squad_164,snap_ad_52,snap_cr_2734,2025-11-04T02:00:00+00:00,2025-11-04T03:00:00+00:00,Android,Spotlight,COLLECTION_AD,,,171,2,0.154652,PHP,,32,VALIDATED,ARCHIVED,,2025-11-04T08:00:00+00:00,row_opw38jirf6p8,hash_rn65o097iaiwne,snapchat_20251104_02.csv,2025-11-04T03:32:00+00:00
snap_acct_13,snap_camp_103,snap_squad_33,snap_ad_1079,snap_cr_2514,2025-12-10T05:00:00+00:00,2025-12-10T06:00:00+00:00,Other,Spotlight,SINGLE_VIDEO,45.0,727950.0,105,1,0.073951,AUD,23.0,7,RECEIVED,ACTIVE,,2025-12-10T11:00:00+00:00,row_hmtmfet4h8fw,hash_9k8g4s8xafqwhg,snapchat_20251210_05.csv,2025-12-10T06:28:00+00:00
snap_acct_4,snap_camp_13,snap_squad_330,snap_ad_972,snap_cr_1208,2025-12-07T10:00:00+00:00,2025-12-07T11:00:00+00:00,iOS,Spotlight,STORY_AD,,,278,3,0.053208,PHP,112.0,92,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-12-07T12:00:00+00:00,row_6zf5znt1burl,hash_j6zfwhlpykre8k,snapchat_20251207_10.csv,2025-12-07T12:05:00+00:00
snap_acct_17,snap_camp_89,snap_squad_4,snap_ad_1151,snap_cr_3297,2025-10-10T01:00:00+00:00,2025-10-10T02:00:00+00:00,Other,Stories,SINGLE_VIDEO,6.0,14630.0,108,1,0.071434,PHP,7.0,30,VALIDATED,ACTIVE,,2025-10-10T07:00:00+00:00,row_9egkbkh9y5h9,hash_hfigpe9470g2wt,snapchat_20251010_01.csv,2025-10-10T13:24:00+00:00
snap_acct_5,snap_camp_120,snap_squad_240,snap_ad_2297,snap_cr_156,2025-10-04T20:00:00+00:00,2025-10-04T21:00:00+00:00,iOS,Discover,STORY_AD,90.0,114080.0,27,0,0.011715,USD,8.0,1,VALIDATED,ACTIVE,,2025-10-04T22:00:00+00:00,row_zxwefpr8in0b,hash_lcjhhy1pdal1nd,snapchat_20251004_20.csv,2025-10-04T22:43:00+00:00
snap_acct_6,snap_camp_74,snap_squad_311,snap_ad_744,snap_cr_3516,2026-01-11T11:00:00+00:00,2026-01-11T12:00:00+00:00,Other,Discover,COLLECTION_AD,,,126,1,0.180881,USD ,,8,PUBLISHED,ACTIVE,,2026-01-12T11:00:00+00:00,row_xgulni32pn1n,hash_j3dvjkoqeypx4i,snapchat_20260111_11.csv,2026-01-12T11:36:00+00:00
snap_acct_18,snap_camp_14,snap_squad_314,snap_ad_1503,snap_cr_2578,2025-10-10T12:00:00+00:00,2025-10-10T13:00:00+00:00,Other,Spotlight,UNKNOWN,,,38,1,0.010585,AUD,,10,VALIDATED,ACTIVE,,2025-10-10T14:00:00+00:00,row_z2br0w8fix67,hash_calffyatkxrcmb,snapchat_20251010_12.csv,2025-10-10T14:14:00+00:00
snap_acct_3,snap_camp_17,snap_squad_159,snap_ad_705,snap_cr_3236,2025-10-06T14:00:00+00:00,2025-10-06T15:00:00+00:00,Android,Discover,SINGLE_VIDEO,,299640.0,84,2,0.06269,EUR,33.0,9,PUBLISHED,ACTIVE,,2025-10-06T14:00:00+00:00,row_la1clj80d5dm,hash_lco6x76llx6zky,snapchat_20251006_14.csv,2025-10-06T20:34:00+00:00
snap_acct_4,snap_camp_136,snap_squad_141,snap_ad_189,,2025-12-18T14:00:00+00:00,2025-12-18T15:00:00+00:00,iOS,Discover,COLLECTION_AD,,,174,2,0.124701,PHP,,82,QUARANTINED,ACTIVE,,2025-12-18T14:00:00+00:00,row_hf4sh37korvt,hash_40s46mai1m0tso,snapchat_20251218_14.csv,2025-12-18T14:31:00+00:00
snap_acct_2,snap_camp_117,snap_squad_387,snap_ad_2389,snap_cr_112,2025-11-17T03:00:00+00:00,2025-11-17T04:00:00+00:00,iOS,Stories,UNKNOWN,,,286,7,0.084179,PHP,,36,VALIDATED,ACTIVE,,2025-11-17T05:00:00+00:00,row_pi3ed2dixqap,hash_qjeh2z46dizv32,snapchat_20251117_03.csv,2025-11-17T04:15:00+00:00
snap_acct_9,snap_camp_1,snap_squad_365,snap_ad_206,snap_cr_3503,2025-10-03T13:00:00+00:00,2025-10-03T14:00:00+00:00,Android,Stories,SINGLE_IMAGE,,,110,159,0.064909,USD,,28,QUARANTINED,ACTIVE,CLICKS_GT_IMPRESSIONS,2025-10-03T19:00:00+00:00,row_vh0yv5mqqr2e,hash_r1gpgyfcugr2yb,snapchat_20251003_13.csv,2025-10-04T13:05:00+00:00
snap_acct_2,snap_camp_86,snap_squad_359,snap_ad_782,snap_cr_1000,2025-09-23T09:00:00+00:00,2025-09-23T10:00:00+00:00,Other,Discover,COLLECTION_AD,,,162,6,0.153677,PHP,,18,PUBLISHED,PAUSED,,2025-09-23T15:00:00+00:00,row_m90aq2qkn0ml,hash_j9ixzn0jb0a7yy,snapchat_20250923_09.csv,2025-09-23T15:29:00+00:00
snap_acct_2,snap_camp_104,snap_squad_141,snap_ad_603,,2025-12-12T14:00:00+00:00,2025-12-12T15:00:00+00:00,Android,Stories,STORY_AD,8.0,164480.0,70,0,0.12347,PHP,32.0,10,PUBLISHED,PAUSED,,2025-12-12T14:00:00+00:00,row_pcu7pvoajktn,hash_yjo2ypph2mnpa6,snapchat_20251212_14.csv,2025-12-13T14:30:00+00:00
snap_acct_15,snap_camp_99,snap_squad_581,snap_ad_2208,snap_cr_3485,2026-01-06T11:00:00+00:00,2026-01-06T12:00:00+00:00,iOS,Discover,SINGLE_IMAGE,,,124,1,0.030928,PHP,,24,ENRICHED,ACTIVE,,2026-01-06T11:00:00+00:00,row_oqovrl3ajgc4,hash_bz4jn25j3sqd9p,snapchat_20260106_11.csv,2026-01-06T17:06:00+00:00
snap_acct_14,snap_camp_95,snap_squad_119,snap_ad_1503,snap_cr_136,2025-11-03T18:00:00+00:00,2025-11-03T19:00:00+00:00,iOS,Discover,UNKNOWN,,,585,7,0.307954,PHP,,29,VALIDATED,ACTIVE,,2025-11-04T00:00:00+00:00,row_mrff72i7l6uq,hash_fv41hatvch602n,snapchat_20251103_18.csv,2025-11-03T19:42:00+00:00
snap_acct_20,snap_camp_138,snap_squad_358,snap_ad_1591,snap_cr_4058,2025-10-13T16:00:00+00:00,2025-10-13T17:00:00+00:00,Android,Discover,SINGLE_IMAGE,,,475,20,0.361359,PHP,,108,QUARANTINED,ACTIVE,,2025-10-13T16:00:00+00:00,row_s567vmr2u9o5,hash_videc858s1m9e3,snapchat_20251013_16.csv,2025-10-15T16:23:00+00:00
snap_acct_14,snap_camp_131,snap_squad_419,snap_ad_1922,snap_cr_97,2025-09-30T12:00:00+00:00,2025-09-30T13:00:00+00:00,iOS,Stories,STORY_AD,60.0,468720.0,227,14,0.033339,SGD,31.0,17,VALIDATED,ACTIVE,,2025-09-30T12:00:00+00:00,row_zttcomlxddva,hash_i3ziwd0kd9v7t2,snapchat_20250930_12.csv,2025-09-30T13:08:00+00:00
snap_acct_19,snap_camp_166,snap_squad_559,snap_ad_769,snap_cr_2738,2025-12-15T20:00:00+00:00,2025-12-15T21:00:00+00:00,Android,Stories,SINGLE_VIDEO,15.0,100700.0,97,3,0.02854,USD,10.0,16,ENRICHED,ACTIVE,,2025-12-15T20:00:00+00:00,row_j8vx73f3ht6u,hash_ago7o30kxjl1p8,snapchat_20251215_20.csv,2025-12-15T22:15:00+00:00
snap_acct_10,snap_camp_168,snap_squad_279,snap_ad_533,snap_cr_88,2025-10-04T23:00:00+00:00,2025-10-05T00:00:00+00:00,Other,Discover,SINGLE_IMAGE,,,537,5,0.160004,AUD,,116,RECEIVED,PAUSED,,2025-10-04T23:00:00+00:00,row_8l7xfxwzddyw,hash_wkyyudr0mh8ayq,snapchat_20251004_23.csv,2025-10-06T23:41:00+00:00
snap_acct_7,snap_camp_114,snap_squad_601,snap_ad_597,snap_cr_43,2025-12-24T09:00:00+00:00,2025-12-24T10:00:00+00:00,Android,Spotlight,SINGLE_IMAGE,,,177,5,0.161489,PHP,,16,PUBLISHED,ACTIVE,,2025-12-24T11:00:00+00:00,row_sr388hcqejd1,hash_71nboeclyz4qbb,snapchat_20251224_09.csv,2025-12-24T15:29:00+00:00
snap_acct_2,snap_camp_75,snap_squad_128,snap_ad_2323,snap_cr_3769,2025-12-11T02:00:00+00:00,2025-12-11T03:00:00+00:00,Other,Discover,SINGLE_IMAGE,,,94,3,0.047415,USD,,4,ENRICHED,ACTIVE,,2025-12-11T02:00:00+00:00,row_72jd560hvlw0,hash_y2m0en33vvezl5,snapchat_20251211_02.csv,2025-12-13T02:31:00+00:00
snap_acct_20,snap_camp_89,snap_squad_119,snap_ad_406,,2025-10-18T01:00:00+00:00,2025-10-18T02:00:00+00:00,iOS,Spotlight,SINGLE_VIDEO,60.0,801150.0,184,6,0.215815,PHP,49.0,10,ENRICHED,DISAPPROVED,,2025-10-19T01:00:00+00:00,row_12ttq3my8ohg,hash_ep7cj5a3tsz7gc,snapchat_20251018_01.csv,2025-10-18T07:29:00+00:00
snap_acct_19,snap_camp_143,snap_squad_450,snap_ad_948,snap_cr_3284,2025-12-27T08:00:00+00:00,2025-12-27T09:00:00+00:00,iOS,Discover,STORY_AD,,,209,5,0.113867,PHP,26.0,14,VALIDATED,DRAFT,,2025-12-28T08:00:00+00:00,row_wocnttwt5zf9,hash_o677vpow3ge07e,snapchat_20251227_08.csv,2025-12-27T20:27:00+00:00
snap_acct_17,snap_camp_177,snap_squad_221,snap_ad_1030,snap_cr_2380,2025-10-03T09:00:00+00:00,2025-10-03T10:00:00+00:00,iOS,Discover,SINGLE_VIDEO,20.0,551600.0,192,5,0.243254,EUR,56.0,18,VALIDATED,ACTIVE,,2025-10-03T15:00:00+00:00,row_b5p1au4dw3bb,hash_bofkb65bgis6fe,snapchat_20251003_09.csv,2025-10-03T10:55:00+00:00
snap_acct_3,snap_camp_90,snap_squad_506,snap_ad_2220,snap_cr_3657,2025-10-06T09:00:00+00:00,2025-10-06T10:00:00+00:00,Android,Discover,SINGLE_IMAGE,,,43,0,0.027204,USD,,9,ENRICHED,ACTIVE,,2025-10-07T09:00:00+00:00,row_t1nkkmzes1py,hash_yut00xqq108sra,snapchat_20251006_09.csv,2025-10-07T09:45:00+00:00
snap_acct_10,snap_camp_180,snap_squad_516,snap_ad_1343,snap_cr_2467,2025-09-25T17:00:00+00:00,2025-09-25T18:00:00+00:00,Android,Discover,SINGLE_VIDEO,6.0,48000.0,170,5,0.05574,AUD,25.0,7,ENRICHED,ACTIVE,,2025-09-25T23:00:00+00:00,row_6b9fvaabzqvz,hash_026cf7gxsp07rl,snapchat_20250925_17.csv,2025-09-26T17:20:00+00:00
snap_acct_10,snap_camp_176,snap_squad_217,snap_ad_1928,snap_cr_2975,2025-10-15T07:00:00+00:00,2025-10-15T08:00:00+00:00,iOS,Stories,SINGLE_VIDEO,30.0,73320.0,125,3,0.142365,PHP,26.0,23,VALIDATED,ACTIVE,,2025-10-15T13:00:00+00:00,row_rpjk0vzktpcr,hash_sl2mytrmh99cx9,snapchat_20251015_07.csv,2025-10-15T08:50:00+00:00
snap_acct_17,snap_camp_137,snap_squad_270,snap_ad_2065,snap_cr_1552,2026-01-11T21:00:00+00:00,2026-01-11T22:00:00+00:00,Other,Discover,UNKNOWN,,,160,4,0.055015,PHP,,32,ENRICHED,ACTIVE,,2026-01-11T21:00:00+00:00,row_c7k9j2iu727y,hash_56fvhreb9yas2b,snapchat_20260111_21.csv,2026-01-11T21:00:00+00:00
snap_acct_6,snap_camp_178,snap_squad_363,snap_ad_705,snap_cr_2825,2025-12-02T10:00:00+00:00,2025-12-02T11:00:00+00:00,Other,Discover,UNKNOWN,,,155,3,0.269965,EUR,,2,PUBLISHED,LIMITED,,2025-12-02T12:00:00+00:00,row_pyw2a03yi0ta,hash_bndtrjm2akw64x,snapchat_20251202_10.csv,2025-12-04T10:53:00+00:00
snap_acct_2,snap_camp_59,snap_squad_373,snap_ad_841,snap_cr_1431,2025-12-07T07:00:00+00:00,2025-12-07T08:00:00+00:00,iOS,Stories,SINGLE_IMAGE,,,181,0,0.088325,PHP,,43,ENRICHED,ACTIVE,,2025-12-08T07:00:00+00:00,row_y2zlu99925ot,hash_lakd351w6229lf,snapchat_20251207_07.csv,2025-12-08T07:04:00+00:00
snap_acct_18,snap_camp_124,snap_squad_443,snap_ad_1523,snap_cr_1438,2025-10-17T17:00:00+00:00,2025-10-17T18:00:00+00:00,Other,Stories,COLLECTION_AD,,,133,0,0.066881,PHP,,38,VALIDATED,ACTIVE,,2025-10-17T23:00:00+00:00,row_g9ao0kimrki0,hash_dye2dre7gq1oca,snapchat_20251017_17.csv,2025-10-17T19:33:00+00:00
snap_acct_7,snap_camp_141,snap_squad_417,snap_ad_716,snap_cr_2621,2026-01-06T22:00:00+00:00,2026-01-06T23:00:00+00:00,Android,Stories,STORY_AD,15.0,35520.0,40,0,0.029019,PHP,8.0,9,PUBLISHED,PAUSED,,2026-01-06T22:00:00+00:00,row_qaobapi19som,hash_g4hej8fq5fg25y,snapchat_20260106_22.csv,2026-01-06T22:25:00+00:00
snap_acct_13,snap_camp_70,snap_squad_52,snap_ad_1902,snap_cr_296,2025-10-30T23:00:00+00:00,2025-10-31T00:00:00+00:00,iOS,Discover,STORY_AD,45.0,2173960.0,133,4,0.152737,SGD,68.0,15,RECEIVED,ACTIVE,,2025-10-31T05:00:00+00:00,row_18j3g805fe36,hash_pcx4egqtj7giz8,snapchat_20251030_23.csv,2025-11-01T23:50:00+00:00
snap_acct_1,snap_camp_59,snap_squad_462,snap_ad_2169,snap_cr_2782,2025-10-14T23:00:00+00:00,2025-10-15T00:00:00+00:00,Android,Spotlight,SINGLE_IMAGE,,,254,2,0.421093,USD,,38,QUARANTINED,ACTIVE,,2025-10-15T23:00:00+00:00,row_jzho7nc1wbmi,hash_pfpg4staijyh01,snapchat_20251014_23.csv,2025-10-14T23:11:00+00:00
snap_acct_9,snap_camp_108,snap_squad_417,snap_ad_2312,snap_cr_3975,2025-10-21T18:00:00+00:00,2025-10-21T19:00:00+00:00,iOS,Spotlight,STORY_AD,6.0,2980.0,85,1,0.020532,PHP,1.0,3,VALIDATED,ACTIVE,,2025-10-21T18:00:00+00:00,row_g9jue1ae9kao,hash_fpgbh1ikyazfg9,snapchat_20251021_18.csv,2025-10-21T18:08:00+00:00
snap_acct_11,snap_camp_163,snap_squad_47,snap_ad_2122,snap_cr_1244,2025-12-13T00:00:00+00:00,2025-12-13T01:00:00+00:00,Other,Stories,STORY_AD,15.0,48530.0,150,0,0.124688,PHP,23.0,39,ENRICHED,ACTIVE,,2025-12-13T02:00:00+00:00,row_fboheaxy2t13,hash_xg53oif011ap4e,snapchat_20251213_00.csv,2025-12-13T00:39:00+00:00
snap_acct_14,snap_camp_169,snap_squad_104,snap_ad_966,snap_cr_1599,2025-11-25T06:00:00+00:00,2025-11-25T07:00:00+00:00,Android,Spotlight,STORY_AD,,321750.0,169,5,0.216691,php,33.0,17,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-11-25T12:00:00+00:00,row_d6p6kbd80t4z,hash_wngmnlcxz3uptt,snapchat_20251125_06.csv,2025-11-26T06:26:00+00:00
snap_acct_14,snap_camp_43,snap_squad_643,snap_ad_1757,snap_cr_4098,2025-10-30T14:00:00+00:00,2025-10-30T15:00:00+00:00,Other,Spotlight,UNKNOWN,,,86,4,0.030165,PHP,,1,ENRICHED,ACTIVE,,2025-10-30T16:00:00+00:00,row_hakumwuvupls,hash_38vokbzyiotjl8,snapchat_20251030_14.csv,2025-11-01T14:44:00+00:00
snap_acct_19,snap_camp_90,snap_squad_95,snap_ad_94,snap_cr_1804,2025-11-22T17:00:00+00:00,2025-11-22T18:00:00+00:00,Other,Stories,COLLECTION_AD,,,66,2,0.022361,USD,,7,PUBLISHED,ACTIVE,,2025-11-22T23:00:00+00:00,row_vv00rlyk9wr0,hash_x4vr2g6vbu8v7q,snapchat_20251122_17.csv,2025-11-22T18:03:00+00:00
snap_acct_10,snap_camp_142,snap_squad_487,snap_ad_1344,snap_cr_3319,2025-12-20T22:00:00+00:00,2025-12-20T23:00:00+00:00,iOS,Spotlight,UNKNOWN,,,490,7,0.341539,EUR,,126,PUBLISHED,ACTIVE,,2025-12-21T00:00:00+00:00,row_7epb33k4zlwr,hash_5rmzesy895j2kt,snapchat_20251220_22.csv,2025-12-21T04:47:00+00:00
snap_acct_2,snap_camp_90,snap_squad_361,snap_ad_2306,snap_cr_2383,2025-09-26T03:00:00+00:00,2025-09-26T04:00:00+00:00,Other,Discover,STORY_AD,60.0,2037420.0,200,10,0.064709,AUD,98.0,16,RECEIVED,ACTIVE,,2025-09-26T03:00:00+00:00,row_h7dc3uuos9vb,hash_v0wdnyxbxovxmz,snapchat_20250926_03.csv,2025-09-28T03:45:00+00:00
snap_acct_16,snap_camp_4,snap_squad_198,snap_ad_1779,snap_cr_1120,2025-12-08T05:00:00+00:00,2025-12-08T06:00:00+00:00,Android,Stories,STORY_AD,15.0,35850.0,40,3,0.048817,PHP,3.0,15,VALIDATED,ACTIVE,,2025-12-08T07:00:00+00:00,row_qo7ojwvaodsp,hash_2045jzzm7alg8v,snapchat_20251208_05.csv,2025-12-08T11:03:00+00:00
snap_acct_13,snap_camp_21,snap_squad_111,snap_ad_557,snap_cr_2655,2026-01-03T19:00:00+00:00,2026-01-03T20:00:00+00:00,Android,Spotlight,SINGLE_IMAGE,,,59,0,0.082956,USD,,12,RECEIVED,PAUSED,,2026-01-03T21:00:00+00:00,row_ii27lrafkul0,hash_2d4fil2qel3jav,snapchat_20260103_19.csv,2026-01-04T19:11:00+00:00
snap_acct_2,snap_camp_169,snap_squad_103,snap_ad_972,snap_cr_3576,2025-12-01T12:00:00+00:00,2025-12-01T13:00:00+00:00,Android,Discover,COLLECTION_AD,,,113,0,0.17554,USD,,13,PUBLISHED,ACTIVE,,2025-12-01T18:00:00+00:00,row_unf2tr03dy4o,hash_56l1b9wvdosncv,snapchat_20251201_12.csv,2025-12-01T18:56:00+00:00
snap_acct_16,snap_camp_37,snap_squad_141,snap_ad_1166,snap_cr_932,2025-11-06T15:00:00+00:00,2025-11-06T16:00:00+00:00,Other,Spotlight,SINGLE_VIDEO,,,144,7,0.113343,usd,69.0,41,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2025-11-06T21:00:00+00:00,row_jh83lhjbavra,hash_fqp299r1sgzep9,snapchat_20251106_15.csv,2025-11-06T15:38:00+00:00
snap_acct_4,snap_camp_108,snap_squad_585,snap_ad_1293,snap_cr_77,2025-12-21T21:00:00+00:00,2025-12-21T22:00:00+00:00,iOS,Discover,UNKNOWN,,,324,8,0.066882,PHP,,17,PUBLISHED,PAUSED,,2025-12-22T21:00:00+00:00,row_4loeynwd7ith,hash_0wfyj0vlxdxqq5,snapchat_20251221_21.csv,2025-12-22T03:16:00+00:00
snap_acct_2,snap_camp_91,snap_squad_412,snap_ad_1919,snap_cr_3270,2026-01-01T12:00:00+00:00,2026-01-01T13:00:00+00:00,Other,Stories,STORY_AD,,466550.0,109,4,0.037965,PHP,35.0,21,QUARANTINED,ACTIVE,MISSING_VIDEO_DURATION,2026-01-02T12:00:00+00:00,row_ofg7646zdf2s,hash_dab1hozpiaxcm6,snapchat_20260101_12.csv,2026-01-01T12:26:00+00:00
snap_acct_18,snap_camp_154,snap_squad_499,snap_ad_913,snap_cr_779,2025-12-15T12:00:00+00:00,2025-12-15T13:00:00+00:00,iOS,Spotlight,UNKNOWN,,,89,0,0.084561,EUR,,21,VALIDATED,PAUSED,,2025-12-15T12:00:00+00:00,row_bthjbfnjon4y,hash_t11a3044un371z,snapchat_20251215_12.csv,2025-12-16T00:05:00+00:00
snap_acct_4,snap_camp_174,snap_squad_217,snap_ad_1215,snap_cr_303,2025-12-28T17:00:00+00:00,2025-12-28T18:00:00+00:00,Other,Stories,SINGLE_IMAGE,,,76,0,0.009498,PHP,,7,ENRICHED,ACTIVE,,2025-12-28T19:00:00+00:00,row_cfhir072f5pv,hash_0yrnha1umkyqbg,snapchat_20251228_17.csv,2025-12-28T23:39:00+00:00
snap_acct_11,snap_camp_143,snap_squad_477,snap_ad_1121,snap_cr_2542,2025-09-29T07:00:00+00:00,2025-09-29T08:00:00+00:00,iOS,Spotlight,STORY_AD,6.0,126880.0,54,0,0.035789,PHP,26.0,0,VALIDATED,DRAFT,,2025-09-29T07:00:00+00:00,row_uz2w7ybcyazv,hash_5fdxgtidtlpgxi,snapchat_20250929_07.csv,2025-09-29T13:52:00+00:00
snap_acct_12,snap_camp_101,snap_squad_206,snap_ad_249,snap_cr_2955,2025-11-12T00:00:00+00:00,2025-11-12T01:00:00+00:00,Other,Stories,UNKNOWN,,,64,0,0.017733,PHP,,10,ENRICHED,ACTIVE,,2025-11-12T02:00:00+00:00,row_z5u24wbymu1n,hash_su43pwj44v6gre,snapchat_20251112_00.csv,2025-11-14T00:33:00+00:00
snap_acct_7,snap_camp_143,snap_squad_17,snap_ad_836,snap_cr_35,2025-11-10T02:00:00+00:00,2025-11-10T03:00:00+00:00,iOS,Spotlight,SINGLE_IMAGE,,,204,12,0.142188,USD,,23,VALIDATED,ACTIVE,,2025-11-10T02:00:00+00:00,row_h53fuvh88g0v,hash_7tpugcxtqfy9o0,snapchat_20251110_02.csv,2025-11-10T08:17:00+00:00
snap_acct_7,snap_camp_94,snap_squad_42,snap_ad_2093,snap_cr_3341,2025-11-17T09:00:00+00:00,2025-11-17T10:00:00+00:00,iOS,Discover,SINGLE_VIDEO,15.0,174090.0,363,29,0.080747,USD,21.0,3,PUBLISHED,ACTIVE,,2025-11-17T09:00:00+00:00,row_bmb75jw0bkfj,hash_doarojw3qwu6qi,snapchat_20251117_09.csv,2025-11-17T10:20:00+00:00
snap_acct_12,snap_camp_21,snap_squad_516,snap_ad_1176,,2025-11-26T06:00:00+00:00,2025-11-26T07:00:00+00:00,Other,Spotlight,UNKNOWN,,,88,1,0.025566,PHP,,3,VALIDATED,ACTIVE,,2025-11-27T06:00:00+00:00,row_na6idry0ygex,hash_bg9fepst958p9r,snapchat_20251126_06.csv,2025-11-26T08:16:00+00:00
snap_acct_19,snap_camp_154,snap_squad_270,snap_ad_675,snap_cr_864,2025-11-03T09:00:00+00:00,2025-11-03T10:00:00+00:00,iOS,Discover,UNKNOWN,,,185,5,0.357008,USD,,47,ENRICHED,ACTIVE,,2025-11-03T09:00:00+00:00,row_prcfqbek2jt2,hash_swy3heqzvajv7y,snapchat_20251103_09.csv,2025-11-03T09:28:00+00:00
snap_acct_3,snap_camp_121,snap_squad_604,snap_ad_1641,snap_cr_3443,2025-11-16T02:00:00+00:00,2025-11-16T03:00:00+00:00,Other,Stories,UNKNOWN,,,57,0,0.019808,USD,,3,VALIDATED,ACTIVE,,2025-11-17T02:00:00+00:00,row_qsemjeta1td4,hash_mpnorc0s5bbwv3,snapchat_20251116_02.csv,2025-11-18T02:09:00+00:00
